EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanDNBR,MeanSeverity,TotalBiomassMortality,NumberCellsSeverity1,NumberCellsSeverity2,NumberCellsSeverity3,NumberCellsSeverity4,NumberCellsSeverity5,
253, 20, 727, 493, 14.3052791594851, 153, 243, Accidental, 1, 5, 158, 191, 14.2211952, 16.6719868624524, 66.339063, 0, 14.31, 0.313949678179611, 954, 0, 66559, 1, 1, 1, 0, 2, 
254, 20, 804, 101, 12.5453562962171, 176, 221, Accidental, 1, 8, 167, 270, 9.6318972, 8.72802361051983, 34.394948, 0, 12.55, 0.310582510884051, 199, 0, 49684, 4, 4, 0, 0, 0, 
255, 20, 755, 118, 15.6162057556731, 208, 174, Accidental, 4, 107, 2946, 3907, 10.0742940672897, 13.0389748616265, 79.1388336635514, 0, 11.77, 0.309240561493433, 587.44, 0, 1203087, 30, 28, 11, 8, 30, 
256, 20, 751, 67, 12.3077011826846, 250, 218, Lightning, 1, 26, 514, 869, 8.19280509230769, 9.21340546738894, 16.8963631538461, 0, 12.29, 0.31012934092223, 290.15, 0, 219711, 16, 5, 2, 1, 2, 
257, 20, 810, 62, 13.5457767136713, 254, 280, Accidental, 3, 93, 1716, 3058, 7.41630363870968, 7.18812308698318, 279.089371870968, 0, 14.99, 0.314981150179616, 178.42, 0, 469787, 74, 18, 0, 1, 0, 
258, 20, 929, 135, 13.6461160000514, 270, 179, Accidental, 2, 60, 1679, 2076, 13.305138, 12.8579506287009, 311.199139866666, 0, 12, 0.31022968826507, 603.78, 0, 475757, 13, 12, 6, 7, 22, 
259, 20, 719, 441, 8.46561112266626, 292, 170, Accidental, 1, 20, 378, 390, 24.5438028, 25.1646069111721, 86.182865, 0, 8.47, 0.302854030882885, 1608.2, 0, 228225, 0, 1, 1, 2, 16, 
260, 20, 807, 299, 5.52270167914721, 295, 129, Accidental, 2, 24, 571, 883, 11.0261691, 11.5234196645422, 287.783472666667, 0, 5.5, 0.297347232617782, 365.33, 0, 200870, 12, 5, 3, 0, 4, 
261, 20, 719, 237, 11.8735732235311, 303, 212, Accidental, 1, 1, 7, 10, 12.3016248, 13.2701570907161, 79.744973, NaN, 11.87, NaN, 320, 0, 8620, 0, 0, 1, 0, 0, 
262, 20, 814, 227, 6.89084162916334, 305, 202, Accidental, 3, 66, 1627, 2531, 11.3532416181818, 12.8896351045933, 199.398185787879, 0, 8.09, 0.301894033565661, 455.5, 0, 752835, 26, 22, 6, 0, 12, 
263, 20, 760, 169, 10.0324261096684, 325, 137, Accidental, 3, 67, 2130, 2336, 15.2575079104478, 17.9209594631524, 210.188857059701, 0, 8.61, 0.303368380235465, 1085.6, 0, 988242, 4, 11, 8, 5, 39, 
264, 20, 897, 77, 8.17567680196185, 350, 166, Lightning, 1, 3, 67, 136, 6.7257828, 6.84396749750072, 298.618041, 0, 8.18, 0.302308945766903, 168.33, 0, 12743, 3, 0, 0, 0, 0, 
265, 20, 767, 355, 4.61089475611997, 350, 149, Lightning, 2, 27, 594, 786, 8.53716853333334, 13.2738818787489, 284.975977666667, 0, 4.94, 0.296003585606062, 527.11, 0, 374007, 10, 9, 1, 1, 6, 
266, 21, 731, 169, 6.20176370795574, 20, 142, Accidental, 1, 8, 267, 267, 27.5526252, 27.6780996791463, 130.11909, 0, 6.2, 0.298612768646401, 2000, 0, 86056, 0, 0, 0, 0, 8, 
267, 21, 862, 55, 2.93562516314491, 27, 101, Accidental, 1, 5, 113, 194, 7.4198232, 7.62653790637641, 21.60831, 0, 2.94, 0.292554314811643, 170.4, 0, 19261, 5, 0, 0, 0, 0, 
268, 21, 753, 509, 15.3994594202059, 45, 256, Accidental, 1, 37, 925, 925, 40.4289684, 39.5234521510977, 123.272026, 0, 15.4, 0.316053063157074, 2000, 0, 549338, 0, 0, 0, 0, 37, 
269, 21, 735, 129, 17.0610370798306, 81, 283, Accidental, 2, 78, 2207, 2207, 29.4270756923077, 29.1174274205767, 117.713260384615, 0, 17.6, 0.320280947936663, 1978.26, 0, 1359966, 0, 0, 0, 0, 78, 
270, 21, 683, 521, 6.14309638429777, 88, 141, Accidental, 1, 5, 60, 100, 19.3938264, 14.1168496669731, 19.183439, 0, 6.14, 0.298503311091023, 283.8, 0, 53447, 2, 1, 1, 1, 0, 
271, 21, 800, 322, 5.8527199943055, 91, 190, Accidental, 2, 45, 1083, 1561, 13.66769768, 12.4562912132848, 313.918110022222, 0, 8.01, 0.301204079573648, 551.93, 0, 620260, 19, 7, 1, 3, 15, 
272, 21, 976, 74, 9.43773099278048, 105, 233, Accidental, 4, 109, 2234, 3781, 9.26063841467889, 9.73834985362183, 254.138508972477, 0, 12.38, 0.309838599914315, 244.24, 0, 676883, 71, 17, 8, 8, 5, 
273, 21, 929, 144, 13.5530079990121, 108, 193, Accidental, 2, 39, 1141, 1288, 15.9378977538462, 15.8702907826258, 336.077487615385, 0, 13.47, 0.312507972612154, 715.08, 0, 360193, 1, 8, 4, 4, 22, 
274, 21, 741, 364, 11.8408848540929, 121, 212, Accidental, 1, 4, 84, 84, 15.6523104, 19.7061357216622, 67.417726, 0, 11.84, 0.309240258347007, 1227.25, 0, 50090, 0, 0, 0, 0, 4, 
275, 21, 769, 44, 11.3440131449798, 131, 206, Accidental, 1, 12, 212, 311, 11.1327876, 11.7636310347863, 59.983437, 0, 11.34, 0.3082954820426, 530.92, 0, 100472, 3, 4, 3, 0, 2, 
276, 21, 684, 516, 11.1824453848501, 151, 204, Accidental, 1, 2, 75, 88, 10.6885152, 13.8690330824544, 134.461134, 0, 11.18, 0.307988614088529, 394, 0, 36747, 0, 1, 0, 0, 1, 
277, 21, 835, 51, 15.1112662368892, 168, 253, Lightning, 1, 6, 39, 76, 5.71203, 5.73542096807703, 296.336325, 0, 15.11, 0.315498322783762, 138.33, 0, 5519, 6, 0, 0, 0, 0, 
278, 21, 872, 61, 15.098002397087, 186, 253, Accidental, 1, 13, 253, 501, 6.6446352, 6.66583263233348, 81.9275170000001, 0, 15.1, 0.315472803978992, 159.08, 0, 55526, 11, 2, 0, 0, 0, 
279, 21, 898, 152, 16.9054027335424, 190, 275, Accidental, 1, 1, 39, 53, 10.8282852, 12.2765560742841, 106.32776, NaN, 16.91, NaN, 250, 0, 7949, 0, 1, 0, 0, 0, 
280, 21, 975, 144, 17.8413074488653, 228, 287, Accidental, 1, 15, 395, 523, 10.6999956, 11.252527675207, 54.897421, 0, 17.84, 0.320774282659765, 300, 0, 94362, 5, 6, 2, 1, 1, 
281, 21, 777, 163, 24.7707674780187, 278, 273, Lightning, 2, 67, 2457, 2519, 23.2176421074627, 22.7277774912173, 178.034729014925, 0, 25.15, 0.33614195979429, 1774.51, 0, 1195822, 0, 3, 1, 3, 60, 
282, 21, 744, 182, 26.8656232245234, 301, 399, Lightning, 1, 1, 18, 18, 21.0879756, 22.8214011762381, 323.536964, NaN, 26.87, NaN, 842, 0, 15943, 0, 0, 0, 0, 1, 
283, 21, 812, 98, 19.6393879585187, 302, 309, Accidental, 1, 3, 80, 120, 11.0353212, 9.60214478234066, 108.321415, 0, 19.64, 0.324274468553028, 236.67, 0, 30794, 1, 2, 0, 0, 0, 
284, 21, 737, 43, 22.3519171802369, 305, 343, Lightning, 1, 40, 1450, 1461, 16.25907978, 20.2545005861233, 140.7722706, 0, 22.28, 0.329464077798851, 1812.98, 0, 689668, 0, 0, 1, 1, 38, 
285, 21, 776, 218, 19.1137104826415, 315, 303, Accidental, 1, 41, 489, 779, 10.9607830243902, 13.674831899748, 124.177765926829, 0, 19.14, 0.323277794451763, 393.68, 0, 320938, 17, 13, 6, 0, 5, 
286, 21, 703, 384, 25.9477147481578, 318, 388, Accidental, 1, 6, 191, 197, 13.694922, 19.7417724345887, 108.092795, 0, 25.95, 0.336708763883194, 919.17, 0, 114146, 0, 0, 1, 1, 4, 
287, 21, 733, 488, 20.2856513977185, 335, 317, Lightning, 1, 4, 161, 161, 31.7319012, 32.7109951333638, 45.123326, 0, 20.29, 0.325537342634981, 2000, 0, 66035, 0, 0, 0, 0, 4, 
288, 21, 684, 344, 19.3292375895591, 349, 305, Accidental, 1, 2, 16, 16, 18.0830268, 19.6802770669254, 63.879049, 0, 19.33, 0.32366930432549, 634.5, 0, 12900, 0, 0, 1, 0, 1, 
289, 21, 698, 535, 5.49993100743558, 361, 192, Accidental, 1, 22, 479, 557, 20.9166156, 19.8448811428883, 88.4394561363636, 0, 6.15, 0.29772970536771, 1199.77, 0, 336472, 3, 4, 1, 0, 14, 
290, 22, 1006, 30, 17.2631114745451, 85, 280, Accidental, 1, 14, 454, 454, 22.0388796, 22.2989090993759, 42.159798, 0, 17.26, 0.319652997787176, 1906.71, 0, 139464, 0, 0, 0, 0, 14, 
291, 22, 868, 150, 14.2714734042567, 130, 211, Accidental, 2, 44, 1181, 1300, 15.9370254, 16.9539220862872, 3.19243768181822, 0, 13.99, 0.313660863792448, 1044.95, 0, 645065, 2, 3, 6, 5, 28, 
292, 22, 841, 51, 19.1139490831836, 155, 303, Accidental, 1, 11, 136, 232, 9.8935344, 13.202849083459, 104.993403, 0, 19.11, 0.323249580687418, 415.45, 0, 85401, 4, 4, 1, 0, 2, 
293, 22, 782, 29, 16.9755572149255, 170, 286, Accidental, 1, 8, 108, 212, 10.59201045, 10.6558822053436, 22.20772075, 0, 17.47, 0.319968300401465, 186.63, 0, 54196, 5, 3, 0, 0, 0, 
294, 22, 723, 408, 13.731587062926, 223, 240, Accidental, 2, 74, 2110, 2872, 10.2130512324324, 13.2950634071502, 354.126020432433, 0, 13.92, 0.31318630772328, 441.85, 0, 994583, 24, 19, 10, 9, 12, 
295, 22, 683, 44, 21.8293944827148, 269, 337, Lightning, 1, 2, 98, 98, 16.0570332, 18.3552222223584, 283.161203, 0, 21.83, 0.328564250159805, 2000, 0, 33567, 0, 0, 0, 0, 2, 
296, 22, 954, 91, 17.4373756740952, 291, 252, Lightning, 3, 90, 1913, 2951, 9.03040911999999, 9.60062372725871, 155.631304444444, 0, 16.63, 0.318762412361645, 249.27, 0, 536778, 42, 33, 9, 2, 4, 
297, 22, 750, 260, 21.4372040725047, 353, 349, Accidental, 1, 20, 452, 523, 21.0669228, 19.8400179784132, 138.5273234, 0, 22.27, 0.329234272619136, 1030.25, 0, 281461, 3, 1, 3, 1, 12, 
298, 22, 698, 224, 17.0825101688402, 363, 277, Lightning, 1, 31, 360, 599, 11.064582, 13.8569777247697, 21.886804, 0, 17.08, 0.31930318715481, 345.26, 0, 248854, 19, 3, 3, 1, 5, 
299, 23, 781, 23, 11.6197559067139, 86, 209, Accidental, 1, 1, 9, 9, 15.4777356, 15.7460682363745, 298.475704, NaN, 11.62, NaN, 1667, 0, 7405, 0, 0, 0, 0, 1, 
300, 23, 837, 111, 17.6793277479586, 101, 285, Accidental, 1, 37, 1287, 1302, 18.8517564, 18.7862354657146, 39.333382, 0, 17.68, 0.320459949042744, 1569.3, 0, 493939, 1, 1, 1, 4, 30, 
301, 23, 848, 44, 18.2943431186904, 102, 292, Accidental, 1, 16, 388, 408, 19.1211084, 18.7653129307793, 40.655507, 0, 18.29, 0.32165429487445, 1212.81, 0, 195585, 0, 1, 1, 1, 13, 
302, 23, 886, 114, 14.1964237997813, 124, 241, Accidental, 1, 13, 309, 460, 9.5837364, 9.37210349358231, 25.167361, 0, 14.2, 0.313740836871907, 223.15, 0, 81895, 3, 9, 1, 0, 0, 
303, 23, 910, 67, 15.0263409213419, 131, 252, Accidental, 1, 23, 353, 591, 8.3151612, 9.34576855262126, 47.254488, 0, 15.03, 0.31533495099723, 195.96, 0, 108468, 13, 8, 1, 0, 1, 
304, 23, 827, 172, 13.7281687398016, 134, 255, Lightning, 5, 172, 4214, 7574, 7.06145104883721, 7.15877419638109, 124.90418633721, 0, 13.51, 0.312240020725457, 189.27, 0, 1149793, 134, 29, 5, 0, 4, 
305, 23, 814, 317, 12.5766116738395, 164, 217, Lightning, 1, 33, 703, 1156, 6.7801344, 9.75681663908079, 17.2317099090909, 0, 12.5, 0.310489912014828, 366.06, 0, 303956, 18, 8, 2, 1, 4, 
306, 23, 699, 355, 17.2733533312217, 196, 287, Accidental, 3, 99, 1621, 2518, 9.94686632727272, 11.3611027139995, 28.7072236363637, 0, 17.9, 0.320608246346768, 253.14, 0, 720612, 59, 22, 6, 5, 7, 
307, 23, 814, 178, 13.0029313245125, 224, 226, Accidental, 1, 6, 118, 227, 5.4651708, 5.46978359282048, 336.246313, 0, 13, 0.311456056207017, 140.67, 0, 35080, 6, 0, 0, 0, 0, 
308, 23, 929, 169, 24.0091185748265, 236, 267, Accidental, 4, 147, 4296, 5815, 12.466332832653, 12.9255506693093, 74.361747, 0, 19.44, 0.324175588150929, 613.37, 0, 1269397, 56, 21, 8, 5, 57, 
309, 23, 698, 540, 8.15873963957342, 249, 203, Accidental, 1, 16, 198, 398, 6.924362625, 9.78996074157006, 295.403217875, 0, 8.72, 0.302277120591354, 209.25, 0, 88000, 10, 5, 0, 0, 1, 
310, 23, 751, 70, 13.0877519548847, 261, 229, Accidental, 2, 72, 1868, 2710, 8.78124129999999, 11.2031572423977, 108.969892222222, 0, 13.6, 0.312296181701639, 386.81, 0, 728061, 30, 24, 6, 2, 10, 
311, 23, 795, 104, 17.3724740447748, 290, 266, Accidental, 1, 33, 894, 1007, 13.0142227636364, 13.7194612624361, 320.993041666667, 0, 16.67, 0.318617904126499, 556.12, 0, 230873, 4, 5, 11, 3, 10, 
312, 23, 872, 169, 14.4539812838734, 328, 245, Accidental, 1, 5, 115, 169, 12.6500976, 8.92238010789062, 354.063251, 0, 14.45, 0.314235088149557, 283.6, 0, 44060, 2, 1, 1, 0, 1, 
313, 24, 676, 106, 9.62304047119278, 60, 184, Accidental, 1, 8, 146, 155, 21.7343556, 22.0662159671555, 77.171854, 0, 9.62, 0.305035557110758, 1303.38, 0, 172065, 0, 0, 1, 0, 7, 
314, 24, 942, 129, 9.64123719036532, 76, 185, Lightning, 1, 2, 57, 57, 16.7258268, 17.7490890621631, 285.551981, 0, 9.64, 0.305069924681017, 1317, 0, 30031, 0, 0, 0, 0, 2, 
315, 24, 816, 235, 11.9614567722257, 98, 213, Lightning, 1, 6, 307, 307, 24.125814, 25.0138315193708, 151.91435, 0, 11.96, 0.309469760695022, 2000, 0, 154596, 0, 0, 0, 0, 6, 
316, 24, 847, 78, 13.1030324850691, 116, 246, Accidental, 7, 272, 8530, 9331, 17.5241574264706, 17.9256476003232, 110.341848915441, 0, 17.67, 0.32043653825493, 1219.55, 0, 3538735, 10, 51, 28, 17, 166, 
317, 24, 932, 128, 17.2266302427194, 176, 263, Accidental, 3, 93, 2014, 3279, 8.44576339354838, 8.58074366284189, 266.988059612903, 0, 16.87, 0.319021371345896, 200.88, 0, 441057, 52, 39, 1, 1, 0, 
318, 24, 684, 219, 13.8767352683533, 178, 237, Accidental, 1, 3, 65, 114, 6.3800784, 6.5265307378863, 326.775106, 0, 13.88, 0.313127943953816, 175, 0, 13981, 3, 0, 0, 0, 0, 
319, 24, 683, 569, 11.8016268859463, 206, 211, Accidental, 1, 14, 208, 347, 10.4459986285714, 11.5211349541179, 112.210189142857, 0, 12.39, 0.310136446955727, 289.21, 0, 154024, 8, 4, 0, 0, 2, 
320, 24, 689, 289, 10.937692893794, 272, 201, Accidental, 1, 1, 60, 86, 10.6175052, 10.3834606509373, 277.505535, NaN, 10.94, NaN, 203, 0, 14124, 0, 1, 0, 0, 0, 
321, 24, 719, 472, 11.5127035132297, 280, 208, Accidental, 1, 16, 556, 571, 19.2225924, 19.8068423943725, 201.848588, 0, 11.51, 0.308616058833269, 1496.13, 0, 324807, 0, 0, 1, 0, 15, 
322, 24, 698, 75, 8.40644451770528, 283, 208, Accidental, 2, 52, 399, 819, 10.3033828384615, 10.0087131529963, 257.360690134615, 0, 11.78, 0.3090659162977, 256.37, 0, 351681, 37, 9, 3, 0, 3, 
323, 24, 962, 116, 18.6444452133437, 297, 297, Accidental, 1, 1, 4, 8, 9.8246916, 9.89319985649853, 23.988826, NaN, 18.64, NaN, 147, 0, 8159, 1, 0, 0, 0, 0, 
324, 24, 864, 53, 26.0017467009126, 302, 297, Accidental, 2, 105, 2762, 3040, 19.2092904, 20.0571235826699, 86.1345195999999, 0, 23.06, 0.331662922580153, 1327.4, 0, 966794, 7, 12, 7, 5, 74, 
325, 24, 789, 43, 12.7969726207815, 317, 224, Accidental, 1, 15, 380, 504, 9.1939536, 11.7649671632967, 339.264821, 0, 12.8, 0.31106269891215, 525.07, 0, 138602, 3, 4, 4, 1, 3, 
326, 24, 979, 57, 18.5996516393657, 325, 296, Accidental, 1, 4, 217, 233, 16.1429616, 14.7465237340873, 73.488195, 0, 18.6, 0.3222480655937, 425.75, 0, 47947, 0, 0, 0, 4, 0, 
327, 25, 693, 193, 4.25746187597312, 31, 123, Lightning, 1, 3, 56, 82, 16.3768236, 12.9611929128827, 336.986022666667, 0, 4.56, 0.295417933451001, 242, 0, 38575, 1, 2, 0, 0, 0, 
328, 25, 906, 140, 5.23063020592464, 31, 140, Lightning, 3, 48, 1281, 1661, 14.8494288, 13.971162976132, 195.708235583333, 0, 4.99, 0.296186449074941, 672.06, 0, 452198, 9, 13, 7, 3, 16, 
329, 25, 717, 146, 4.71086883305188, 31, 123, Lightning, 1, 4, 73, 76, 17.023716, 19.7112098986256, 330.853711, 0, 4.71, 0.295838326340695, 1242.75, 0, 61291, 0, 0, 0, 1, 3, 
330, 25, 915, 128, 5.38548478468639, 38, 131, Accidental, 1, 5, 141, 219, 12.8330064, 11.2784836106187, 93.197736, 0, 5.39, 0.297091883962099, 234, 0, 24776, 2, 2, 1, 0, 0, 
331, 25, 685, 302, 4.62404593434157, 42, 122, Accidental, 1, 17, 193, 323, 11.693412, 12.1006056445049, 19.21179, 0, 4.62, 0.295677216725448, 199.29, 0, 97746, 9, 7, 0, 1, 0, 
332, 25, 756, 356, 5.86480013228082, 49, 137, Accidental, 1, 1, 14, 14, 19.6160796, 25.4146183547927, 82.497569, NaN, 5.86, NaN, 2000, 0, 17767, 0, 0, 0, 0, 1, 
333, 25, 683, 117, 22.1662460343441, 106, 339, Accidental, 1, 13, 222, 222, 23.2838916923077, 25.4243621318388, 296.275406384615, 0, 22.13, 0.329175825734733, 2000, 0, 245323, 0, 0, 0, 0, 13, 
334, 25, 984, 28, 24.9625562821237, 133, 376, Accidental, 1, 30, 1079, 1099, 17.1215676, 17.3075077417989, 8.78445899999997, 0, 24.96, 0.33475141169426, 1722.73, 0, 365807, 0, 1, 0, 0, 29, 
335, 25, 767, 46, 19.6626101832638, 145, 310, Accidental, 1, 2, 53, 106, 8.1174924, 4.3870397113948, 357.835629, 0, 19.66, 0.324319803347919, 135.5, 0, 9282, 2, 0, 0, 0, 0, 
336, 25, 722, 509, 21.2469751470394, 169, 329, Accidental, 1, 7, 201, 290, 14.5559772, 11.2220228434354, 26.063587, 0, 21.25, 0.327420575792255, 226.57, 0, 84345, 3, 2, 2, 0, 0, 
337, 25, 782, 127, 19.3480426286232, 173, 339, Accidental, 2, 53, 527, 1150, 6.07480790943396, 7.27454066716273, 329.728727301887, 0, 19.55, 0.323910041224349, 158.36, 0, 226790, 48, 4, 0, 0, 1, 
338, 25, 741, 312, 22.8720118637215, 221, 317, Accidental, 2, 101, 1233, 2141, 11.2077820158416, 12.2072367208047, 258.49774989109, 0, 21.73, 0.328815313159142, 348.37, 0, 763411, 52, 21, 11, 6, 11, 
339, 25, 809, 215, 21.5244024078156, 252, 333, Lightning, 1, 10, 118, 231, 12.162834, 9.95925131275525, 76.572996, 0, 21.52, 0.327965094372129, 158.6, 0, 61021, 7, 3, 0, 0, 0, 
340, 25, 855, 117, 16.809491303612, 267, 256, Accidental, 1, 5, 165, 247, 8.02687464, 8.90831036289584, 25.0547032, 0, 16.23, 0.318073801347184, 207.4, 0, 43345, 3, 1, 1, 0, 0, 
341, 25, 685, 338, 23.5100182534205, 272, 357, Accidental, 1, 26, 564, 776, 13.8319776, 13.4229662282062, 316.713212, 0, 23.51, 0.331875807644987, 268.62, 0, 253608, 7, 12, 4, 2, 1, 
342, 25, 701, 106, 17.4767331223228, 327, 282, Accidental, 1, 6, 94, 128, 14.1211548, 16.054265851598, 310.278175, 0, 17.48, 0.320067028381, 436.67, 0, 69626, 0, 3, 0, 0, 3, 
343, 26, 811, 326, 3.54454315515858, 7, 109, Accidental, 1, 1, 1, 2, 14.6467116, 14.0947280082561, 115.031744, NaN, 3.54, NaN, 291, 0, 143, 0, 1, 0, 0, 0, 
344, 26, 763, 181, 3.54386909801411, 39, 109, Accidental, 1, 1, 9, 9, 23.4307332, 25.8551418089607, 21.427128, NaN, 3.54, NaN, 2000, 0, 18470, 0, 0, 0, 0, 1, 
345, 26, 701, 399, 0.883215205795448, 59, 75, Accidental, 1, 2, 66, 84, 8.8087248, 17.1513596828993, 88.51171, 0, 0.88, 0.28878435769963, 1122, 0, 27278, 0, 1, 0, 0, 1, 
346, 26, 839, 139, 12.7663944972484, 87, 224, Accidental, 1, 2, 81, 81, 21.1385448, 20.1915302092641, 328.915483, 0, 12.77, 0.311004321469007, 2000, 0, 25189, 0, 0, 0, 0, 2, 
347, 26, 763, 160, 20.2264039645304, 175, 301, Accidental, 2, 68, 2075, 2439, 14.1707157352941, 13.1975203046094, 288.210055455882, 0, 19.75, 0.324856965429573, 688.74, 0, 902661, 9, 11, 15, 9, 24, 
348, 26, 748, 392, 13.907516135524, 181, 238, Accidental, 1, 30, 725, 1002, 7.7594292, 11.2941957124478, 57.6169909999999, 0, 13.91, 0.313186927344953, 322.27, 0, 318754, 11, 9, 5, 3, 2, 
349, 26, 749, 234, 18.8465150698868, 184, 254, Lightning, 2, 58, 1136, 1631, 13.2294975517241, 13.574680829105, 168.62938987931, 0, 18.29, 0.32210689131862, 379, 0, 661055, 22, 12, 8, 6, 10, 
350, 26, 679, 239, 18.4827165986998, 197, 295, Accidental, 1, 23, 335, 510, 10.8206748, 13.1363092225749, 29.089053, 0, 18.48, 0.32202057980999, 390.61, 0, 122479, 10, 7, 3, 0, 3, 
351, 26, 857, 164, 16.6556851131433, 198, 272, Accidental, 1, 1, 36, 49, 10.7189028, 7.11339938610374, 67.297828, NaN, 16.66, NaN, 194, 0, 12736, 1, 0, 0, 0, 0, 
352, 26, 697, 118, 17.4933786953259, 217, 261, Lightning, 1, 38, 423, 708, 10.5431122421053, 10.8189043838587, 338.967971842105, 0, 17.45, 0.320099301901028, 234.16, 0, 286246, 15, 17, 3, 2, 1, 
353, 26, 891, 52, 20.7727686699081, 241, 323, Lightning, 1, 5, 166, 203, 14.9765688, 11.8958424998865, 8.419802, 0, 20.77, 0.326490905801099, 716, 0, 66145, 1, 0, 2, 0, 2, 
354, 26, 716, 141, 13.783819756619, 311, 326, Accidental, 3, 94, 946, 1892, 6.8069670893617, 7.52414345845677, 323.960494191489, 0, 15.71, 0.316482424585884, 200.7, 0, 637571, 67, 18, 3, 2, 4, 
355, 26, 724, 234, 16.3941364624578, 311, 269, Lightning, 1, 42, 246, 730, 6.0191316, 6.00117298864308, 293.27061, 0, 16.39, 0.317971728023049, 128.02, 0, 184926, 42, 0, 0, 0, 0, 
356, 27, 745, 541, 1.50247791328649, 56, 83, Accidental, 1, 5, 123, 204, 11.461968, 9.05312386770316, 61.886895, 0, 1.5, 0.289918804456893, 185, 0, 40668, 3, 2, 0, 0, 0, 
357, 27, 798, 252, 5.70010956073046, 80, 135, Accidental, 1, 1, 20, 40, 7.0026516, 6.49783079466417, 3.31879700000002, NaN, 5.7, NaN, 148, 0, 8945, 1, 0, 0, 0, 0, 
358, 27, 886, 96, 11.3200322401748, 87, 205, Accidental, 1, 7, 172, 233, 13.873806, 14.7556798614737, 10.280448, 0, 11.32, 0.308249924057514, 277.71, 0, 53680, 4, 0, 1, 1, 1, 
359, 27, 905, 66, 14.0722073497525, 89, 304, Accidental, 4, 131, 4282, 4631, 18.5316984824427, 18.6196176737725, 142.596353648855, 0, 16.37, 0.317484847717379, 1168.17, 0, 1414898, 6, 22, 11, 16, 76, 
360, 27, 754, 250, 20.1468977970766, 136, 316, Accidental, 1, 1, 57, 57, 17.8999812, 18.2612610331071, 274.667167, NaN, 20.15, NaN, 834, 0, 27586, 0, 0, 0, 0, 1, 
361, 27, 867, 62, 18.3568740950922, 142, 293, Accidental, 1, 12, 263, 441, 10.3535856, 10.5741518093572, 286.916809, 0, 18.36, 0.321775859647412, 357, 0, 74142, 3, 7, 1, 0, 1, 
362, 27, 787, 507, 24.0378869135023, 143, 364, Accidental, 1, 14, 303, 307, 19.8007812, 21.8797116264093, 220.741352, 0, 24.04, 0.3329193986822, 1395.93, 0, 195442, 0, 0, 0, 0, 14, 
363, 27, 757, 53, 20.9914969813252, 171, 369, Accidental, 10, 477, 14351, 18277, 13.3267074641509, 13.7203193530248, 86.3143951320755, 0, 19.35, 0.323426172126838, 582.45, 0, 5276965, 124, 115, 57, 29, 152, 
364, 27, 1008, 14, 20.4758412933408, 177, 320, Lightning, 1, 17, 655, 670, 16.6813452, 16.1854345011491, 46.613076, 0, 20.48, 0.325909480120732, 1453.47, 0, 207724, 0, 1, 0, 0, 16, 
365, 27, 694, 367, 18.9199187581975, 182, 300, Accidental, 1, 1, 51, 51, 17.5046256, 19.0973060621633, 69.742788, NaN, 18.92, NaN, 515, 0, 15651, 0, 0, 0, 0, 1, 
366, 27, 946, 156, 17.9555570403377, 185, 288, Accidental, 1, 21, 780, 910, 14.1161724, 15.0397279433545, 24.356056, 0, 17.96, 0.320996090286036, 570.43, 0, 156529, 2, 4, 6, 4, 5, 
367, 27, 771, 489, 12.9823476957466, 241, 231, Accidental, 2, 66, 1270, 1848, 8.63653390909091, 11.2238455087684, 274.158806530303, 0, 13.04, 0.311517572019249, 396, 0, 433586, 30, 19, 5, 3, 9, 
368, 27, 868, 170, 13.9859280906695, 273, 239, Accidental, 1, 13, 371, 392, 14.2191144, 16.9204653075263, 323.113486, 0, 13.99, 0.313337210423528, 697.77, 0, 252691, 0, 1, 2, 2, 8, 
369, 27, 709, 467, 9.60940114279418, 307, 184, Lightning, 1, 2, 50, 55, 17.6241168, 29.2010352699891, 235.237989, 0, 9.61, 0.305009798365293, 1172, 0, 19057, 0, 0, 1, 0, 1, 
370, 27, 701, 210, 21.6014425577228, 316, 334, Accidental, 1, 1, 20, 20, 27.81666, 28.4760020855705, 132.711824, NaN, 21.6, NaN, 2000, 0, 18433, 0, 0, 0, 0, 1, 
371, 27, 962, 110, 16.8058829461225, 329, 274, Accidental, 1, 30, 1147, 1151, 19.7446968, 20.3366615651993, 248.7213, 0, 16.81, 0.318767776180719, 1881.77, 0, 362740, 0, 2, 0, 0, 28, 
372, 27, 727, 428, 3.68208806837526, 335, 112, Accidental, 3, 40, 1348, 1512, 19.46343402, 19.1614472788778, 54.27705665, 0, 3.94, 0.294396534104913, 1016.6, 0, 712969, 3, 6, 4, 4, 23, 
373, 28, 705, 295, 7.00425731045086, 40, 78, Accidental, 5, 76, 1491, 1713, 25.6273819105263, 26.3576119195132, 146.469491052631, 0, 3.35, 0.293878742888625, 1253.55, 0, 1011616, 12, 5, 6, 3, 50, 
374, 28, 1040, 20, 2.4749748713146, 53, 95, Accidental, 1, 14, 249, 328, 12.7122264, 13.2687580955468, 119.42859, 0, 2.47, 0.291705662626003, 281.29, 0, 116756, 6, 3, 3, 1, 1, 
