EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanDNBR,MeanSeverity,TotalBiomassMortality,NumberCellsSeverity1,NumberCellsSeverity2,NumberCellsSeverity3,NumberCellsSeverity4,NumberCellsSeverity5,
375, 28, 855, 67, 12.1327449041696, 92, 216, Accidental, 1, 3, 111, 119, 15.0892164, 14.0994194914925, 69.152948, 0, 12.13, 0.309795960245364, 454.67, 0, 31941, 0, 0, 0, 3, 0, 
376, 28, 912, 64, 13.1267341335601, 108, 222, Lightning, 2, 54, 1129, 1717, 8.8279384, 9.58738821913941, 275.627475703704, 0, 12.98, 0.311475304549245, 262.56, 0, 339447, 22, 20, 9, 2, 1, 
377, 28, 712, 268, 12.6458829074554, 129, 222, Accidental, 1, 15, 159, 251, 14.4266652, 14.015554527788, 354.571784, 0, 12.65, 0.310774308385764, 502.67, 0, 138723, 4, 3, 3, 1, 4, 
378, 28, 716, 530, 12.1664465064611, 144, 216, Accidental, 1, 3, 12, 28, 12.6956412, 13.1200125109229, 310.343168, 0, 12.17, 0.309860163575451, 794, 0, 18585, 1, 1, 0, 0, 1, 
379, 28, 747, 473, 12.1241961044768, 169, 215, Accidental, 2, 35, 738, 1176, 8.4944412, 9.28302898203974, 155.643802, 0, 12.12, 0.309779675496861, 203.14, 0, 244517, 22, 12, 0, 0, 1, 
380, 28, 790, 315, 14.0788642215747, 183, 240, Accidental, 1, 16, 682, 774, 11.7789408, 15.6207761502832, 12.330582, 0, 14.08, 0.313515381061115, 599.5, 0, 338597, 2, 1, 2, 6, 5, 
381, 28, 721, 189, 18.3819813566044, 256, 294, Accidental, 1, 44, 260, 657, 6.6872448, 7.04798716819867, 335.383337, 0, 18.38, 0.321824676786019, 151.25, 0, 179616, 40, 2, 2, 0, 0, 
382, 28, 757, 358, 10.2637468787846, 306, 192, Accidental, 1, 7, 129, 181, 12.3593436, 15.5169121267484, 131.66408, 0, 10.26, 0.306246945700834, 809.43, 0, 108139, 2, 2, 0, 0, 3, 
383, 28, 717, 305, 24.5365973901087, 311, 270, Accidental, 5, 230, 4854, 7417, 11.0268739095652, 12.154619414591, 134.132515960869, 0, 20.15, 0.325620667273748, 487.47, 0, 2322336, 118, 38, 19, 6, 49, 
384, 28, 946, 166, 20.9070122590817, 313, 325, Accidental, 2, 53, 1309, 2066, 8.55555479999999, 8.59892137114424, 224.9012, 0, 20.91, 0.326753949041691, 206.79, 0, 287701, 28, 22, 3, 0, 0, 
385, 28, 899, 114, 20.2207914796749, 317, 316, Accidental, 1, 50, 1164, 1671, 10.0205604, 9.44634587683433, 358.623632, 0, 20.22, 0.325410483926307, 266.64, 0, 272057, 16, 20, 9, 1, 4, 
386, 28, 820, 38, 19.7350658435819, 320, 310, Accidental, 1, 17, 462, 510, 17.1385812, 17.9760223446607, 124.38324, 0, 19.74, 0.324461273615215, 1001.12, 0, 255892, 0, 5, 1, 1, 10, 
387, 28, 742, 388, 5.08123436671024, 348, 126, Accidental, 4, 78, 2077, 2366, 19.6969004769231, 22.5234477484916, 134.341659141026, 0, 8.58, 0.3031634668249, 1275.95, 0, 1251684, 15, 7, 7, 1, 48, 
388, 28, 784, 49, 19.2493195375237, 349, 304, Accidental, 1, 34, 1174, 1174, 28.0990332, 28.0295818868581, 135.646021, 0, 19.25, 0.323513463972658, 2000, 0, 564903, 0, 0, 0, 0, 34, 
389, 29, 766, 471, 4.36190608170144, 59, 119, Accidental, 1, 12, 296, 471, 11.6059824, 10.5921952817846, 90.254528, 0, 4.36, 0.295191095901263, 206.83, 0, 127902, 4, 8, 0, 0, 0, 
390, 29, 904, 179, 9.21215042003408, 97, 179, Accidental, 1, 7, 260, 321, 14.2674516, 12.5060300896361, 81.623453, 0, 9.21, 0.304260100843129, 582, 0, 57587, 1, 1, 2, 0, 3, 
391, 29, 746, 416, 14.8637919146806, 131, 250, Accidental, 1, 7, 257, 257, 16.3976148, 19.554394342507, 161.82658, 0, 14.86, 0.315022380958644, 1533.43, 0, 138779, 0, 0, 0, 0, 7, 
392, 29, 765, 521, 16.7924857599687, 138, 274, Accidental, 1, 2, 14, 31, 12.2351904, 8.78598095172813, 358.957827, 0, 16.79, 0.318741858105152, 186.5, 0, 9319, 1, 1, 0, 0, 0, 
393, 29, 721, 529, 18.5230677897924, 143, 241, Accidental, 3, 115, 2851, 3233, 16.9609901947827, 17.3978560289611, 61.4265138869565, 0, 16.33, 0.318899580034708, 973.1, 0, 1677577, 6, 22, 19, 5, 63, 
394, 29, 966, 71, 19.4898292206162, 167, 285, Accidental, 2, 88, 3070, 3757, 11.4166111909091, 11.7278364063209, 281.682091022728, 0, 18.73, 0.322680970766078, 422.57, 0, 887081, 14, 26, 13, 13, 22, 
395, 29, 832, 155, 14.5383781804649, 203, 281, Accidental, 2, 54, 1872, 2689, 8.97720266666667, 10.1026911847565, 334.343019703704, 0, 15.28, 0.31564922811053, 396.52, 0, 486052, 20, 23, 5, 0, 6, 
396, 29, 715, 271, 12.7151460504134, 219, 246, Accidental, 2, 48, 351, 726, 8.5680054, 9.14921666581998, 83.61383275, 0, 13.17, 0.3115056411911, 196.19, 0, 273442, 30, 17, 0, 0, 1, 
397, 29, 767, 511, 16.3802220530808, 239, 254, Lightning, 3, 84, 1613, 2725, 8.66215384285715, 8.86448966971803, 66.1682427261905, 0, 15.04, 0.315527896641072, 366.94, 0, 738858, 48, 16, 5, 5, 10, 
398, 29, 759, 418, 17.6516641598384, 257, 284, Lightning, 1, 18, 572, 641, 15.1427628, 18.3962860660032, 251.157447, 0, 17.65, 0.320406282073759, 958.83, 0, 323671, 2, 1, 3, 1, 11, 
399, 29, 698, 222, 24.3744122999008, 283, 381, Lightning, 4, 189, 4397, 4537, 22.8785956380952, 23.3771171296567, 213.823531867724, 0, 25.82, 0.336385869797657, 1586.42, 0, 2542922, 4, 5, 6, 11, 163, 
400, 29, 978, 142, 25.6376453108455, 308, 384, Lightning, 1, 42, 1700, 1832, 15.4508256, 15.5686885223514, 264.488506, 0, 25.64, 0.336092097225441, 1208.33, 0, 430051, 3, 2, 2, 4, 31, 
401, 29, 987, 100, 25.269550268576, 350, 379, Lightning, 1, 21, 954, 954, 23.6652264, 23.8998113028139, 116.662871, 0, 25.27, 0.335360753902122, 2000, 0, 282766, 0, 0, 0, 0, 21, 
402, 30, 753, 528, 4.27691828169563, 6, 118, Accidental, 1, 2, 48, 48, 20.3456124, 18.3940964602728, 65.777242, 0, 4.28, 0.295033591454716, 2000, 0, 23372, 0, 0, 0, 0, 2, 
403, 30, 981, 66, 9.36369282308356, 9, 181, Accidental, 1, 24, 841, 841, 32.2383852, 32.3884315640396, 131.054097, 0, 9.36, 0.304545971620188, 2000, 0, 260621, 0, 0, 0, 0, 24, 
404, 30, 975, 90, 2.15821186852114, 19, 96, Accidental, 2, 16, 585, 801, 9.878651325, 10.6621078568153, 60.2015415, 0, 2.18, 0.291122933746665, 295.13, 0, 142443, 5, 5, 3, 1, 2, 
405, 30, 891, 128, 8.03687316208234, 55, 165, Accidental, 1, 8, 150, 152, 20.3111748, 20.3132340228812, 125.514334, 0, 8.04, 0.302048187698731, 1318.75, 0, 125758, 0, 0, 0, 1, 7, 
406, 30, 718, 158, 7.19557737151202, 70, 154, Accidental, 1, 11, 193, 243, 15.7570452, 16.0104808564226, 47.566826, 0, 7.2, 0.300470454927422, 505.36, 0, 140416, 3, 1, 0, 0, 7, 
407, 30, 828, 38, 16.2287649036337, 137, 267, Lightning, 1, 26, 266, 533, 7.5506796, 6.88251432230708, 23.749146, 0, 16.23, 0.317652306532977, 144.38, 0, 66841, 24, 2, 0, 0, 0, 
408, 30, 779, 330, 14.7267199801289, 171, 248, Accidental, 1, 31, 830, 1083, 10.1893572, 15.0217494561156, 77.784782, 0, 14.73, 0.314758931599338, 623.23, 0, 494451, 10, 6, 5, 2, 8, 
409, 30, 712, 135, 14.8632157788219, 201, 250, Accidental, 1, 12, 63, 186, 5.4097776, 6.29205029739322, 25.861104, 0, 14.86, 0.31502127338849, 142.75, 0, 49432, 12, 0, 0, 0, 0, 
410, 30, 700, 329, 14.0161611544305, 224, 239, Accidental, 1, 27, 616, 1143, 6.0678, 7.15362799985729, 0.655407999999966, 0, 14.02, 0.31339516509363, 170.89, 0, 220500, 19, 7, 1, 0, 0, 
411, 30, 949, 95, 18.0045307377268, 233, 289, Accidental, 1, 1, 38, 53, 9.5016744, 10.5331312529618, 55.172337, NaN, 18, NaN, 234, 0, 8878, 0, 1, 0, 0, 0, 
412, 30, 704, 351, 14.481273809657, 253, 245, Lightning, 1, 10, 164, 244, 10.4775408, 14.8022649208209, 337.058334, 0, 14.48, 0.314287487058079, 571.4, 0, 85885, 2, 5, 1, 0, 2, 
413, 30, 708, 160, 13.9124760603376, 269, 238, Accidental, 1, 29, 281, 631, 7.9624548, 7.92539900970748, 340.307697, 0, 13.91, 0.313196432294499, 164, 0, 159476, 24, 5, 0, 0, 0, 
414, 30, 1010, 55, 18.4704944384492, 275, 295, Accidental, 1, 2, 64, 99, 10.26378, 9.1935108212425, 348.601944, 0, 18.47, 0.321996807649444, 204, 0, 17062, 0, 2, 0, 0, 0, 
415, 30, 944, 119, 18.858921992058, 295, 299, Accidental, 1, 23, 900, 1039, 13.5674172, 13.9950682727269, 229.991046, 0, 18.86, 0.322752751361356, 573.26, 0, 231185, 1, 6, 5, 4, 7, 
416, 30, 693, 519, 12.4538228858976, 300, 220, Accidental, 1, 26, 749, 1152, 11.3870844, 13.8395128417572, 12.462323, 0, 12.45, 0.310407928349794, 445.35, 0, 364646, 11, 7, 2, 1, 5, 
417, 30, 693, 312, 20.4718830130466, 301, 299, Accidental, 2, 75, 2489, 3222, 12.372526464, 15.1450183906616, 27.0074836133333, 0, 19.97, 0.32508775648805, 651.25, 0, 1098569, 21, 14, 12, 3, 25, 
418, 30, 723, 35, 8.19962295304979, 344, 167, Accidental, 1, 3, 115, 140, 13.1514696, 16.488234722463, 343.148392, 0, 8.2, 0.302353944174531, 348.67, 0, 50150, 0, 0, 3, 0, 0, 
419, 30, 938, 161, 9.95032435745341, 354, 206, Accidental, 2, 51, 1387, 2017, 11.1874973647059, 10.5809672339791, 348.128927647059, 0, 10.51, 0.306464169389532, 250.53, 0, 246147, 12, 33, 2, 2, 2, 
420, 30, 704, 273, 16.3260805364008, 356, 268, Accidental, 2, 43, 795, 927, 18.0542016, 18.0724317281233, 341.361054, 0, 16.33, 0.317840254636492, 767.98, 0, 570142, 9, 1, 3, 0, 30, 
