"","fire_names_manydays[j]","as.character(date_char)","X11_Ecoregions.1","Interpolated_FuelMap","SAPPS_aspect_inverted_atModelRes","SAPPS_Slope_ChrisArcmapprocess_modelres","X11_Ecoregions.2","X11_Ecoregions","spread_success","Area_expansion"
"1","BOTELER","2016-11-01",1,1546,151.459533691406,54.8399124145508,22.26,3.961008,0,487.251480965311
"2","BOTELER","2016-11-01",1,1643,145.394409179688,56.8600425720215,22.26,3.961008,0,487.251480965311
"3","BOTELER","2016-11-01",1,1794,137.974365234375,53.9647979736328,22.26,3.961008,0,487.251480965311
"4","BOTELER","2016-11-01",1,1437,121.114822387695,58.765323638916,22.26,3.961008,0,487.251480965311
"5","BOTELER","2016-11-01",1,1846,142.977157592773,34.3957672119141,22.26,3.961008,0,487.251480965311
"6","BOTELER","2016-11-01",1,1592,181.860961914062,38.6694030761719,22.26,3.961008,0,487.251480965311
"7","BOTELER","2016-11-01",1,1681,209.190933227539,38.3757972717285,22.26,3.961008,0,487.251480965311
"8","BOTELER","2016-11-01",1,1910,185.338714599609,33.1569938659668,22.26,3.961008,0,487.251480965311
"9","BOTELER","2016-11-01",5,1772,232.248794555664,43.3061637878418,26.34,3.727134,0,487.251480965311
"10","BOTELER","2016-11-01",1,1770,244.357223510742,47.7570877075195,22.26,3.961008,0,487.251480965311
"11","BOTELER","2016-11-01",1,1305,162.78125,39.3048706054688,22.26,3.961008,0,487.251480965311
"12","BOTELER","2016-11-01",1,1428,194.313781738281,32.4894371032715,22.26,3.961008,0,487.251480965311
"13","BOTELER","2016-11-01",5,2401,204.232833862305,23.9940719604492,26.34,3.727134,0,487.251480965311
"14","BOTELER","2016-11-01",1,1580,157.993255615234,60.0172386169434,22.26,3.961008,1,487.251480965311
"15","BOTELER","2016-11-01",1,1546,151.459533691406,54.8399124145508,22.26,3.961008,1,487.251480965311
"16","BOTELER","2016-11-01",1,1643,145.394409179688,56.8600425720215,22.26,3.961008,1,487.251480965311
"17","BOTELER","2016-11-01",1,1794,137.974365234375,53.9647979736328,22.26,3.961008,1,487.251480965311
"18","BOTELER","2016-11-01",1,1644,125.277847290039,46.1997261047363,22.26,3.961008,1,487.251480965311
"19","BOTELER","2016-11-01",1,1437,121.114822387695,58.765323638916,22.26,3.961008,1,487.251480965311
"20","BOTELER","2016-11-01",1,1706,121.022750854492,37.4328308105469,22.26,3.961008,1,487.251480965311
"21","BOTELER","2016-11-01",5,1393,123.20735168457,37.8688354492188,26.34,3.727134,1,487.251480965311
"22","BOTELER","2016-11-01",1,1846,142.977157592773,34.3957672119141,22.26,3.961008,1,487.251480965311
"23","BOTELER","2016-11-01",5,1519,118.589889526367,39.9321441650391,26.34,3.727134,1,487.251480965311
"24","BOTELER","2016-11-01",1,1388,120.879745483398,37.9867553710938,22.26,3.961008,1,487.251480965311
"25","BOTELER","2016-11-01",1,1832,139.866073608398,30.858039855957,22.26,3.961008,1,487.251480965311
"26","BOTELER","2016-11-01",5,988,245.893295288086,31.4039859771729,26.34,3.727134,1,487.251480965311
"27","BOTELER","2016-11-01",5,1121,112.690933227539,42.1164398193359,26.34,3.727134,1,487.251480965311
"28","BOTELER","2016-11-01",1,1742,112.197799682617,25.6716804504395,22.26,3.961008,1,487.251480965311
"29","BOTELER","2016-11-01",5,1519,150.384460449219,13.4995365142822,26.34,3.727134,1,487.251480965311
"30","BOTELER","2016-11-01",5,2101,198.447082519531,36.7716026306152,26.34,3.727134,1,487.251480965311
"31","BOTELER","2016-11-01",5,996,228.179138183594,19.9644241333008,26.34,3.727134,1,487.251480965311
"32","BOTELER","2016-11-01",1,1428,254.55973815918,37.2713966369629,22.26,3.961008,1,487.251480965311
"33","BOTELER","2016-11-01",1,1861,118.47932434082,46.1208686828613,22.26,3.961008,1,487.251480965311
"34","BOTELER","2016-11-01",5,2247,174.775665283203,32.3230934143066,26.34,3.727134,1,487.251480965311
"35","BOTELER","2016-11-01",5,2397,200.778060913086,32.8912200927734,26.34,3.727134,1,487.251480965311
"36","BOTELER","2016-11-01",1,1928,126.992309570312,61.1341934204102,22.26,3.961008,1,487.251480965311
"37","BOTELER","2016-11-01",5,1724,183.833312988281,37.3440475463867,26.34,3.727134,1,487.251480965311
"38","BOTELER","2016-11-01",1,1909,205.951858520508,37.1658401489258,22.26,3.961008,1,487.251480965311
"39","BOTELER","2016-11-01",1,1811,138.32080078125,46.3181304931641,22.26,3.961008,1,487.251480965311
"40","BOTELER","2016-11-01",5,1116,178.813522338867,37.6398315429688,26.34,3.727134,1,487.251480965311
"41","BOTELER","2016-11-01",5,2588,206.839767456055,40.3225898742676,26.34,3.727134,1,487.251480965311
"42","Halls Top","2016-11-03",1,1648,177.204223632812,45.724723815918,24.96,4.778561,0,350.704108033325
"43","Halls Top","2016-11-03",5,1441,195.379974365234,44.9875717163086,28.3,4.225108,0,350.704108033325
"44","Halls Top","2016-11-03",5,1750,188.669586181641,55.2649459838867,28.3,4.225108,0,350.704108033325
"45","Halls Top","2016-11-03",5,2095,173.720184326172,37.002025604248,28.3,4.225108,0,350.704108033325
"46","Halls Top","2016-11-03",5,1851,157.658660888672,36.5122680664062,28.3,4.225108,0,350.704108033325
"47","Halls Top","2016-11-03",5,1398,147.522232055664,22.5659618377686,28.3,4.225108,0,350.704108033325
"48","Halls Top","2016-11-03",5,2370,142.319030761719,20.1013336181641,28.3,4.225108,0,350.704108033325
"49","Halls Top","2016-11-03",5,1638,246.254608154297,38.4983062744141,28.3,4.225108,0,350.704108033325
"50","Halls Top","2016-11-03",1,1869,141.168121337891,17.4625377655029,24.96,4.778561,0,350.704108033325
"51","Halls Top","2016-11-03",5,2305,119.384185791016,36.1949691772461,28.3,4.225108,0,350.704108033325
"52","Halls Top","2016-11-03",5,2248,126.179046630859,29.4327850341797,28.3,4.225108,0,350.704108033325
"53","Halls Top","2016-11-03",1,1734,131.446807861328,27.2120819091797,24.96,4.778561,0,350.704108033325
"54","Halls Top","2016-11-03",1,1305,162.78125,39.3048706054688,24.96,4.778561,0,350.704108033325
"55","Halls Top","2016-11-03",5,2401,204.232833862305,23.9940719604492,28.3,4.225108,0,350.704108033325
"56","Halls Top","2016-11-03",5,1946,171.311553955078,21.9085521697998,28.3,4.225108,0,350.704108033325
"57","Halls Top","2016-11-03",5,1315,198.353088378906,27.503604888916,28.3,4.225108,0,350.704108033325
"58","Halls Top","2016-11-03",1,1754,195.289367675781,33.6468696594238,24.96,4.778561,0,350.704108033325
"59","Halls Top","2016-11-03",5,1381,179.387802124023,37.089527130127,28.3,4.225108,0,350.704108033325
"60","Halls Top","2016-11-03",1,1805,184.645324707031,33.3565406799316,24.96,4.778561,0,350.704108033325
"61","Halls Top","2016-11-03",1,1897,79.649169921875,18.5578517913818,24.96,4.778561,0,350.704108033325
"62","Halls Top","2016-11-03",1,1676,218.941131591797,32.7712631225586,24.96,4.778561,0,350.704108033325
"63","Halls Top","2016-11-03",5,1687,251.347763061523,47.345817565918,28.3,4.225108,0,350.704108033325
"64","Halls Top","2016-11-03",5,1931,149.958221435547,26.909236907959,28.3,4.225108,0,350.704108033325
"65","Halls Top","2016-11-03",5,2038,172.316619873047,28.6984195709229,28.3,4.225108,0,350.704108033325
"66","Halls Top","2016-11-03",1,1851,200.766693115234,32.8306465148926,24.96,4.778561,0,350.704108033325
"67","Halls Top","2016-11-03",5,1854,79.6802062988281,37.0447540283203,28.3,4.225108,1,350.704108033325
"68","Halls Top","2016-11-03",1,1639,112.139404296875,19.884162902832,24.96,4.778561,1,350.704108033325
"69","Halls Top","2016-11-03",1,1648,177.204223632812,45.724723815918,24.96,4.778561,1,350.704108033325
"70","Halls Top","2016-11-03",1,1428,194.313781738281,32.4894371032715,24.96,4.778561,1,350.704108033325
"71","Halls Top","2016-11-03",5,1441,195.379974365234,44.9875717163086,28.3,4.225108,1,350.704108033325
"72","Halls Top","2016-11-03",5,1772,232.248794555664,43.3061637878418,28.3,4.225108,1,350.704108033325
"73","Halls Top","2016-11-03",5,2079,188.700531005859,48.3390960693359,28.3,4.225108,1,350.704108033325
"74","Halls Top","2016-11-03",5,1639,174.065414428711,42.0934677124023,28.3,4.225108,1,350.704108033325
"75","Halls Top","2016-11-03",1,1770,244.357223510742,47.7570877075195,24.96,4.778561,1,350.704108033325
"76","Halls Top","2016-11-03",1,1676,218.941131591797,32.7712631225586,24.96,4.778561,1,350.704108033325
"77","Halls Top","2016-11-03",5,1669,169.300598144531,37.5427207946777,28.3,4.225108,1,350.704108033325
"78","Halls Top","2016-11-03",5,2268,144.710723876953,39.3663673400879,28.3,4.225108,1,350.704108033325
"79","Halls Top","2016-11-03",5,2401,204.232833862305,23.9940719604492,28.3,4.225108,1,350.704108033325
"80","Halls Top","2016-11-03",5,1638,246.254608154297,38.4983062744141,28.3,4.225108,1,350.704108033325
"81","Halls Top","2016-11-03",5,1946,171.311553955078,21.9085521697998,28.3,4.225108,1,350.704108033325
"82","Halls Top","2016-11-03",5,2305,119.384185791016,36.1949691772461,28.3,4.225108,1,350.704108033325
"83","Halls Top","2016-11-03",1,1754,195.289367675781,33.6468696594238,24.96,4.778561,1,350.704108033325
"84","Halls Top","2016-11-03",5,1687,251.347763061523,47.345817565918,28.3,4.225108,1,350.704108033325
"85","Halls Top","2016-11-03",5,2248,126.179046630859,29.4327850341797,28.3,4.225108,1,350.704108033325
"86","Halls Top","2016-11-03",5,1381,179.387802124023,37.089527130127,28.3,4.225108,1,350.704108033325
"87","Halls Top","2016-11-03",5,1959,218.818710327148,39.1583709716797,28.3,4.225108,1,350.704108033325
"88","Halls Top","2016-11-03",5,1779,237.777786254883,41.0119400024414,28.3,4.225108,1,350.704108033325
"89","Halls Top","2016-11-03",1,1805,184.645324707031,33.3565406799316,24.96,4.778561,1,350.704108033325
"90","Halls Top","2016-11-03",5,1045,199.018249511719,27.5125675201416,28.3,4.225108,1,350.704108033325
"91","SILVER MINE","2016-11-05",1,1676,57.3649291992188,70.0347595214844,19.31,2.529962,0,998.030379900853
"92","SILVER MINE","2016-11-05",1,1498,71.9776611328125,49.726619720459,19.31,2.529962,0,998.030379900853
"93","SILVER MINE","2016-11-05",1,1305,162.78125,39.3048706054688,19.31,2.529962,0,998.030379900853
"94","SILVER MINE","2016-11-05",1,1844,172.692169189453,48.1605567932129,19.31,2.529962,0,998.030379900853
"95","SILVER MINE","2016-11-05",5,2196,145.411804199219,16.46799659729,21.83,2.328694,0,998.030379900853
"96","SILVER MINE","2016-11-05",1,2070,160.574310302734,21.1917095184326,19.31,2.529962,0,998.030379900853
"97","SILVER MINE","2016-11-05",1,1897,79.649169921875,18.5578517913818,19.31,2.529962,0,998.030379900853
"98","SILVER MINE","2016-11-05",1,1498,177.518341064453,32.9518547058105,19.31,2.529962,0,998.030379900853
"99","SILVER MINE","2016-11-05",5,1422,163.850158691406,38.0483436584473,21.83,2.328694,0,998.030379900853
"100","SILVER MINE","2016-11-05",5,1552,202.245834350586,24.6325149536133,21.83,2.328694,0,998.030379900853
"101","SILVER MINE","2016-11-05",5,1688,132.759201049805,47.6702079772949,21.83,2.328694,0,998.030379900853
"102","SILVER MINE","2016-11-05",1,1756,236.804931640625,28.3431644439697,19.31,2.529962,0,998.030379900853
"103","SILVER MINE","2016-11-05",1,1752,180.962478637695,22.64280128479,19.31,2.529962,0,998.030379900853
"104","SILVER MINE","2016-11-05",5,1258,219.627578735352,28.3290328979492,21.83,2.328694,0,998.030379900853
"105","SILVER MINE","2016-11-05",5,1909,33.6996765136719,55.1884460449219,21.83,2.328694,0,998.030379900853
"106","SILVER MINE","2016-11-05",5,992,302.847351074219,8.10773181915283,21.83,2.328694,0,998.030379900853
"107","SILVER MINE","2016-11-05",1,1910,185.338714599609,33.1569938659668,19.31,2.529962,0,998.030379900853
"108","SILVER MINE","2016-11-05",1,1778,170.530838012695,39.8841400146484,19.31,2.529962,0,998.030379900853
"109","SILVER MINE","2016-11-05",5,1649,177.384002685547,43.2741584777832,21.83,2.328694,0,998.030379900853
"110","SILVER MINE","2016-11-05",5,1750,188.669586181641,55.2649459838867,21.83,2.328694,0,998.030379900853
"111","SILVER MINE","2016-11-05",5,1315,198.353088378906,27.503604888916,21.83,2.328694,0,998.030379900853
"112","SILVER MINE","2016-11-05",1,1734,131.446807861328,27.2120819091797,19.31,2.529962,0,998.030379900853
"113","SILVER MINE","2016-11-05",5,2138,199.251342773438,11.1019315719604,21.83,2.328694,0,998.030379900853
"114","SILVER MINE","2016-11-05",5,1718,207.652374267578,24.1385383605957,21.83,2.328694,0,998.030379900853
"115","SILVER MINE","2016-11-05",1,1597,66.9232177734375,34.5285301208496,19.31,2.529962,1,998.030379900853
"116","SILVER MINE","2016-11-05",1,1672,70.6450805664062,62.8237342834473,19.31,2.529962,1,998.030379900853
"117","SILVER MINE","2016-11-05",5,1909,33.6996765136719,55.1884460449219,21.83,2.328694,1,998.030379900853
"118","SILVER MINE","2016-11-05",1,1775,13.3306274414062,32.3212699890137,19.31,2.529962,1,998.030379900853
"119","SILVER MINE","2016-11-05",5,1019,31.3034057617188,46.7583045959473,21.83,2.328694,1,998.030379900853
"120","SILVER MINE","2016-11-05",5,1299,41.6726989746094,61.7932662963867,21.83,2.328694,1,998.030379900853
"121","SILVER MINE","2016-11-05",1,1676,57.3649291992188,70.0347595214844,19.31,2.529962,1,998.030379900853
"122","SILVER MINE","2016-11-05",5,992,302.847351074219,8.10773181915283,21.83,2.328694,1,998.030379900853
"123","SILVER MINE","2016-11-05",5,1664,64.6972045898438,9.34504795074463,21.83,2.328694,1,998.030379900853
"124","SILVER MINE","2016-11-05",1,1791,337.247253417969,5.99808549880981,19.31,2.529962,1,998.030379900853
"125","SILVER MINE","2016-11-05",5,1468,37.3462524414062,48.7911376953125,21.83,2.328694,1,998.030379900853
"126","SILVER MINE","2016-11-05",1,1498,71.9776611328125,49.726619720459,19.31,2.529962,1,998.030379900853
"127","SILVER MINE","2016-11-05",1,1305,162.78125,39.3048706054688,19.31,2.529962,1,998.030379900853
"128","SILVER MINE","2016-11-05",1,1498,177.518341064453,32.9518547058105,19.31,2.529962,1,998.030379900853
"129","SILVER MINE","2016-11-05",1,1673,159.971282958984,26.068567276001,19.31,2.529962,1,998.030379900853
"130","SILVER MINE","2016-11-05",1,1612,173.133605957031,16.9515151977539,19.31,2.529962,1,998.030379900853
"131","SILVER MINE","2016-11-05",1,1742,221.815032958984,12.3596677780151,19.31,2.529962,1,998.030379900853
"132","SILVER MINE","2016-11-05",1,1509,261.972259521484,26.010684967041,19.31,2.529962,1,998.030379900853
"133","SILVER MINE","2016-11-05",1,1922,275.830474853516,29.0602645874023,19.31,2.529962,1,998.030379900853
"134","SILVER MINE","2016-11-05",5,1743,198.015228271484,41.3909378051758,21.83,2.328694,1,998.030379900853
"135","SILVER MINE","2016-11-05",5,1962,155.959564208984,70.4955215454102,21.83,2.328694,1,998.030379900853
"136","SILVER MINE","2016-11-05",1,1844,172.692169189453,48.1605567932129,19.31,2.529962,1,998.030379900853
"137","SILVER MINE","2016-11-05",1,1592,181.860961914062,38.6694030761719,19.31,2.529962,1,998.030379900853
"138","SILVER MINE","2016-11-05",5,1561,163.302505493164,44.8444862365723,21.83,2.328694,1,998.030379900853
"139","SILVER MINE","2016-11-05",1,1656,170.343109130859,43.7758026123047,19.31,2.529962,1,998.030379900853
"140","SILVER MINE","2016-11-05",1,1688,183.31298828125,36.6487655639648,19.31,2.529962,1,998.030379900853
"141","SILVER MINE","2016-11-05",1,1914,196.136627197266,36.828784942627,19.31,2.529962,1,998.030379900853
"142","SILVER MINE","2016-11-05",1,1862,225.374252319336,28.5453262329102,19.31,2.529962,1,998.030379900853
"143","SILVER MINE","2016-11-05",5,1845,207.653869628906,55.5616645812988,21.83,2.328694,1,998.030379900853
"144","SILVER MINE","2016-11-05",5,1416,217.084014892578,40.738452911377,21.83,2.328694,1,998.030379900853
"145","SILVER MINE","2016-11-05",5,2097,173.296920776367,38.1239471435547,21.83,2.328694,1,998.030379900853
"146","SILVER MINE","2016-11-05",5,1971,170.617431640625,65.3185729980469,21.83,2.328694,1,998.030379900853
"147","SILVER MINE","2016-11-05",5,1750,188.669586181641,55.2649459838867,21.83,2.328694,1,998.030379900853
"148","SILVER MINE","2016-11-05",1,1681,209.190933227539,38.3757972717285,19.31,2.529962,1,998.030379900853
"149","SILVER MINE","2016-11-05",5,1750,166.503082275391,53.4845390319824,21.83,2.328694,1,998.030379900853
"150","SILVER MINE","2016-11-05",1,1653,168.727508544922,35.9716720581055,19.31,2.529962,1,998.030379900853
"151","SILVER MINE","2016-11-05",1,1668,177.878356933594,47.3156242370605,19.31,2.529962,1,998.030379900853
"152","SILVER MINE","2016-11-05",5,1688,185.091522216797,46.0842704772949,21.83,2.328694,1,998.030379900853
"153","SILVER MINE","2016-11-05",5,2141,205.200393676758,34.4353561401367,21.83,2.328694,1,998.030379900853
"154","SILVER MINE","2016-11-05",5,2271,171.559265136719,42.8883895874023,21.83,2.328694,1,998.030379900853
"155","SILVER MINE","2016-11-05",5,2095,173.720184326172,37.002025604248,21.83,2.328694,1,998.030379900853
"156","SILVER MINE","2016-11-05",1,1910,185.338714599609,33.1569938659668,19.31,2.529962,1,998.030379900853
"157","SILVER MINE","2016-11-05",1,1778,170.530838012695,39.8841400146484,19.31,2.529962,1,998.030379900853
"158","SILVER MINE","2016-11-05",5,1649,177.384002685547,43.2741584777832,21.83,2.328694,1,998.030379900853
"159","SILVER MINE","2016-11-05",1,1761,176.534912109375,37.0519371032715,19.31,2.529962,1,998.030379900853
"160","SILVER MINE","2016-11-05",5,1851,157.658660888672,36.5122680664062,21.83,2.328694,1,998.030379900853
"161","SILVER MINE","2016-11-05",5,1422,163.850158691406,38.0483436584473,21.83,2.328694,1,998.030379900853
"162","SILVER MINE","2016-11-05",5,1688,132.759201049805,47.6702079772949,21.83,2.328694,1,998.030379900853
"163","SILVER MINE","2016-11-05",5,1315,198.353088378906,27.503604888916,21.83,2.328694,1,998.030379900853
"164","SILVER MINE","2016-11-05",5,1963,143.344848632812,53.7659187316895,21.83,2.328694,1,998.030379900853
"165","SILVER MINE","2016-11-05",1,1756,236.804931640625,28.3431644439697,19.31,2.529962,1,998.030379900853
"166","SILVER MINE","2016-11-05",5,1834,159.421936035156,43.451545715332,21.83,2.328694,1,998.030379900853
"167","SILVER MINE","2016-11-05",1,1734,131.446807861328,27.2120819091797,19.31,2.529962,1,998.030379900853
"168","SILVER MINE","2016-11-05",5,1931,149.958221435547,26.909236907959,21.83,2.328694,1,998.030379900853
"169","SILVER MINE","2016-11-05",5,2038,172.316619873047,28.6984195709229,21.83,2.328694,1,998.030379900853
"170","SILVER MINE","2016-11-05",1,1851,200.766693115234,32.8306465148926,19.31,2.529962,1,998.030379900853
"171","Chestnut Knob","2016-11-06",1,1744,77.0182495117188,37.2115821838379,20.57,2.4853,0,1419.89699259298
"172","Chestnut Knob","2016-11-06",5,1643,73.6851196289062,34.330638885498,22.72,2.246962,0,1419.89699259298
"173","Chestnut Knob","2016-11-06",9,1837,13.5840148925781,48.8880424499512,20.68,2.624916,0,1419.89699259298
"174","Chestnut Knob","2016-11-06",5,1577,11.5296630859375,35.9549713134766,22.72,2.246962,0,1419.89699259298
"175","Chestnut Knob","2016-11-06",1,1460,43.516357421875,27.0215702056885,20.57,2.4853,0,1419.89699259298
"176","Chestnut Knob","2016-11-06",5,1795,276.649597167969,11.8759880065918,22.72,2.246962,0,1419.89699259298
"177","Chestnut Knob","2016-11-06",5,1228,1.6654052734375,39.9953002929688,22.72,2.246962,0,1419.89699259298
"178","Chestnut Knob","2016-11-06",5,1470,265.818969726562,25.3885688781738,22.72,2.246962,0,1419.89699259298
"179","Chestnut Knob","2016-11-06",1,1830,139.381820678711,53.8003845214844,20.57,2.4853,0,1419.89699259298
"180","Chestnut Knob","2016-11-06",1,1902,195.611358642578,28.263916015625,20.57,2.4853,0,1419.89699259298
"181","Chestnut Knob","2016-11-06",1,1802,185.286056518555,29.4359340667725,20.57,2.4853,0,1419.89699259298
"182","Chestnut Knob","2016-11-06",5,1555,166.066146850586,10.1253471374512,22.72,2.246962,0,1419.89699259298
"183","Chestnut Knob","2016-11-06",1,1658,141.474868774414,13.4852333068848,20.57,2.4853,0,1419.89699259298
"184","Chestnut Knob","2016-11-06",5,1657,1.57720947265625,43.4588165283203,22.72,2.246962,0,1419.89699259298
"185","Chestnut Knob","2016-11-06",5,1928,357.375671386719,67.2123947143555,22.72,2.246962,0,1419.89699259298
"186","Chestnut Knob","2016-11-06",9,1873,297.607086181641,25.7912330627441,20.68,2.624916,0,1419.89699259298
"187","Chestnut Knob","2016-11-06",1,1873,292.078247070312,20.1469802856445,20.57,2.4853,0,1419.89699259298
"188","Chestnut Knob","2016-11-06",1,1891,273.319519042969,37.4112243652344,20.57,2.4853,0,1419.89699259298
"189","Chestnut Knob","2016-11-06",5,1810,249.78108215332,40.2845306396484,22.72,2.246962,0,1419.89699259298
"190","Chestnut Knob","2016-11-06",5,1811,219.265563964844,28.1463394165039,22.72,2.246962,0,1419.89699259298
"191","Chestnut Knob","2016-11-06",5,1995,198.3583984375,35.0861587524414,22.72,2.246962,0,1419.89699259298
"192","Chestnut Knob","2016-11-06",5,1794,199.391632080078,31.7577438354492,22.72,2.246962,0,1419.89699259298
"193","Chestnut Knob","2016-11-06",5,1467,197.730834960938,37.7439994812012,22.72,2.246962,0,1419.89699259298
"194","Chestnut Knob","2016-11-06",5,1767,194.619018554688,48.6283264160156,22.72,2.246962,0,1419.89699259298
"195","Chestnut Knob","2016-11-06",5,1642,193.974273681641,36.6376037597656,22.72,2.246962,0,1419.89699259298
"196","Chestnut Knob","2016-11-06",5,2138,199.251342773438,11.1019315719604,22.72,2.246962,0,1419.89699259298
"197","Chestnut Knob","2016-11-06",1,1597,38.7017211914062,51.7303123474121,20.57,2.4853,0,1419.89699259298
"198","Chestnut Knob","2016-11-06",9,1951,29.3435974121094,28.574951171875,20.68,2.624916,0,1419.89699259298
"199","Chestnut Knob","2016-11-06",5,1529,62.8614196777344,24.7821254730225,22.72,2.246962,0,1419.89699259298
"200","Chestnut Knob","2016-11-06",1,1718,21.4369812011719,14.7550601959229,20.57,2.4853,0,1419.89699259298
"201","Chestnut Knob","2016-11-06",1,1894,299.147247314453,28.8798866271973,20.57,2.4853,0,1419.89699259298
"202","Chestnut Knob","2016-11-06",9,1509,275.237976074219,19.0968284606934,20.68,2.624916,0,1419.89699259298
"203","Chestnut Knob","2016-11-06",5,2271,227.535217285156,38.642333984375,22.72,2.246962,0,1419.89699259298
"204","Chestnut Knob","2016-11-06",5,2196,240.943710327148,37.2429847717285,22.72,2.246962,0,1419.89699259298
"205","Chestnut Knob","2016-11-06",5,1398,147.522232055664,22.5659618377686,22.72,2.246962,0,1419.89699259298
"206","Chestnut Knob","2016-11-06",1,1752,180.962478637695,22.64280128479,20.57,2.4853,0,1419.89699259298
"207","Chestnut Knob","2016-11-06",5,1940,140.400772094727,18.2404708862305,22.72,2.246962,0,1419.89699259298
"208","Chestnut Knob","2016-11-06",1,1839,177.747421264648,17.2459506988525,20.57,2.4853,0,1419.89699259298
"209","Chestnut Knob","2016-11-06",5,1997,193.728790283203,26.3025646209717,22.72,2.246962,0,1419.89699259298
"210","Chestnut Knob","2016-11-06",5,2181,42.3700561523438,21.7275161743164,22.72,2.246962,1,1419.89699259298
"211","Chestnut Knob","2016-11-06",1,1873,26.8014831542969,16.4230537414551,20.57,2.4853,1,1419.89699259298
"212","Chestnut Knob","2016-11-06",9,943,14.7103881835938,30.8347568511963,20.68,2.624916,1,1419.89699259298
"213","Chestnut Knob","2016-11-06",5,1490,48.8363952636719,37.2197303771973,22.72,2.246962,1,1419.89699259298
"214","Chestnut Knob","2016-11-06",5,1813,8.713134765625,30.959020614624,22.72,2.246962,1,1419.89699259298
"215","Chestnut Knob","2016-11-06",5,1485,22.1483764648438,25.3606452941895,22.72,2.246962,1,1419.89699259298
"216","Chestnut Knob","2016-11-06",5,2179,39.3040771484375,39.3447456359863,22.72,2.246962,1,1419.89699259298
"217","Chestnut Knob","2016-11-06",9,1883,10.0474243164062,39.3128280639648,20.68,2.624916,1,1419.89699259298
"218","Chestnut Knob","2016-11-06",9,2293,20.4787902832031,26.9783172607422,20.68,2.624916,1,1419.89699259298
"219","Chestnut Knob","2016-11-06",9,1948,57.820068359375,27.5906238555908,20.68,2.624916,1,1419.89699259298
"220","Chestnut Knob","2016-11-06",1,1761,64.6969604492188,61.9439506530762,20.57,2.4853,1,1419.89699259298
"221","Chestnut Knob","2016-11-06",1,1472,27.1237487792969,22.7547988891602,20.57,2.4853,1,1419.89699259298
"222","Chestnut Knob","2016-11-06",5,2183,73.8132934570312,22.9909381866455,22.72,2.246962,1,1419.89699259298
"223","Chestnut Knob","2016-11-06",5,2343,71.9208068847656,26.6764831542969,22.72,2.246962,1,1419.89699259298
"224","Chestnut Knob","2016-11-06",5,1882,40.4480590820312,14.025016784668,22.72,2.246962,1,1419.89699259298
"225","Chestnut Knob","2016-11-06",5,1562,29.2257690429688,37.4527168273926,22.72,2.246962,1,1419.89699259298
"226","Chestnut Knob","2016-11-06",5,1913,32.1693115234375,38.2133674621582,22.72,2.246962,1,1419.89699259298
"227","Chestnut Knob","2016-11-06",5,1673,358.076446533203,41.5367126464844,22.72,2.246962,1,1419.89699259298
"228","Chestnut Knob","2016-11-06",9,1738,11.6726379394531,34.0723495483398,20.68,2.624916,1,1419.89699259298
"229","Chestnut Knob","2016-11-06",9,1743,50.9764404296875,36.5152168273926,20.68,2.624916,1,1419.89699259298
"230","Chestnut Knob","2016-11-06",1,1797,57.5672607421875,48.4969940185547,20.57,2.4853,1,1419.89699259298
"231","Chestnut Knob","2016-11-06",1,1950,53.2942504882812,31.931770324707,20.57,2.4853,1,1419.89699259298
"232","Chestnut Knob","2016-11-06",5,1771,68.4666137695312,21.4900360107422,22.72,2.246962,1,1419.89699259298
"233","Chestnut Knob","2016-11-06",5,2101,54.6410217285156,23.109546661377,22.72,2.246962,1,1419.89699259298
"234","Chestnut Knob","2016-11-06",1,1832,48.4688720703125,46.2353515625,20.57,2.4853,1,1419.89699259298
"235","Chestnut Knob","2016-11-06",1,1597,38.7017211914062,51.7303123474121,20.57,2.4853,1,1419.89699259298
"236","Chestnut Knob","2016-11-06",5,1178,346.585357666016,40.2570686340332,22.72,2.246962,1,1419.89699259298
"237","Chestnut Knob","2016-11-06",5,1929,3.4063720703125,28.7363967895508,22.72,2.246962,1,1419.89699259298
"238","Chestnut Knob","2016-11-06",9,2149,54.779052734375,49.556209564209,20.68,2.624916,1,1419.89699259298
"239","Chestnut Knob","2016-11-06",1,1789,44.5896606445312,38.0314445495605,20.57,2.4853,1,1419.89699259298
"240","Chestnut Knob","2016-11-06",5,1741,69.3510131835938,34.6210250854492,22.72,2.246962,1,1419.89699259298
"241","Chestnut Knob","2016-11-06",5,1702,74.8047790527344,32.7581024169922,22.72,2.246962,1,1419.89699259298
"242","Chestnut Knob","2016-11-06",1,1744,77.0182495117188,37.2115821838379,20.57,2.4853,1,1419.89699259298
"243","Chestnut Knob","2016-11-06",5,1657,1.57720947265625,43.4588165283203,22.72,2.246962,1,1419.89699259298
"244","Chestnut Knob","2016-11-06",5,1562,354.399383544922,52.3166007995605,22.72,2.246962,1,1419.89699259298
"245","Chestnut Knob","2016-11-06",5,1926,47.1679077148438,60.9209327697754,22.72,2.246962,1,1419.89699259298
"246","Chestnut Knob","2016-11-06",1,1850,14.4478149414062,47.2304840087891,20.57,2.4853,1,1419.89699259298
"247","Chestnut Knob","2016-11-06",5,1938,348.677154541016,45.8213386535645,22.72,2.246962,1,1419.89699259298
"248","Chestnut Knob","2016-11-06",5,1577,338.052215576172,35.0826721191406,22.72,2.246962,1,1419.89699259298
