EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanSeverity,TotalBiomassMortality,NumberCellsSeverity1,NumberCellsSeverity2,NumberCellsSeverity3,PercentsCellsIntensityFactor1,PercentsCellsIntensityFactor2,PercentsCellsIntensityFactor3,
310, 1, 409, 966, 14.0681021195327, 168, 226, Accidental, 1, 2, 10, 18.7230276, 19.1120841984815, 5.76596799999999, 10, 14.07, 0.0627595451275004, 1, 5290, 2, 0, 0, 0, 0, 0, 
311, 1, 312, 658, 14.0681021195327, 168, 226, Accidental, 1, 2, 11, 18.7230276, 18.5189595972963, 5.76596799999999, 10, 14.07, 0.0681556973933372, 1, 7513, 2, 0, 0, 0, 0, 0, 
312, 1, 723, 200, 14.0681021195327, 168, 226, Lightning, 1, 2, 14, 18.7230276, 19.7875080899527, 5.76596799999999, 10, 14.07, 0.0611565519354817, 1, 8153, 2, 0, 0, 0, 0, 0, 
313, 1, 797, 314, 11.7389726914081, 169, 217, Accidental, 1, 1, 3, 13.737834, 13.0633921106485, 81.865293, NaN, 11.74, NaN, 1, 982, 1, 0, 0, 0, 0, 0, 
314, 1, 522, 321, 11.7389726914081, 169, 217, Accidental, 1, 1, 9, 13.737834, 13.8625492845412, 81.865293, NaN, 11.74, NaN, 1, 10777, 1, 0, 0, 0, 0, 0, 
315, 1, 553, 830, 11.7389726914081, 169, 217, Accidental, 1, 2, 14, 13.737834, 13.5803932682823, 81.865293, 10, 11.74, 0.0674714198592676, 1, 1874, 2, 0, 0, 0, 0, 0, 
316, 1, 387, 396, 11.7389726914081, 169, 217, Accidental, 1, 1, 7, 13.737834, 15.3036995113304, 81.865293, NaN, 11.74, NaN, 1, 2513, 1, 0, 0, 0, 0, 0, 
317, 1, 460, 334, 11.7389726914081, 169, 217, Accidental, 1, 1, 9, 13.737834, 13.0837280748161, 81.865293, NaN, 11.74, NaN, 1, 5776, 1, 0, 0, 0, 0, 0, 
318, 1, 626, 871, 11.7389726914081, 169, 217, Lightning, 1, 1, 6, 13.737834, 13.6238526301083, 81.865293, NaN, 11.74, NaN, 1, 1231, 1, 0, 0, 0, 0, 0, 
319, 1, 547, 582, 10.9511884896192, 170, 214, Accidental, 1, 1, 13, 11.60325, 14.7689425685245, 149.266597, NaN, 10.95, NaN, 1, 5992, 1, 0, 0, 0, 0, 0, 
320, 1, 792, 202, 10.9511884896192, 170, 214, Accidental, 1, 2, 15, 11.60325, 11.0116483510155, 149.266597, 10, 10.95, 0.0712122041178729, 1, 1895, 2, 0, 0, 0, 0, 0, 
321, 1, 622, 511, 10.9511884896192, 170, 214, Accidental, 1, 1, 7, 11.60325, 17.3233770915102, 149.266597, NaN, 10.95, NaN, 1, 6231, 1, 0, 0, 0, 0, 0, 
322, 1, 498, 414, 10.9511884896192, 170, 214, Accidental, 1, 1, 10, 11.60325, 7.3786371748386, 149.266597, NaN, 10.95, NaN, 1, 5408, 1, 0, 0, 0, 0, 0, 
323, 1, 576, 149, 10.9511884896192, 170, 214, Accidental, 1, 4, 29, 11.60325, 12.1713438442322, 149.266597, 10, 10.95, 0.0676815484281209, 1, 5759, 4, 0, 0, 0, 0, 0, 
324, 1, 458, 664, 10.9511884896192, 170, 214, Accidental, 1, 3, 17, 11.60325, 10.4046771597021, 149.266597, 10, 10.95, 0.0705785638351673, 1, 2534, 3, 0, 0, 0, 0, 0, 
325, 1, 595, 124, 11.9446507756535, 171, 218, Accidental, 1, 1, 9, 12.79746, 10.8149432496673, 140.269414, NaN, 11.94, NaN, 1, 2409, 1, 0, 0, 0, 0, 0, 
326, 1, 681, 273, 11.9446507756535, 171, 218, Accidental, 1, 1, 12, 12.79746, 11.0016612506341, 140.269414, NaN, 11.94, NaN, 1, 3891, 1, 0, 0, 0, 0, 0, 
327, 1, 806, 276, 11.9446507756535, 171, 218, Accidental, 1, 3, 23, 12.79746, 14.8423587393683, 140.269414, 10, 11.94, 0.0665650866985674, 1, 11957, 3, 0, 0, 0, 0, 0, 
328, 1, 734, 376, 11.9446507756535, 171, 218, Accidental, 1, 1, 8, 12.79746, 10.1344447714696, 140.269414, NaN, 11.94, NaN, 1, 2177, 1, 0, 0, 0, 0, 0, 
329, 1, 742, 562, 11.9446507756535, 171, 218, Accidental, 1, 2, 19, 12.79746, 12.3940550705695, 140.269414, 10, 11.94, 0.0700067273294755, 1, 6949, 2, 0, 0, 0, 0, 0, 
330, 1, 81, 996, 12.4979152270158, 173, 220, Accidental, 1, 4, 30, 13.127472, 12.0817199418141, 33.139773, 10, 12.5, 0.0730553389383171, 1, 19165, 4, 0, 0, 0, 0, 0, 
331, 1, 630, 472, 12.4979152270158, 173, 220, Accidental, 1, 1, 10, 13.127472, 11.7612731822876, 33.139773, NaN, 12.5, NaN, 1, 7030, 1, 0, 0, 0, 0, 0, 
332, 1, 164, 1048, 12.4979152270158, 173, 220, Accidental, 1, 1, 7, 13.127472, 14.8845609034625, 33.139773, NaN, 12.5, NaN, 1, 2550, 1, 0, 0, 0, 0, 0, 
333, 1, 614, 162, 12.4979152270158, 173, 220, Accidental, 1, 1, 8, 13.127472, 13.7457478571129, 33.139773, NaN, 12.5, NaN, 1, 1584, 1, 0, 0, 0, 0, 0, 
334, 1, 333, 514, 12.4979152270158, 173, 220, Accidental, 1, 1, 8, 13.127472, 13.7212373247162, 33.139773, NaN, 12.5, NaN, 1, 1637, 1, 0, 0, 0, 0, 0, 
335, 1, 19, 1187, 13.369444738176, 174, 223, Accidental, 1, 3, 14, 14.2099812, 13.4535214197218, 58.283138, 10, 13.37, 0.0720366741933805, 1, 5176, 3, 0, 0, 0, 0, 0, 
336, 1, 285, 640, 13.369444738176, 174, 223, Accidental, 1, 2, 12, 14.2099812, 13.5995867513755, 58.283138, 10, 13.37, 0.064752475295822, 1, 5405, 2, 0, 0, 0, 0, 0, 
337, 1, 511, 1074, 13.369444738176, 174, 223, Accidental, 1, 1, 8, 14.2099812, 15.3382661333719, 58.283138, NaN, 13.37, NaN, 1, 2916, 1, 0, 0, 0, 0, 0, 
338, 1, 619, 431, 13.369444738176, 174, 223, Accidental, 1, 1, 3, 14.2099812, 17.0959112757752, 58.283138, NaN, 13.37, NaN, 1, 964, 1, 0, 0, 0, 0, 0, 
339, 1, 764, 320, 13.369444738176, 174, 223, Accidental, 1, 1, 6, 14.2099812, 12.4739954672251, 58.283138, NaN, 13.37, NaN, 1, 1878, 1, 0, 0, 0, 0, 0, 
340, 1, 417, 711, 12.807812911779, 175, 221, Accidental, 1, 1, 6, 12.7229724, 10.8197784715847, 72.785339, NaN, 12.81, NaN, 1, 2632, 1, 0, 0, 0, 0, 0, 
341, 1, 515, 209, 12.807812911779, 175, 221, Accidental, 1, 2, 11, 12.7229724, 13.5628673169211, 72.785339, 10, 12.81, 0.0690991838089492, 1, 1943, 2, 0, 0, 0, 0, 0, 
342, 1, 453, 622, 12.807812911779, 175, 221, Accidental, 1, 4, 18, 12.7229724, 9.27710095279065, 72.785339, 10, 12.81, 0.0754845592686681, 1, 8630, 4, 0, 0, 0, 0, 0, 
343, 1, 372, 607, 12.807812911779, 175, 221, Accidental, 1, 3, 12, 12.7229724, 10.7570029498158, 72.785339, 10, 12.81, 0.072844403278527, 1, 4912, 3, 0, 0, 0, 0, 0, 
344, 1, 414, 976, 12.807812911779, 175, 221, Accidental, 1, 3, 11, 12.7229724, 11.8717641399366, 72.785339, 10, 12.81, 0.0713330951221841, 1, 2569, 3, 0, 0, 0, 0, 0, 
345, 1, 691, 336, 12.807812911779, 175, 221, Lightning, 1, 1, 3, 12.7229724, 11.6928604129125, 72.785339, NaN, 12.81, NaN, 1, 1066, 1, 0, 0, 0, 0, 0, 
346, 1, 230, 1135, 10.8938706567714, 176, 214, Accidental, 1, 5, 26, 8.3016144, 8.37410350820752, 48.343847, 10, 10.89, 0.0727156623614831, 1, 7337, 5, 0, 0, 0, 0, 0, 
347, 1, 826, 274, 10.8938706567714, 176, 214, Accidental, 1, 1, 3, 8.3016144, 7.8097726249302, 48.343847, NaN, 10.89, NaN, 1, 608, 1, 0, 0, 0, 0, 0, 
348, 1, 814, 171, 10.8938706567714, 176, 214, Accidental, 1, 1, 8, 8.3016144, 7.62775315634436, 48.343847, NaN, 10.89, NaN, 1, 2048, 1, 0, 0, 0, 0, 0, 
349, 1, 446, 646, 10.8938706567714, 176, 214, Accidental, 1, 1, 8, 8.3016144, 7.58262772160945, 48.343847, NaN, 10.89, NaN, 1, 2942, 1, 0, 0, 0, 0, 0, 
350, 1, 838, 100, 10.8938706567714, 176, 214, Accidental, 1, 2, 16, 8.3016144, 6.95566529034984, 48.343847, 10, 10.89, 0.076536399421829, 1, 4486, 2, 0, 0, 0, 0, 0, 
351, 1, 797, 343, 10.8938706567714, 176, 214, Accidental, 1, 1, 12, 8.3016144, 9.02891454578132, 48.343847, NaN, 10.89, NaN, 1, 7027, 1, 0, 0, 0, 0, 0, 
352, 1, 182, 999, 10.8938706567714, 176, 214, Lightning, 1, 1, 2, 8.3016144, 10.2021478083629, 48.343847, NaN, 10.89, NaN, 1, 2184, 1, 0, 0, 0, 0, 0, 
353, 1, 510, 300, 12.0775439397, 177, 218, Accidental, 1, 1, 10, 10.4243076, 8.12185428006795, 129.634381, NaN, 12.08, NaN, 1, 4323, 1, 0, 0, 0, 0, 0, 
354, 1, 808, 343, 12.0775439397, 177, 218, Accidental, 1, 1, 7, 10.4243076, 11.7634922688399, 129.634381, NaN, 12.08, NaN, 1, 1944, 1, 0, 0, 0, 0, 0, 
355, 1, 596, 490, 12.0775439397, 177, 218, Accidental, 1, 3, 32, 10.4243076, 9.73478692505558, 129.634381, 10, 12.08, 0.0747973007501558, 1, 11089, 3, 0, 0, 0, 0, 0, 
356, 1, 667, 137, 12.0775439397, 177, 218, Accidental, 1, 3, 12, 10.4243076, 11.4734547568258, 129.634381, 10, 12.08, 0.0703460053770826, 1, 1548, 3, 0, 0, 0, 0, 0, 
357, 1, 730, 147, 12.0775439397, 177, 218, Accidental, 1, 1, 8, 10.4243076, 9.29372393587298, 129.634381, NaN, 12.08, NaN, 1, 833, 1, 0, 0, 0, 0, 0, 
358, 1, 550, 130, 12.9766033359637, 178, 222, Accidental, 1, 2, 13, 11.8438632, 11.8640976145099, 275.694998, 10, 12.98, 0.07233797083617, 1, 1845, 2, 0, 0, 0, 0, 0, 
359, 1, 819, 37, 12.9766033359637, 178, 222, Accidental, 1, 1, 6, 11.8438632, 12.4390929302039, 275.694998, NaN, 12.98, NaN, 1, 1681, 1, 0, 0, 0, 0, 0, 
360, 1, 691, 321, 12.9766033359637, 178, 222, Accidental, 1, 3, 15, 11.8438632, 12.8485027413584, 275.694998, 10, 12.98, 0.0707773226425963, 1, 3134, 3, 0, 0, 0, 0, 0, 
361, 1, 816, 501, 12.9766033359637, 178, 222, Accidental, 1, 2, 7, 11.8438632, 13.5570609165086, 275.694998, 10, 12.98, 0.0700029245706971, 1, 1464, 2, 0, 0, 0, 0, 0, 
362, 1, 260, 1219, 12.9766033359637, 178, 222, Accidental, 1, 1, 6, 11.8438632, 10.5202738709663, 275.694998, NaN, 12.98, NaN, 1, 668, 1, 0, 0, 0, 0, 0, 
363, 1, 329, 915, 12.9766033359637, 178, 222, Lightning, 1, 3, 20, 11.8438632, 11.4643445450683, 275.694998, 10, 12.98, 0.0725108693331373, 1, 10763, 3, 0, 0, 0, 0, 0, 
364, 1, 488, 239, 13.3292861362991, 179, 223, Accidental, 1, 1, 7, 12.1703796, 12.3204369121458, 338.648272, NaN, 13.33, NaN, 1, 3272, 1, 0, 0, 0, 0, 0, 
365, 1, 434, 1092, 13.3292861362991, 179, 223, Accidental, 1, 2, 19, 12.1703796, 15.2515847797798, 338.648272, 10, 13.33, 0.0671424578292691, 1, 3274, 2, 0, 0, 0, 0, 0, 
366, 1, 759, 320, 13.3292861362991, 179, 223, Accidental, 1, 4, 27, 12.1703796, 12.888365379928, 338.648272, 10, 13.33, 0.0714037378793662, 1, 2049, 4, 0, 0, 0, 0, 0, 
367, 1, 772, 340, 13.3292861362991, 179, 223, Accidental, 1, 2, 14, 12.1703796, 11.1673587905327, 338.648272, 0, 13.33, 0.0803193615472376, 1, 8620, 2, 0, 0, 0, 0, 0, 
368, 1, 417, 474, 13.3292861362991, 179, 223, Accidental, 1, 1, 7, 12.1703796, 15.1631618643448, 338.648272, NaN, 13.33, NaN, 1, 9434, 1, 0, 0, 0, 0, 0, 
369, 1, 317, 906, 13.3292861362991, 179, 223, Lightning, 1, 3, 23, 12.1703796, 16.1855275870981, 338.648272, 10, 13.33, 0.0657491909788366, 1, 10068, 3, 0, 0, 0, 0, 0, 
370, 1, 136, 1272, 14.6796043212131, 180, 228, Accidental, 1, 1, 7, 14.2719264, 14.2539632716501, 348.916319, NaN, 14.68, NaN, 1, 1628, 1, 0, 0, 0, 0, 0, 
371, 1, 534, 391, 14.6796043212131, 180, 228, Accidental, 1, 1, 5, 14.2719264, 20.5844326116338, 348.916319, NaN, 14.68, NaN, 1, 1846, 1, 0, 0, 0, 0, 0, 
372, 1, 495, 695, 14.6796043212131, 180, 228, Accidental, 1, 1, 3, 14.2719264, 15.7601123995527, 348.916319, NaN, 14.68, NaN, 1, 600, 1, 0, 0, 0, 0, 0, 
373, 1, 528, 797, 14.6796043212131, 180, 228, Accidental, 1, 4, 10, 14.2719264, 14.2719264, 348.916319, 10, 14.68, 0.070466011021969, 1, 784, 4, 0, 0, 0, 0, 0, 
374, 1, 807, 235, 14.6796043212131, 180, 228, Accidental, 1, 2, 16, 14.2719264, 18.1138753356843, 348.916319, 10, 14.68, 0.0619968209059683, 1, 4627, 2, 0, 0, 0, 0, 0, 
375, 1, 179, 1195, 14.6796043212131, 180, 228, Lightning, 1, 1, 6, 14.2719264, 11.2999422730598, 348.916319, NaN, 14.68, NaN, 1, 4024, 1, 0, 0, 0, 0, 0, 
376, 1, 941, 159, 15.3927602108925, 181, 231, Accidental, 1, 1, 7, 15.1686756, 15.1592595851566, 29.189802, NaN, 15.39, NaN, 1, 2622, 1, 0, 0, 0, 0, 0, 
377, 1, 792, 518, 15.3927602108925, 181, 231, Accidental, 1, 1, 9, 15.1686756, 13.7803311323184, 29.189802, NaN, 15.39, NaN, 1, 1340, 1, 0, 0, 0, 0, 0, 
378, 1, 911, 72, 15.3927602108925, 181, 231, Accidental, 1, 1, 4, 15.1686756, 15.5315599203284, 29.189802, NaN, 15.39, NaN, 1, 394, 1, 0, 0, 0, 0, 0, 
379, 1, 426, 732, 15.3927602108925, 181, 231, Accidental, 1, 1, 7, 15.1686756, 17.3766666985563, 29.189802, NaN, 15.39, NaN, 1, 492, 1, 0, 0, 0, 0, 0, 
380, 1, 278, 1141, 15.3927602108925, 181, 231, Accidental, 1, 2, 15, 15.1686756, 14.066760584079, 29.189802, 10, 15.39, 0.0715288577897654, 1, 4469, 2, 0, 0, 0, 0, 0, 
381, 1, 540, 812, 15.3927602108925, 181, 231, Lightning, 1, 1, 5, 15.1686756, 15.1908111209883, 29.189802, NaN, 15.39, NaN, 1, 540, 1, 0, 0, 0, 0, 0, 
382, 1, 678, 623, 15.3927602108925, 181, 0, Rx, 1, 32, 178, 15.1686756, 13.3945007132794, 29.189802, 0, 15.39, 1, 1, 76072, 32, 0, 0, 0, 0, 0, 
383, 1, 223, 989, 12.4926605501971, 182, 220, Accidental, 1, 2, 16, 11.7573264, 8.37410646661675, 80.306441, 10, 12.49, 0.0766089557853878, 1, 6633, 2, 0, 0, 0, 0, 0, 
384, 1, 593, 79, 12.4926605501971, 182, 220, Accidental, 1, 3, 22, 11.7573264, 13.1001629982707, 80.306441, 10, 12.49, 0.0662425154709094, 1, 3918, 3, 0, 0, 0, 0, 0, 
385, 1, 755, 499, 12.4926605501971, 182, 220, Accidental, 1, 2, 17, 11.7573264, 10.367542807311, 80.306441, 10, 12.49, 0.0751864030652413, 1, 7719, 2, 0, 0, 0, 0, 0, 
386, 1, 359, 957, 12.4926605501971, 182, 220, Accidental, 1, 1, 10, 11.7573264, 10.3193236448532, 80.306441, NaN, 12.49, NaN, 1, 3004, 1, 0, 0, 0, 0, 0, 
387, 1, 376, 332, 12.4926605501971, 182, 220, Accidental, 1, 2, 11, 11.7573264, 13.4635916940739, 80.306441, 10, 12.49, 0.0711253227057391, 1, 3960, 2, 0, 0, 0, 0, 0, 
388, 1, 480, 305, 12.4926605501971, 182, 220, Lightning, 1, 1, 8, 11.7573264, 18.2705345915019, 80.306441, NaN, 12.49, NaN, 1, 2361, 1, 0, 0, 0, 0, 0, 
389, 1, 405, 858, 14.2951613830638, 183, 227, Accidental, 1, 1, 10, 14.8683744, 12.3542084264351, 68.707974, NaN, 14.3, NaN, 1, 10773, 1, 0, 0, 0, 0, 0, 
390, 1, 970, 48, 14.2951613830638, 183, 227, Accidental, 1, 2, 3, 14.8683744, 16.7360282657297, 68.707974, 10, 14.3, 0.0660354045467934, 1, 1739, 2, 0, 0, 0, 0, 0, 
391, 1, 175, 1077, 14.2951613830638, 183, 227, Accidental, 1, 1, 5, 14.8683744, 10.0694032491574, 68.707974, NaN, 14.3, NaN, 1, 1687, 1, 0, 0, 0, 0, 0, 
392, 1, 618, 673, 14.2951613830638, 183, 227, Accidental, 1, 3, 32, 14.8683744, 14.6570470123474, 68.707974, 10, 14.3, 0.0693697392936715, 1, 20510, 3, 0, 0, 0, 0, 0, 
393, 1, 480, 351, 14.2951613830638, 183, 227, Accidental, 1, 1, 4, 14.8683744, 15.5248792746745, 68.707974, NaN, 14.3, NaN, 1, 460, 1, 0, 0, 0, 0, 0, 
394, 1, 723, 260, 14.2951613830638, 183, 227, Lightning, 1, 1, 9, 14.8683744, 16.2422002278153, 68.707974, NaN, 14.3, NaN, 1, 2666, 1, 0, 0, 0, 0, 0, 
395, 1, 246, 768, 14.5432830054546, 184, 228, Accidental, 1, 1, 4, 13.421376, 19.2281927014041, 124.540649, NaN, 14.54, NaN, 1, 1937, 1, 0, 0, 0, 0, 0, 
396, 1, 94, 1169, 14.5432830054546, 184, 228, Accidental, 1, 4, 13, 13.421376, 15.4209116272057, 124.540649, 10, 14.54, 0.0688291862439862, 1, 4728, 4, 0, 0, 0, 0, 0, 
397, 1, 777, 192, 14.5432830054546, 184, 228, Accidental, 1, 3, 17, 13.421376, 11.9505112303702, 124.540649, 10, 14.54, 0.0730814239945363, 1, 3383, 3, 0, 0, 0, 0, 0, 
398, 1, 543, 886, 14.5432830054546, 184, 228, Accidental, 1, 1, 11, 13.421376, 12.5991795718882, 124.540649, NaN, 14.54, NaN, 1, 2453, 1, 0, 0, 0, 0, 0, 
399, 1, 634, 678, 14.5432830054546, 184, 228, Accidental, 1, 1, 2, 13.421376, 14.1376305307431, 124.540649, NaN, 14.54, NaN, 1, 1959, 1, 0, 0, 0, 0, 0, 
400, 1, 595, 551, 14.5432830054546, 184, 228, Lightning, 1, 2, 16, 13.421376, 13.7729902669766, 124.540649, 10, 14.54, 0.0704590398858139, 1, 6844, 2, 0, 0, 0, 0, 0, 
401, 1, 1008, 54, 13.8879388116686, 185, 225, Accidental, 1, 2, 17, 11.893212, 11.7087464848166, 72.126083, 10, 13.89, 0.0742426124769693, 1, 1294, 2, 0, 0, 0, 0, 0, 
402, 1, 352, 535, 13.8879388116686, 185, 225, Accidental, 1, 1, 15, 11.893212, 11.9104272328712, 72.126083, NaN, 13.89, NaN, 1, 3272, 1, 0, 0, 0, 0, 0, 
403, 1, 437, 1068, 13.8879388116686, 185, 225, Accidental, 1, 5, 43, 11.893212, 13.0158948598031, 72.126083, 10, 13.89, 0.0713967987306544, 1, 9079, 5, 0, 0, 0, 0, 0, 
404, 1, 93, 1124, 13.8879388116686, 185, 225, Accidental, 1, 1, 4, 11.893212, 15.2673322632106, 72.126083, NaN, 13.89, NaN, 1, 354, 1, 0, 0, 0, 0, 0, 
405, 1, 189, 903, 13.8879388116686, 185, 225, Accidental, 1, 2, 20, 11.893212, 12.4536584531192, 72.126083, 10, 13.89, 0.0733102482784874, 1, 4654, 2, 0, 0, 0, 0, 0, 
406, 1, 222, 902, 13.8879388116686, 185, 225, Lightning, 1, 1, 10, 11.893212, 9.57017499739475, 72.126083, NaN, 13.89, NaN, 1, 5962, 1, 0, 0, 0, 0, 0, 
407, 1, 364, 704, 13.8744684345628, 186, 225, Accidental, 1, 1, 4, 11.567664, 14.8186516426716, 110.567512, NaN, 13.87, NaN, 1, 1601, 1, 0, 0, 0, 0, 0, 
408, 1, 374, 940, 13.8744684345628, 186, 225, Accidental, 1, 3, 24, 11.567664, 9.81497756432412, 110.567512, 10, 13.87, 0.0756436706240392, 1, 4864, 3, 0, 0, 0, 0, 0, 
409, 1, 525, 769, 13.8744684345628, 186, 225, Accidental, 1, 1, 0, 11.567664, 10.2500797142488, 110.567512, NaN, 13.87, NaN, 1, 0, 1, 0, 0, 0, 0, 0, 
410, 1, 428, 842, 13.8744684345628, 186, 225, Accidental, 1, 3, 6, 11.567664, 12.9866916724224, 110.567512, 10, 13.87, 0.0718770795989919, 1, 1031, 3, 0, 0, 0, 0, 0, 
411, 1, 546, 523, 13.8744684345628, 186, 225, Accidental, 1, 1, 5, 11.567664, 12.9024756061326, 110.567512, NaN, 13.87, NaN, 1, 2581, 1, 0, 0, 0, 0, 0, 
412, 1, 564, 701, 12.3333692065861, 187, 219, Accidental, 1, 1, 6, 8.0106984, 7.87251169722904, 102.278061, NaN, 12.33, NaN, 1, 3601, 1, 0, 0, 0, 0, 0, 
413, 1, 796, 335, 12.3333692065861, 187, 219, Accidental, 1, 2, 12, 8.0106984, 7.03797301070674, 102.278061, 0, 12.33, 0.0958440598999823, 1, 3138, 2, 0, 0, 0, 0, 0, 
414, 1, 465, 692, 12.3333692065861, 187, 219, Accidental, 1, 1, 9, 8.0106984, 7.90623415963742, 102.278061, NaN, 12.33, NaN, 1, 1083, 1, 0, 0, 0, 0, 0, 
415, 1, 859, 189, 12.3333692065861, 187, 219, Accidental, 1, 1, 7, 8.0106984, 14.7536572763172, 102.278061, NaN, 12.33, NaN, 1, 919, 1, 0, 0, 0, 0, 0, 
416, 1, 825, 228, 12.3333692065861, 187, 219, Accidental, 1, 3, 18, 8.0106984, 7.47327732050201, 102.278061, 10, 12.33, 0.0836178321391191, 1, 7883, 3, 0, 0, 0, 0, 0, 
417, 1, 683, 106, 17.1028633089999, 188, 237, Accidental, 1, 2, 19, 16.0268652, 11.5084442753487, 57.902853, 0, 17.1, 0.0863725862362978, 1, 6996, 2, 0, 0, 0, 0, 0, 
418, 1, 406, 1135, 17.1028633089999, 188, 237, Accidental, 1, 1, 9, 16.0268652, 14.2232663143496, 57.902853, NaN, 17.1, NaN, 1, 2793, 1, 0, 0, 0, 0, 0, 
419, 1, 397, 578, 17.1028633089999, 188, 237, Accidental, 1, 1, 6, 16.0268652, 13.3534578709846, 57.902853, NaN, 17.1, NaN, 1, 1202, 1, 0, 0, 0, 0, 0, 
420, 1, 724, 213, 17.1028633089999, 188, 237, Accidental, 1, 1, 9, 16.0268652, 19.1517478174802, 57.902853, NaN, 17.1, NaN, 1, 1140, 1, 0, 0, 0, 0, 0, 
421, 1, 353, 644, 17.1028633089999, 188, 0, Rx, 1, 32, 173, 16.0268652, 15.7490656594218, 57.902853, 0, 17.1, 1, 1, 74019, 32, 0, 0, 0, 0, 0, 
422, 1, 214, 842, 20.1106839715268, 189, 249, Accidental, 1, 2, 20, 19.2832128, 21.6448848646678, 91.039943, 10, 20.11, 0.0674933394133866, 1, 4730, 2, 0, 0, 0, 0, 0, 
423, 1, 665, 363, 20.1106839715268, 189, 249, Accidental, 1, 1, 6, 19.2832128, 19.1405831620908, 91.039943, NaN, 20.11, NaN, 1, 933, 1, 0, 0, 0, 0, 0, 
424, 1, 980, 35, 20.1106839715268, 189, 249, Accidental, 1, 1, 4, 19.2832128, 20.3830384277907, 91.039943, NaN, 20.11, NaN, 1, 312, 1, 0, 0, 0, 0, 0, 
425, 1, 636, 596, 20.1106839715268, 189, 249, Accidental, 1, 1, 4, 19.2832128, 18.4348931534575, 91.039943, NaN, 20.11, NaN, 1, 1113, 1, 0, 0, 0, 0, 0, 
426, 1, 617, 251, 20.1106839715268, 189, 0, Rx, 1, 32, 255, 19.2832128, 20.3948061810435, 91.0399429999999, 0, 20.11, 1, 1, 76172, 32, 0, 0, 0, 0, 0, 
427, 1, 670, 165, 17.9759815074134, 190, 241, Accidental, 1, 2, 18, 15.9130908, 16.8303417200896, 95.385987, 10, 17.98, 0.0719513376072784, 1, 8210, 2, 0, 0, 0, 0, 0, 
428, 1, 462, 299, 17.9759815074134, 190, 241, Accidental, 1, 1, 2, 15.9130908, 19.1529057504461, 95.385987, NaN, 17.98, NaN, 1, 352, 1, 0, 0, 0, 0, 0, 
429, 1, 484, 908, 17.9759815074134, 190, 241, Accidental, 1, 1, 5, 15.9130908, 16.4360334523935, 95.385987, NaN, 17.98, NaN, 1, 1983, 1, 0, 0, 0, 0, 0, 
430, 1, 695, 200, 17.9759815074134, 190, 241, Accidental, 1, 5, 37, 15.9130908, 15.3400948038635, 95.385987, 10, 17.98, 0.0737048422422271, 1, 11357, 5, 0, 0, 0, 0, 0, 
431, 1, 717, 270, 17.9759815074134, 190, 241, Lightning, 1, 2, 9, 15.9130908, 16.7180944832237, 95.385987, 10, 17.98, 0.0718315146522597, 1, 2382, 2, 0, 0, 0, 0, 0, 
432, 1, 168, 941, 17.9759815074134, 190, 0, Rx, 1, 32, 180, 15.9130908, 16.142858939914, 95.3859870000001, 0, 17.98, 1, 1, 55346, 32, 0, 0, 0, 0, 0, 
433, 1, 1005, 103, 16.484449926803, 191, 235, Accidental, 1, 1, 7, 13.2764796, 13.955397867985, 92.381126, NaN, 16.48, NaN, 1, 2621, 1, 0, 0, 0, 0, 0, 
434, 1, 482, 556, 16.484449926803, 191, 235, Accidental, 1, 1, 6, 13.2764796, 14.7776978152871, 92.381126, NaN, 16.48, NaN, 1, 754, 1, 0, 0, 0, 0, 0, 
435, 1, 832, 184, 16.484449926803, 191, 235, Accidental, 1, 1, 7, 13.2764796, 17.4050087097798, 92.381126, NaN, 16.48, NaN, 1, 2657, 1, 0, 0, 0, 0, 0, 
436, 1, 983, 62, 16.484449926803, 191, 235, Accidental, 1, 3, 15, 13.2764796, 14.3506352864637, 92.381126, 10, 16.48, 0.0719365036536902, 1, 4174, 3, 0, 0, 0, 0, 0, 
437, 1, 77, 1102, 16.484449926803, 191, 235, Accidental, 1, 1, 11, 13.2764796, 14.3225166758388, 92.381126, NaN, 16.48, NaN, 1, 3783, 1, 0, 0, 0, 0, 0, 
438, 1, 719, 110, 16.484449926803, 191, 235, Lightning, 1, 1, 10, 13.2764796, 13.9393153788674, 92.381126, NaN, 16.48, NaN, 1, 2022, 1, 0, 0, 0, 0, 0, 
439, 1, 319, 1045, 16.484449926803, 191, 0, Rx, 1, 32, 176, 13.2764796, 14.2705110027656, 92.3811260000001, 0, 16.48, 1, 1, 103086, 32, 0, 0, 0, 0, 0, 
440, 1, 462, 737, 16.6454717767267, 192, 236, Accidental, 1, 2, 7, 12.4660188, 12.0521107736963, 77.018328, 10, 16.65, 0.0767179101727042, 1, 585, 2, 0, 0, 0, 0, 0, 
441, 1, 651, 633, 16.6454717767267, 192, 236, Accidental, 1, 1, 8, 12.4660188, 10.3497096191224, 77.018328, NaN, 16.65, NaN, 1, 4850, 1, 0, 0, 0, 0, 0, 
