"","FRI","mean","ID","Model","rep"
"452",2,1353.7892077355,"XeriredOaks","MRI-CGCM3",3
"453",3,1571.42976485149,"XeriredOaks","MRI-CGCM3",3
"454",4,NA,"XeriredOaks","MRI-CGCM3",3
"455",5,1668.7579220761,"XeriredOaks","MRI-CGCM3",3
"456",1,26.6192893401015,"XeriHwd","MRI-CGCM3",3
"457",2,29.0700561447286,"XeriHwd","MRI-CGCM3",3
"458",3,27.7567682549505,"XeriHwd","MRI-CGCM3",3
"459",4,NA,"XeriHwd","MRI-CGCM3",3
"460",5,22.6377459405157,"XeriHwd","MRI-CGCM3",3
"461",1,333.969543147208,"WhitePine","MRI-CGCM3",3
"462",2,466.840112289457,"WhitePine","MRI-CGCM3",3
"463",3,539.333049711221,"WhitePine","MRI-CGCM3",3
"464",4,NA,"WhitePine","MRI-CGCM3",3
"465",5,673.778388387372,"WhitePine","MRI-CGCM3",3
"466",1,632.335025380711,"Maples","MRI-CGCM3",3
"467",2,950.347910168434,"Maples","MRI-CGCM3",3
"468",3,1136.53928166254,"Maples","MRI-CGCM3",3
"469",4,NA,"Maples","MRI-CGCM3",3
"470",5,1410.47146722485,"Maples","MRI-CGCM3",3
"471",1,2615.89847715736,"MesicHard","MRI-CGCM3",3
"472",2,3319.0315658141,"MesicHard","MRI-CGCM3",3
"473",3,3730.47217924918,"MesicHard","MRI-CGCM3",3
"474",4,NA,"MesicHard","MRI-CGCM3",3
"475",5,4113.36296812268,"MesicHard","MRI-CGCM3",3
"476",1,0.192893401015228,"Hemlock","MRI-CGCM3",3
"477",2,0.529070492825951,"Hemlock","MRI-CGCM3",3
"478",3,1.30437809405941,"Hemlock","MRI-CGCM3",3
"479",4,NA,"Hemlock","MRI-CGCM3",3
"480",5,2.29721830381989,"Hemlock","MRI-CGCM3",3
"481",1,40.0274318986373,"Yellowpines","HadGEM",4
"482",2,74.2992467095279,"Yellowpines","HadGEM",4
"483",3,90.7847781666158,"Yellowpines","HadGEM",4
"484",4,NA,"Yellowpines","HadGEM",4
"485",5,84.6576251289531,"Yellowpines","HadGEM",4
"486",1,2820.90743955278,"Whiteoaks","HadGEM",4
"487",2,3561.55268894346,"Whiteoaks","HadGEM",4
"488",3,3946.89696314912,"Whiteoaks","HadGEM",4
"489",4,NA,"Whiteoaks","HadGEM",4
"490",5,4157.18330902494,"Whiteoaks","HadGEM",4
"491",1,591.316375763706,"XeriredOaks","HadGEM",4
"492",2,826.943654976408,"XeriredOaks","HadGEM",4
"493",3,916.003675693449,"XeriredOaks","HadGEM",4
"494",4,NA,"XeriredOaks","HadGEM",4
"495",5,1010.80135000534,"XeriredOaks","HadGEM",4
"496",1,28.6984541366538,"XeriHwd","HadGEM",4
"497",2,31.4748121372663,"XeriHwd","HadGEM",4
"498",3,33.9228808981375,"XeriHwd","HadGEM",4
"499",4,NA,"XeriHwd","HadGEM",4
"500",5,37.6838426238839,"XeriHwd","HadGEM",4
"501",1,386.749941910529,"WhitePine","HadGEM",4
"502",2,455.546544889306,"WhitePine","HadGEM",4
"503",3,525.993682034901,"WhitePine","HadGEM",4
"504",4,NA,"WhitePine","HadGEM",4
"505",5,714.788677030344,"WhitePine","HadGEM",4
"506",1,588.117846452442,"Maples","HadGEM",4
"507",2,1141.27665719305,"Maples","HadGEM",4
"508",3,1634.18743687907,"Maples","HadGEM",4
"509",4,NA,"Maples","HadGEM",4
"510",5,1996.6938831774,"Maples","HadGEM",4
"511",1,1774.98918852425,"MesicHard","HadGEM",4
"512",2,2607.79026516928,"MesicHard","HadGEM",4
"513",3,3220.79571129953,"MesicHard","HadGEM",4
"514",4,NA,"MesicHard","HadGEM",4
"515",5,3504.94041478425,"MesicHard","HadGEM",4
"516",1,0.114183398712464,"Hemlock","HadGEM",4
"517",2,0.265748737617615,"Hemlock","HadGEM",4
"518",3,0.366101416257604,"Hemlock","HadGEM",4
"519",4,NA,"Hemlock","HadGEM",4
"520",5,0.674522428942407,"Hemlock","HadGEM",4
"521",1,51.7895784931962,"Yellowpines","CNRM-CM5",4
"522",2,52.7290854260906,"Yellowpines","CNRM-CM5",4
"523",3,73.0439607208105,"Yellowpines","CNRM-CM5",4
"524",4,NA,"Yellowpines","CNRM-CM5",4
"525",5,91.2974481625695,"Yellowpines","CNRM-CM5",4
"526",1,4601.8665781613,"Whiteoaks","CNRM-CM5",4
"527",2,5511.3900327562,"Whiteoaks","CNRM-CM5",4
"528",3,5817.08402881581,"Whiteoaks","CNRM-CM5",4
"529",4,NA,"Whiteoaks","CNRM-CM5",4
"530",5,5819.44745912798,"Whiteoaks","CNRM-CM5",4
"531",1,1079.28642548955,"XeriredOaks","CNRM-CM5",4
"532",2,1416.4589767587,"XeriredOaks","CNRM-CM5",4
"533",3,1596.45899767481,"XeriredOaks","CNRM-CM5",4
"534",4,NA,"XeriredOaks","CNRM-CM5",4
"535",5,1567.32987267709,"XeriredOaks","CNRM-CM5",4
"536",1,33.8257550614006,"XeriHwd","CNRM-CM5",4
"537",2,40.5802786876722,"XeriHwd","CNRM-CM5",4
"538",3,41.6211281348613,"XeriHwd","CNRM-CM5",4
"539",4,NA,"XeriHwd","CNRM-CM5",4
"540",5,43.3463207941441,"XeriHwd","CNRM-CM5",4
"541",1,544.52339860604,"WhitePine","CNRM-CM5",4
"542",2,569.732958976759,"WhitePine","CNRM-CM5",4
"543",3,616.116591928251,"WhitePine","CNRM-CM5",4
"544",4,NA,"WhitePine","CNRM-CM5",4
"545",5,698.834538149287,"WhitePine","CNRM-CM5",4
"546",1,838.702621971457,"Maples","CNRM-CM5",4
"547",2,1098.69692715645,"Maples","CNRM-CM5",4
"548",3,1288.97685185185,"Maples","CNRM-CM5",4
"549",4,NA,"Maples","CNRM-CM5",4
"550",5,1505.93590406713,"Maples","CNRM-CM5",4
"551",1,3025.13209425821,"MesicHard","CNRM-CM5",4
"552",2,3710.36257994073,"MesicHard","CNRM-CM5",4
"553",3,4047.45346495599,"MesicHard","CNRM-CM5",4
"554",4,NA,"MesicHard","CNRM-CM5",4
"555",5,4233.94757705788,"MesicHard","CNRM-CM5",4
"556",1,0,"Hemlock","CNRM-CM5",4
"557",2,0.675011698642957,"Hemlock","CNRM-CM5",4
"558",3,1.38890964955987,"Hemlock","CNRM-CM5",4
"559",4,NA,"Hemlock","CNRM-CM5",4
"560",5,1.83229127442907,"Hemlock","CNRM-CM5",4
"561",1,38.9434108527132,"Yellowpines","IPSL-CM5A-MR",4
"562",2,58.6989779410365,"Yellowpines","IPSL-CM5A-MR",4
"563",3,74.6671437333879,"Yellowpines","IPSL-CM5A-MR",4
"564",4,NA,"Yellowpines","IPSL-CM5A-MR",4
"565",5,96.4406724729769,"Yellowpines","IPSL-CM5A-MR",4
"566",1,3711.97887596899,"Whiteoaks","IPSL-CM5A-MR",4
"567",2,4564.61121790602,"Whiteoaks","IPSL-CM5A-MR",4
"568",3,4987.93990906524,"Whiteoaks","IPSL-CM5A-MR",4
"569",4,NA,"Whiteoaks","IPSL-CM5A-MR",4
"570",5,5252.45732453257,"Whiteoaks","IPSL-CM5A-MR",4
"571",1,764.639728682171,"XeriredOaks","IPSL-CM5A-MR",4
"572",2,1081.57433242611,"XeriredOaks","IPSL-CM5A-MR",4
"573",3,1201.74369833806,"XeriredOaks","IPSL-CM5A-MR",4
"574",4,NA,"XeriredOaks","IPSL-CM5A-MR",4
"575",5,1244.21002684049,"XeriredOaks","IPSL-CM5A-MR",4
"576",1,28.7166666666667,"XeriHwd","IPSL-CM5A-MR",4
"577",2,35.6863782569803,"XeriHwd","IPSL-CM5A-MR",4
"578",3,41.1980605777375,"XeriHwd","IPSL-CM5A-MR",4
"579",4,NA,"XeriHwd","IPSL-CM5A-MR",4
"580",5,46.2258709465381,"XeriHwd","IPSL-CM5A-MR",4
"581",1,531.064147286822,"WhitePine","IPSL-CM5A-MR",4
"582",2,596.262766220666,"WhitePine","IPSL-CM5A-MR",4
"583",3,611.611180886176,"WhitePine","IPSL-CM5A-MR",4
"584",4,NA,"WhitePine","IPSL-CM5A-MR",4
"585",5,720.647923970202,"WhitePine","IPSL-CM5A-MR",4
"586",1,616.467248062016,"Maples","IPSL-CM5A-MR",4
"587",2,1003.29875716107,"Maples","IPSL-CM5A-MR",4
"588",3,1332.82316402333,"Maples","IPSL-CM5A-MR",4
"589",4,NA,"Maples","IPSL-CM5A-MR",4
"590",5,1650.36884220713,"Maples","IPSL-CM5A-MR",4
"591",1,2079.28759689922,"MesicHard","IPSL-CM5A-MR",4
"592",2,2944.92584838507,"MesicHard","IPSL-CM5A-MR",4
"593",3,3577.4008236703,"MesicHard","IPSL-CM5A-MR",4
"594",4,NA,"MesicHard","IPSL-CM5A-MR",4
"595",5,4018.96607051563,"MesicHard","IPSL-CM5A-MR",4
"596",1,0,"Hemlock","IPSL-CM5A-MR",4
"597",2,0.370110960963819,"Hemlock","IPSL-CM5A-MR",4
"598",3,0.616652549386142,"Hemlock","IPSL-CM5A-MR",4
"599",4,NA,"Hemlock","IPSL-CM5A-MR",4
"600",5,0.998954681565878,"Hemlock","IPSL-CM5A-MR",4
"601",1,32.8135048231511,"Yellowpines","MRI-CGCM3",4
"602",2,49.9750666821292,"Yellowpines","MRI-CGCM3",4
"603",3,56.0440780355135,"Yellowpines","MRI-CGCM3",4
"604",4,NA,"Yellowpines","MRI-CGCM3",4
"605",5,66.4525536961069,"Yellowpines","MRI-CGCM3",4
"606",1,3593.13826366559,"Whiteoaks","MRI-CGCM3",4
"607",2,4606.66177664386,"Whiteoaks","MRI-CGCM3",4
"608",3,5258.30849394597,"Whiteoaks","MRI-CGCM3",4
"609",4,NA,"Whiteoaks","MRI-CGCM3",4
"610",5,5919.33476382821,"Whiteoaks","MRI-CGCM3",4
"611",1,810.736334405145,"XeriredOaks","MRI-CGCM3",4
"612",2,1288.09851559782,"XeriredOaks","MRI-CGCM3",4
"613",3,1518.86583069641,"XeriredOaks","MRI-CGCM3",4
"614",4,NA,"XeriredOaks","MRI-CGCM3",4
"615",5,1671.4858065714,"XeriredOaks","MRI-CGCM3",4
"616",1,26.6366559485531,"XeriHwd","MRI-CGCM3",4
"617",2,28.3814797634234,"XeriHwd","MRI-CGCM3",4
"618",3,27.4719265671173,"XeriHwd","MRI-CGCM3",4
"619",4,NA,"XeriHwd","MRI-CGCM3",4
"620",5,22.6949437552768,"XeriHwd","MRI-CGCM3",4
"621",1,395.061093247588,"WhitePine","MRI-CGCM3",4
"622",2,490.312188333527,"WhitePine","MRI-CGCM3",4
"623",3,566.440479615053,"WhitePine","MRI-CGCM3",4
"624",4,NA,"WhitePine","MRI-CGCM3",4
"625",5,663.518845748277,"WhitePine","MRI-CGCM3",4
"626",1,719.405144694534,"Maples","MRI-CGCM3",4
"627",2,940.015017975183,"Maples","MRI-CGCM3",4
"628",3,1152.7824864667,"Maples","MRI-CGCM3",4
"629",4,NA,"Maples","MRI-CGCM3",4
"630",5,1428.04523049652,"Maples","MRI-CGCM3",4
"631",1,2370.8231511254,"MesicHard","MRI-CGCM3",4
"632",2,3029.25449379566,"MesicHard","MRI-CGCM3",4
"633",3,3669.62092366432,"MesicHard","MRI-CGCM3",4
"634",4,NA,"MesicHard","MRI-CGCM3",4
"635",5,4130.93884721964,"MesicHard","MRI-CGCM3",4
"636",1,0,"Hemlock","MRI-CGCM3",4
"637",2,0.575379798214079,"Hemlock","MRI-CGCM3",4
"638",3,1.27435340882345,"Hemlock","MRI-CGCM3",4
"639",4,NA,"Hemlock","MRI-CGCM3",4
"640",5,2.1554918742052,"Hemlock","MRI-CGCM3",4
"641",1,40.7088337499238,"Yellowpines","HadGEM",5
"642",2,74.2381090543337,"Yellowpines","HadGEM",5
"643",3,99.8855773567885,"Yellowpines","HadGEM",5
"644",4,NA,"Yellowpines","HadGEM",5
"645",5,83.8390889534788,"Yellowpines","HadGEM",5
"646",1,2561.29006888984,"Whiteoaks","HadGEM",5
"647",2,3452.34183446488,"Whiteoaks","HadGEM",5
"648",3,3902.01816644114,"Whiteoaks","HadGEM",5
"649",4,NA,"Whiteoaks","HadGEM",5
"650",5,4178.74592344451,"Whiteoaks","HadGEM",5
"651",1,520.082469670182,"XeriredOaks","HadGEM",5
"652",2,803.891197121801,"XeriredOaks","HadGEM",5
"653",3,915.688903924222,"XeriredOaks","HadGEM",5
"654",4,NA,"XeriredOaks","HadGEM",5
"655",5,1016.59088296632,"XeriredOaks","HadGEM",5
"656",1,28.2522404438213,"XeriHwd","HadGEM",5
"657",2,33.1657672295402,"XeriHwd","HadGEM",5
"658",3,35.8017365809653,"XeriHwd","HadGEM",5
"659",4,NA,"XeriHwd","HadGEM",5
"660",5,37.6883754536348,"XeriHwd","HadGEM",5
"661",1,360.905032615985,"WhitePine","HadGEM",5
"662",2,433.439824754831,"WhitePine","HadGEM",5
"663",3,532.512471808751,"WhitePine","HadGEM",5
"664",4,NA,"WhitePine","HadGEM",5
"665",5,708.381480204279,"WhitePine","HadGEM",5
"666",1,529.6686734134,"Maples","HadGEM",5
"667",2,1059.35819841776,"Maples","HadGEM",5
"668",3,1540.30210870546,"Maples","HadGEM",5
"669",4,NA,"Maples","HadGEM",5
"670",5,2024.9182472043,"Maples","HadGEM",5
"671",1,1692.70718770957,"MesicHard","HadGEM",5
"672",2,2520.96311340645,"MesicHard","HadGEM",5
"673",3,3059.60528867839,"MesicHard","HadGEM",5
"674",4,NA,"MesicHard","HadGEM",5
"675",5,3526.24218762829,"MesicHard","HadGEM",5
"676",1,0.0271291836859111,"Hemlock","HadGEM",5
"677",2,0.431923248031877,"Hemlock","HadGEM",5
"678",3,0.764129454217411,"Hemlock","HadGEM",5
"679",4,NA,"Hemlock","HadGEM",5
"680",5,1.08933116573887,"Hemlock","HadGEM",5
"681",1,69.907614213198,"Yellowpines","CNRM-CM5",5
"682",2,50.4336616099829,"Yellowpines","CNRM-CM5",5
"683",3,65.1351554861259,"Yellowpines","CNRM-CM5",5
"684",4,NA,"Yellowpines","CNRM-CM5",5
"685",5,91.8560422765881,"Yellowpines","CNRM-CM5",5
"686",1,4796.92436548223,"Whiteoaks","CNRM-CM5",5
"687",2,5580.69357107903,"Whiteoaks","CNRM-CM5",5
"688",3,5869.68392542061,"Whiteoaks","CNRM-CM5",5
"689",4,NA,"Whiteoaks","CNRM-CM5",5
"690",5,5848.66873697912,"Whiteoaks","CNRM-CM5",5
"691",1,1068.71218274112,"XeriredOaks","CNRM-CM5",5
"692",2,1416.93938096403,"XeriredOaks","CNRM-CM5",5
"693",3,1571.85027927938,"XeriredOaks","CNRM-CM5",5
"694",4,NA,"XeriredOaks","CNRM-CM5",5
"695",5,1588.94340972252,"XeriredOaks","CNRM-CM5",5
"696",1,38.6852791878173,"XeriHwd","CNRM-CM5",5
"697",2,39.1386408123318,"XeriHwd","CNRM-CM5",5
"698",3,41.9538767574372,"XeriHwd","CNRM-CM5",5
"699",4,NA,"XeriHwd","CNRM-CM5",5
"700",5,42.9229515437443,"XeriHwd","CNRM-CM5",5
"701",1,482.435025380711,"WhitePine","CNRM-CM5",5
"702",2,570.604263518473,"WhitePine","CNRM-CM5",5
"703",3,627.909001000236,"WhitePine","CNRM-CM5",5
"704",4,NA,"WhitePine","CNRM-CM5",5
"705",5,701.919668228847,"WhitePine","CNRM-CM5",5
"706",1,913.909644670051,"Maples","CNRM-CM5",5
"707",2,1209.94727183753,"Maples","CNRM-CM5",5
"708",3,1338.52887760033,"Maples","CNRM-CM5",5
"709",4,NA,"Maples","CNRM-CM5",5
"710",5,1477.42820289323,"Maples","CNRM-CM5",5
"711",1,3313.67614213198,"MesicHard","CNRM-CM5",5
"712",2,3708.14637876193,"MesicHard","CNRM-CM5",5
"713",3,4011.78227446926,"MesicHard","CNRM-CM5",5
"714",4,NA,"MesicHard","CNRM-CM5",5
"715",5,4242.99338646571,"MesicHard","CNRM-CM5",5
"716",1,0.567005076142132,"Hemlock","CNRM-CM5",5
"717",2,0.465806214827502,"Hemlock","CNRM-CM5",5
"718",3,1.11739848728352,"Hemlock","CNRM-CM5",5
"719",4,NA,"Hemlock","CNRM-CM5",5
"720",5,1.69529665140967,"Hemlock","CNRM-CM5",5
"721",1,46.5331401666063,"Yellowpines","IPSL-CM5A-MR",5
"722",2,58.7543971498219,"Yellowpines","IPSL-CM5A-MR",5
"723",3,82.4410548374535,"Yellowpines","IPSL-CM5A-MR",5
"724",4,NA,"Yellowpines","IPSL-CM5A-MR",5
"725",5,95.6695130318724,"Yellowpines","IPSL-CM5A-MR",5
"726",1,3413.44603404564,"Whiteoaks","IPSL-CM5A-MR",5
"727",2,4273.21110069379,"Whiteoaks","IPSL-CM5A-MR",5
"728",3,4877.61955009922,"Whiteoaks","IPSL-CM5A-MR",5
"729",4,NA,"Whiteoaks","IPSL-CM5A-MR",5
"730",5,5301.26882877633,"Whiteoaks","IPSL-CM5A-MR",5
"731",1,668.320898225281,"XeriredOaks","IPSL-CM5A-MR",5
"732",2,963.087474217138,"XeriredOaks","IPSL-CM5A-MR",5
"733",3,1165.9512545667,"XeriredOaks","IPSL-CM5A-MR",5
"734",4,NA,"XeriredOaks","IPSL-CM5A-MR",5
"735",5,1272.6572706851,"XeriredOaks","IPSL-CM5A-MR",5
"736",1,31.0374864179645,"XeriHwd","IPSL-CM5A-MR",5
"737",2,38.4936246015376,"XeriHwd","IPSL-CM5A-MR",5
"738",3,43.5518795319252,"XeriHwd","IPSL-CM5A-MR",5
"739",4,NA,"XeriHwd","IPSL-CM5A-MR",5
"740",5,46.294666942374,"XeriHwd","IPSL-CM5A-MR",5
"741",1,506.908547627671,"WhitePine","IPSL-CM5A-MR",5
"742",2,532.457453590849,"WhitePine","IPSL-CM5A-MR",5
"743",3,592.175027353819,"WhitePine","IPSL-CM5A-MR",5
"744",4,NA,"WhitePine","IPSL-CM5A-MR",5
"745",5,729.880537253391,"WhitePine","IPSL-CM5A-MR",5
"746",1,620.685621151757,"Maples","IPSL-CM5A-MR",5
"747",2,1060.88156759797,"Maples","IPSL-CM5A-MR",5
"748",3,1336.70252026037,"Maples","IPSL-CM5A-MR",5
"749",4,NA,"Maples","IPSL-CM5A-MR",5
"750",5,1628.52417452276,"Maples","IPSL-CM5A-MR",5
"751",1,2338.252806954,"MesicHard","IPSL-CM5A-MR",5
"752",2,3098.86384774048,"MesicHard","IPSL-CM5A-MR",5
"753",3,3616.76745544573,"MesicHard","IPSL-CM5A-MR",5
"754",4,NA,"MesicHard","IPSL-CM5A-MR",5
"755",5,3961.73605406371,"MesicHard","IPSL-CM5A-MR",5
"756",1,0,"Hemlock","IPSL-CM5A-MR",5
"757",2,0.442415150946934,"Hemlock","IPSL-CM5A-MR",5
"758",3,0.749364835042561,"Hemlock","IPSL-CM5A-MR",5
"759",4,NA,"Hemlock","IPSL-CM5A-MR",5
"760",5,1.3589145902456,"Hemlock","IPSL-CM5A-MR",5
"761",1,43.5220883534137,"Yellowpines","MRI-CGCM3",5
"762",2,55.0182022769394,"Yellowpines","MRI-CGCM3",5
"763",3,58.3459366754617,"Yellowpines","MRI-CGCM3",5
"764",4,NA,"Yellowpines","MRI-CGCM3",5
"765",5,66.3824026192484,"Yellowpines","MRI-CGCM3",5
"766",1,3539.89959839357,"Whiteoaks","MRI-CGCM3",5
"767",2,4677.53647074398,"Whiteoaks","MRI-CGCM3",5
"768",3,5338.44191292876,"Whiteoaks","MRI-CGCM3",5
"769",4,NA,"Whiteoaks","MRI-CGCM3",5
"770",5,5954.29775914153,"Whiteoaks","MRI-CGCM3",5
"771",1,1096.87148594378,"XeriredOaks","MRI-CGCM3",5
"772",2,1402.57618480275,"XeriredOaks","MRI-CGCM3",5
"773",3,1587.70765171504,"XeriredOaks","MRI-CGCM3",5
"774",4,NA,"XeriredOaks","MRI-CGCM3",5
"775",5,1675.69975756693,"XeriredOaks","MRI-CGCM3",5
"776",1,24.4497991967871,"XeriHwd","MRI-CGCM3",5
"777",2,30.1620333598094,"XeriHwd","MRI-CGCM3",5
"778",3,28.0287994722955,"XeriHwd","MRI-CGCM3",5
"779",4,NA,"XeriHwd","MRI-CGCM3",5
"780",5,22.7089485202565,"XeriHwd","MRI-CGCM3",5
"781",1,451.787148594378,"WhitePine","MRI-CGCM3",5
"782",2,536.818970082076,"WhitePine","MRI-CGCM3",5
"783",3,562.3322823219,"WhitePine","MRI-CGCM3",5
"784",4,NA,"WhitePine","MRI-CGCM3",5
"785",5,667.099584846372,"WhitePine","MRI-CGCM3",5
"786",1,793.951807228916,"Maples","MRI-CGCM3",5
"787",2,962.409518136087,"Maples","MRI-CGCM3",5
"788",3,1165.54362796834,"Maples","MRI-CGCM3",5
"789",4,NA,"Maples","MRI-CGCM3",5
"790",5,1410.9051181471,"Maples","MRI-CGCM3",5
"791",1,2594.18875502008,"MesicHard","MRI-CGCM3",5
"792",2,3252.01714323537,"MesicHard","MRI-CGCM3",5
"793",3,3812.09357519789,"MesicHard","MRI-CGCM3",5
"794",4,NA,"MesicHard","MRI-CGCM3",5
"795",5,4130.38957849941,"MesicHard","MRI-CGCM3",5
"796",1,0,"Hemlock","MRI-CGCM3",5
"797",2,0.621789780248875,"Hemlock","MRI-CGCM3",5
"798",3,1.31934036939314,"Hemlock","MRI-CGCM3",5
"799",4,NA,"Hemlock","MRI-CGCM3",5
"800",5,2.56534074158854,"Hemlock","MRI-CGCM3",5
"801",1,37.5743631335425,"Yellowpines","HadGEM",6
"802",2,71.6449713120584,"Yellowpines","HadGEM",6
"803",3,92.6305626429966,"Yellowpines","HadGEM",6
"804",4,NA,"Yellowpines","HadGEM",6
"805",5,88.4718239037332,"Yellowpines","HadGEM",6
"806",1,2682.54249321917,"Whiteoaks","HadGEM",6
"807",2,3589.27271089193,"Whiteoaks","HadGEM",6
"808",3,4021.95414525461,"Whiteoaks","HadGEM",6
"809",4,NA,"Whiteoaks","HadGEM",6
"810",5,4245.55265028696,"Whiteoaks","HadGEM",6
"811",1,525.637903526033,"XeriredOaks","HadGEM",6
"812",2,828.40099577979,"XeriredOaks","HadGEM",6
"813",3,951.005150872654,"XeriredOaks","HadGEM",6
"814",4,NA,"XeriredOaks","HadGEM",6
"815",5,1059.93069547275,"XeriredOaks","HadGEM",6
"816",1,28.2854198798064,"XeriHwd","HadGEM",6
"817",2,31.5968135046707,"XeriHwd","HadGEM",6
"818",3,34.712485475737,"XeriHwd","HadGEM",6
"819",4,NA,"XeriHwd","HadGEM",6
"820",5,37.9521613233229,"XeriHwd","HadGEM",6
"821",1,362.759732489496,"WhitePine","HadGEM",6
"822",2,451.765716724359,"WhitePine","HadGEM",6
"823",3,547.736634683341,"WhitePine","HadGEM",6
"824",4,NA,"WhitePine","HadGEM",6
"825",5,738.031314479913,"WhitePine","HadGEM",6
"826",1,559.934092963889,"Maples","HadGEM",6
"827",2,1156.56744274266,"Maples","HadGEM",6
"828",3,1606.19611648159,"Maples","HadGEM",6
"829",4,NA,"Maples","HadGEM",6
"830",5,1957.16106323583,"Maples","HadGEM",6
"831",1,1747.15712918151,"MesicHard","HadGEM",6
"832",2,2654.83764995969,"MesicHard","HadGEM",6
"833",3,3144.23661671518,"MesicHard","HadGEM",6
"834",4,NA,"MesicHard","HadGEM",6
"835",5,3450.15168276317,"MesicHard","HadGEM",6
"836",1,0.151172685209807,"Hemlock","HadGEM",6
"837",2,0.318554696761345,"Hemlock","HadGEM",6
"838",3,0.592542015548448,"Hemlock","HadGEM",6
"839",4,NA,"Hemlock","HadGEM",6
"840",5,0.586981776567891,"Hemlock","HadGEM",6
"841",1,54.0587396635301,"Yellowpines","CNRM-CM5",6
"842",2,73.8064060292039,"Yellowpines","CNRM-CM5",6
"843",3,86.3286986655961,"Yellowpines","CNRM-CM5",6
"844",4,NA,"Yellowpines","CNRM-CM5",6
"845",5,85.7124659003333,"Yellowpines","CNRM-CM5",6
"846",1,4279.70059880239,"Whiteoaks","CNRM-CM5",6
"847",2,5564.21880801308,"Whiteoaks","CNRM-CM5",6
"848",3,5837.78243827193,"Whiteoaks","CNRM-CM5",6
"849",4,NA,"Whiteoaks","CNRM-CM5",6
"850",5,5818.75324278147,"Whiteoaks","CNRM-CM5",6
"851",1,1079.6755061306,"XeriredOaks","CNRM-CM5",6
"852",2,1546.07040536422,"XeriredOaks","CNRM-CM5",6
"853",3,1624.16858075627,"XeriredOaks","CNRM-CM5",6
"854",4,NA,"XeriredOaks","CNRM-CM5",6
"855",5,1532.66849211171,"XeriredOaks","CNRM-CM5",6
"856",1,42.3721129170231,"XeriHwd","CNRM-CM5",6
"857",2,41.0444709207282,"XeriHwd","CNRM-CM5",6
"858",3,42.1053576899914,"XeriHwd","CNRM-CM5",6
"859",4,NA,"XeriHwd","CNRM-CM5",6
"860",5,43.2587986315279,"XeriHwd","CNRM-CM5",6
"861",1,577.379811804961,"WhitePine","CNRM-CM5",6
"862",2,615.380538084287,"WhitePine","CNRM-CM5",6
"863",3,621.741000961447,"WhitePine","CNRM-CM5",6
"864",4,NA,"WhitePine","CNRM-CM5",6
"865",5,691.331899346347,"WhitePine","CNRM-CM5",6
"866",1,778.579412603365,"Maples","CNRM-CM5",6
"867",2,1114.92529993627,"Maples","CNRM-CM5",6
"868",3,1306.40168411711,"Maples","CNRM-CM5",6
"869",4,NA,"Maples","CNRM-CM5",6
"870",5,1520.30420368868,"Maples","CNRM-CM5",6
"871",1,2765.48046763616,"MesicHard","CNRM-CM5",6
"872",2,3549.09365215705,"MesicHard","CNRM-CM5",6
"873",3,4007.21178248053,"MesicHard","CNRM-CM5",6
"874",4,NA,"MesicHard","CNRM-CM5",6
"875",5,4319.06432145231,"MesicHard","CNRM-CM5",6
"876",1,0,"Hemlock","CNRM-CM5",6
"877",2,0.346069657255271,"Hemlock","CNRM-CM5",6
"878",3,0.701877463047681,"Hemlock","CNRM-CM5",6
"879",4,NA,"Hemlock","CNRM-CM5",6
"880",5,1.4366877754988,"Hemlock","CNRM-CM5",6
"881",1,36.3885939036382,"Yellowpines","IPSL-CM5A-MR",6
"882",2,54.6061250101206,"Yellowpines","IPSL-CM5A-MR",6
"883",3,68.5377947761911,"Yellowpines","IPSL-CM5A-MR",6
"884",4,NA,"Yellowpines","IPSL-CM5A-MR",6
"885",5,99.6002407969838,"Yellowpines","IPSL-CM5A-MR",6
"886",1,3052.42418879056,"Whiteoaks","IPSL-CM5A-MR",6
"887",2,4368.00216581653,"Whiteoaks","IPSL-CM5A-MR",6
"888",3,4921.96516499779,"Whiteoaks","IPSL-CM5A-MR",6
"889",4,NA,"Whiteoaks","IPSL-CM5A-MR",6
"890",5,5249.15365744366,"Whiteoaks","IPSL-CM5A-MR",6
"891",1,556.698131760079,"XeriredOaks","IPSL-CM5A-MR",6
"892",2,1013.95133997247,"XeriredOaks","IPSL-CM5A-MR",6
"893",3,1188.2147181488,"XeriredOaks","IPSL-CM5A-MR",6
"894",4,NA,"XeriredOaks","IPSL-CM5A-MR",6
"895",5,1248.04832234207,"XeriredOaks","IPSL-CM5A-MR",6
"896",1,25.5720747295969,"XeriHwd","IPSL-CM5A-MR",6
"897",2,34.7072504250668,"XeriHwd","IPSL-CM5A-MR",6
"898",3,41.4985777709442,"XeriHwd","IPSL-CM5A-MR",6
"899",4,NA,"XeriHwd","IPSL-CM5A-MR",6
"900",5,46.1521773569363,"XeriHwd","IPSL-CM5A-MR",6
"901",1,399.408652900688,"WhitePine","IPSL-CM5A-MR",6
"902",2,526.386304752652,"WhitePine","IPSL-CM5A-MR",6
"903",3,615.884347792662,"WhitePine","IPSL-CM5A-MR",6
"904",4,NA,"WhitePine","IPSL-CM5A-MR",6
"905",5,722.74219786089,"WhitePine","IPSL-CM5A-MR",6
"906",1,546.278859390364,"Maples","IPSL-CM5A-MR",6
"907",2,964.263258035787,"Maples","IPSL-CM5A-MR",6
