Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_BetuAlle,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,BiomassHarvestedMg_AcerPens,BiomassHarvestedMg_AmelArbo,BiomassHarvestedMg_AescBuck,BiomassHarvestedMg_AcerRubr,BiomassHarvestedMg_AcerSacc,BiomassHarvestedMg_BetuAlle,BiomassHarvestedMg_BetuNigr,BiomassHarvestedMg_BetuLent,BiomassHarvestedMg_CaryOvat,BiomassHarvestedMg_CaryAlba,BiomassHarvestedMg_CaryGlab,BiomassHarvestedMg_CaryCodi,BiomassHarvestedMg_CornFlor,BiomassHarvestedMg_FraxPenn,BiomassHarvestedMg_FraxAmer,BiomassHarvestedMg_FaguGran,BiomassHarvestedMg_JuglNigr,BiomassHarvestedMg_HaleDipt,BiomassHarvestedMg_IlexOpac,BiomassHarvestedMg_LiriTuli,BiomassHarvestedMg_LiquStyr,BiomassHarvestedMg_MagnAcum,BiomassHarvestedMg_MagnMacr,BiomassHarvestedMg_NyssSylv,BiomassHarvestedMg_OxydArbo,BiomassHarvestedMg_PrunSero,BiomassHarvestedMg_PrunPenn,BiomassHarvestedMg_PlanOcid,BiomassHarvestedMg_QuerAlba,BiomassHarvestedMg_QuerCocc,BiomassHarvestedMg_QuerFalc,BiomassHarvestedMg_QuerRubr,BiomassHarvestedMg_QuerPrin,BiomassHarvestedMg_QuerVelu,BiomassHarvestedMg_QuerStel,BiomassHarvestedMg_RobiPseu,BiomassHarvestedMg_SassAlid,BiomassHarvestedMg_TiliAmer,BiomassHarvestedMg_TiliAmhe,BiomassHarvestedMg_TsugCana,BiomassHarvestedMg_PinuVirg,BiomassHarvestedMg_PinuTaed,BiomassHarvestedMg_PinuStro,BiomassHarvestedMg_PinuRigi,BiomassHarvestedMg_PinuPung,BiomassHarvestedMg_FrasFirr,BiomassHarvestedMg_PiceRube,BiomassHarvestedMg_PinuEnch,
5, 4, EconomicHarvest, 16088, 296, 85, 769, 5, 1, 119.13, 19.06, 0, 6, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 0, 0, 0, 63.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.9375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.5625, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 16120, 220, 104, 939, 20, 4, 3416.81, 136.67, 0, 97, 1, 0, 1, 16, 5, 0, 0, 3, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 2, 7, 0, 0, 0, 4, 8, 2, 0, 0, 2, 2, 4, 3, 1, 2, 2, 0, 0, 2, 0, 9, 2, 0, 10, 0, 0, 0, 0, 4, 1.25, 0, 2.9375, 298.9375, 122.875, 0, 0, 225.25, 0, 163.625, 7.6875, 0, 0, 0, 131.1875, 0, 11.5625, 0, 2.5, 253.1875, 0, 0, 0, 11.875, 41.5, 6.75, 0, 0, 384.125, 87.5, 124.375, 145.25, 21.4375, 74.75, 153.5, 0, 0, 77.4375, 0, 51.125, 45.5, 0, 455.6875, 0, 0, 0, 0, 515, 
5, 4, EconomicHarvest, 16097, 147, 192, 2965, 2, 1, 1161.06, 185.77, 0, 34, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 4, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 4, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 123.625, 0, 0, 0, 0, 0, 81.8125, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 70.5625, 0, 0, 0, 5.9375, 20.75, 0, 0, 0, 192.0625, 43.75, 62.1875, 70.5625, 0, 37.375, 76.75, 0, 0, 0, 0, 24.8125, 22.75, 0, 69.375, 0, 0, 0, 0, 257.5, 
5, 4, EconomicHarvest, 15911, 206, 88, 971, 8, 2, 1249.63, 99.97, 0, 47, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 3, 6, 0, 0, 0, 2, 2, 2, 1, 0, 1, 2, 0, 0, 0, 0, 4, 1, 0, 6, 0, 0, 0, 0, 3, 0, 0, 0, 124.875, 0, 0, 0, 0, 0, 81.8125, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 83.1875, 1.25, 0, 0, 10.125, 38.6875, 0, 0, 0, 196.375, 47.5, 62.1875, 70.5625, 0, 37.375, 78, 0, 0, 0, 0, 24.8125, 22.75, 0, 110.125, 0, 0, 0, 0, 258.75, 
5, 4, EconomicHarvest, 16108, 148, 190, 2915, 2, 1, 1161.06, 185.77, 0, 34, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 4, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 4, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 123.625, 0, 0, 0, 0, 0, 81.8125, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 70.5625, 0, 0, 0, 5.9375, 20.75, 0, 0, 0, 192.0625, 43.75, 62.1875, 70.5625, 0, 37.375, 76.75, 0, 0, 0, 0, 24.8125, 22.75, 0, 69.375, 0, 0, 0, 0, 257.5, 
5, 4, EconomicHarvest, 16118, 320, 110, 742, 11, 3, 2155.5, 114.96, 0, 65, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 4, 9, 0, 0, 0, 3, 2, 2, 1, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 12, 1, 0, 0, 0, 2, 0, 0, 0, 219.5, 0, 0, 0, 0, 0, 66.9375, 10.4375, 0, 0, 0, 0, 0, 0, 0, 1.125, 263.75, 0, 0, 0, 10.125, 58.8125, 0, 0, 0, 510.5625, 153.625, 55.3125, 67.4375, 72.75, 44.125, 71.4375, 0, 0, 0, 0, 0, 17.4375, 0, 255.9375, 71.4375, 0, 0, 0, 204.75, 
5, 4, EconomicHarvest, 15753, 157, 120, 1508, 2, 1, 102.75, 16.44, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.625, 35.1875, 13.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41.8125, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15755, 160, 140, 1395, 3, 1, 932.19, 149.15, 0, 28, 0, 0, 0, 6, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 150.375, 0, 0, 0, 196.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85.3125, 0, 0, 4.0625, 0, 6.8125, 0, 0, 0, 37.1875, 140.6875, 0, 0, 89.4375, 0, 0, 0, 0, 0, 0, 12.625, 0, 0, 209.125, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15934, 253, 130, 850, 2, 1, 504.44, 80.71, 0, 21, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 85.375, 0, 0, 0, 0, 0, 0, 1.25, 0, 0, 0, 0, 0, 0, 0, 0, 6.3125, 0, 0, 0, 4.8125, 40.3125, 0, 0, 0, 163, 114.1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89.1875, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15985, 165, 118, 1288, 5, 1, 1085.19, 173.63, 0, 30, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 4, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 102.875, 0, 0, 0, 0, 0, 77.9375, 0, 0, 0, 0, 0, 0, 0, 0, 1.1875, 68.375, 0, 0, 0, 5.75, 20.0625, 0, 0, 0, 187.375, 42.625, 60.4375, 69.625, 0, 36.1875, 75.25, 0, 0, 0, 0, 0, 21.375, 0, 73.25, 0, 0, 0, 0, 242.875, 
5, 4, EconomicHarvest, 15649, 374, 153, 673, 3, 1, 677.13, 108.34, 0, 14, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 59.125, 0, 0, 0, 0, 0, 0, 9.1875, 0, 0, 0, 0, 0, 0, 0, 0, 195.4375, 0, 0, 0, 0, 0, 0, 0, 0, 173.6875, 0, 0, 0, 72.75, 11.3125, 0, 0, 0, 0, 0, 0, 0, 0, 84.1875, 71.4375, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15655, 166, 126, 1267, 3, 1, 119.13, 19.06, 0, 6, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 0, 0, 0, 63.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.9375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.5625, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15998, 168, 106, 1228, 3, 1, 633.63, 101.38, 0, 13, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 39.875, 0, 0, 0, 225.25, 0, 0, 7.6875, 0, 0, 0, 0, 0, 11.5625, 0, 0, 0, 0, 0, 0, 0, 0, 6.75, 0, 0, 0, 0, 0, 4.125, 21.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 316.9375, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 1942, 343, 105, 712, 2, 1, 741.81, 118.69, 0, 14, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 23.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70.6875, 0, 0, 0, 0, 81.9375, 1.4375, 0, 0, 198.9375, 140.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224.625, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15776, 463, 111, 602, 13, 3, 2024.75, 107.99, 0, 44, 1, 0, 0, 9, 4, 0, 0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 1.25, 0, 0, 322.0625, 209.375, 0, 0, 428.1875, 0, 0, 16.875, 0, 0, 0, 0, 0, 11.5625, 0, 0, 197.9375, 0, 0, 1.25, 72.375, 0, 6.75, 0, 0, 173.6875, 0, 0, 4.125, 94.1875, 11.3125, 0, 0, 0, 1.25, 0, 0, 0, 0, 401.125, 71.4375, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15783, 337, 140, 718, 2, 1, 901.5, 144.24, 0, 27, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 145.375, 0, 0, 0, 190.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82.3125, 0, 0, 4, 0, 6.625, 0, 0, 0, 36.375, 138, 0, 0, 89.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208.75, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15705, 188, 125, 1092, 4, 1, 692.69, 110.83, 0, 25, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 3, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 189.4375, 0, 0, 0, 0, 0, 0, 14.0625, 0, 0, 0, 0, 0, 0, 0, 0, 53.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 155.75, 0, 13, 44.9375, 0, 0, 34.9375, 0, 14.0625, 0, 0, 0, 0, 62.3125, 110.625, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15717, 198, 97, 1021, 4, 1, 1161.06, 185.77, 0, 34, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 2, 4, 0, 0, 0, 1, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 4, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 123.625, 0, 0, 0, 0, 0, 81.8125, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 70.5625, 0, 0, 0, 5.9375, 20.75, 0, 0, 0, 192.0625, 43.75, 62.1875, 70.5625, 0, 37.375, 76.75, 0, 0, 0, 0, 24.8125, 22.75, 0, 69.375, 0, 0, 0, 0, 257.5, 
5, 4, EconomicHarvest, 11132, 399, 115, 655, 2, 1, 136.69, 21.87, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133.625, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15618, 398, 112, 655, 8, 2, 1230.06, 98.41, 0, 29, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 228.875, 0, 0, 0, 307.375, 0, 0, 0, 0, 0, 0, 15.5, 24, 0, 0, 0, 73.125, 0, 0, 26, 0, 0, 2.5, 0, 0, 0, 0, 0, 76, 323.5, 0, 0, 40.75, 0, 0, 0, 0, 0, 0, 112.4375, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 11201, 161, 142, 1366, 2, 1, 870.75, 139.32, 0, 27, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 36.25, 0, 0, 0, 41.0625, 0, 96.25, 13.3125, 0, 1.125, 0, 0, 0, 0, 0, 0, 44.0625, 0, 0, 0, 0, 32.8125, 1.625, 0, 0, 396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24.5625, 0, 183.6875, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 2059, 360, 95, 689, 2, 1, 244.75, 39.16, 0, 10, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.25, 0, 0, 0, 0, 33, 0, 0, 0, 40.8125, 29.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 15334, 243, 108, 878, 5, 1, 385.63, 61.7, 0, 13, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41.6875, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.1875, 0, 0, 34.625, 0, 0, 22.0625, 72.1875, 0, 0, 0, 0, 24.8125, 15.375, 0, 0, 27.3125, 0, 18.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 11397, 258, 147, 841, 6, 2, 1535.56, 122.85, 0, 41, 0, 3, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 1, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 1, 0, 23.1875, 0, 297.5625, 0, 0, 0, 0, 0, 0, 5.625, 0, 1.25, 0, 0, 54.9375, 0, 0, 0, 0, 0, 0, 0, 0, 34.0625, 0, 0, 0, 244.4375, 11.75, 0, 215.5625, 495.8125, 0, 0, 0, 0, 0, 0, 0, 7, 0, 115.375, 0, 0, 0, 0, 29, 
5, 4, EconomicHarvest, 11298, 456, 100, 605, 2, 1, 552.69, 88.43, 0, 13, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3125, 0, 0, 0, 0, 20.3125, 0, 0, 0, 0, 110.8125, 60.3125, 42.4375, 210.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 21997, 266, 155, 835, 2, 1, 677.13, 108.34, 0, 14, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 59.125, 0, 0, 0, 0, 0, 0, 9.1875, 0, 0, 0, 0, 0, 0, 0, 0, 195.4375, 0, 0, 0, 0, 0, 0, 0, 0, 173.6875, 0, 0, 0, 72.75, 11.3125, 0, 0, 0, 0, 0, 0, 0, 0, 84.1875, 71.4375, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 19811, 486, 146, 587, 3, 1, 1435.19, 229.63, 0, 23, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 280.6875, 0, 0, 0, 0, 153.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 312.875, 0, 0, 0, 16.1875, 11.375, 34.75, 0, 0, 0, 0, 0, 227, 398.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 19824, 438, 128, 616, 4, 1, 872.75, 139.64, 0, 27, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 133.125, 0, 0, 0, 182.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79.1875, 0, 0, 3.8125, 0, 6.3125, 0, 0, 0, 35.25, 138.4375, 0, 0, 88.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205.25, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 21715, 473, 95, 594, 2, 1, 1014.69, 162.35, 0, 12, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42.0625, 0, 0, 0, 0, 0, 154.3125, 8.625, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 34.6875, 0, 0, 0, 0, 305.1875, 0, 0, 0, 310.6875, 158.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 19943, 461, 145, 602, 2, 1, 908.81, 145.41, 0, 24, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 75.1875, 0, 0, 0, 11.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 394.3125, 0, 0, 43.25, 0, 24.375, 0, 0, 0, 65, 88.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.75, 0, 138.25, 0, 0, 0, 0, 31.25, 
5, 4, EconomicHarvest, 19945, 503, 126, 573, 3, 1, 930.88, 148.94, 0, 15, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 200.0625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.25, 16.6875, 0, 0, 0, 150.5, 0, 0, 0, 355.25, 159.6875, 0, 0, 0, 0, 0, 0, 0, 0, 17.4375, 0, 0, 0, 0, 0, 
5, 4, EconomicHarvest, 11912, 375, 127, 673, 2, 1, 474.81, 75.97, 0, 22, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 4, 2, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.125, 0, 0, 0, 3.625, 42, 0, 0, 0, 160.0625, 14.375, 0, 0, 45.6875, 91.5, 0, 0, 0, 0, 0, 0, 88.8125, 0, 1.25, 0, 0, 0, 0, 19.625, 
5, 4, EconomicHarvest, 11826, 419, 173, 632, 5, 1, 1155.56, 184.89, 0, 25, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 23.1875, 0, 242.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.0625, 0, 0, 0, 171.5, 0, 0, 215.5625, 404.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64.1875, 0, 0, 0, 0, 0, 
