Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco4, 0, 89511, 0, 3784.3, 13249, 0, 0, 0, 0, 3.5, 309.6, 0, 0, 0, 6227, 754, 1, 1, 0.1, 0, 0, 0, 37.8, 75.7, 2232.7, 1438, 0, 0, 26.8, 8.9, 0, 0, 0, 0, 0, 0, 3.9, 7.6, 89.3, 169.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 
0, eco3, 1, 212017, 0, 2523, 9792.6, 0, 0, 0, 0, 3.5, 213.1, 0, 0, 0, 4602.5, 583.6, 0.9, 0.9, 0.1, 0, 0, 0, 25.2, 50.5, 1488.5, 958.7, 0, 0, 22.4, 6.6, 0, 0, 0, 0, 0, 0, 2.8, 5, 59.5, 113.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 
0, eco2, 2, 118969, 0, 2222.6, 9205.5, 0, 0, 0, 0, 3.5, 190.3, 0, 0, 0, 4326.6, 567.6, 0.9, 0.9, 0.1, 0, 0, 0, 22.2, 44.5, 1311.3, 844.6, 0, 0, 21.4, 6.3, 0, 0, 0, 0, 0, 0, 2.5, 4.4, 52.5, 99.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162.6, 0, 0, 
0, eco1, 3, 34085, 0, 2869.4, 9043.9, 0, 0, 0, 0, 3.5, 233.6, 0, 0, 0, 4250.6, 518.6, 1, 1, 0.1, 0, 0, 0, 28.7, 57.4, 1692.9, 1090.4, 0, 0, 19, 6, 0, 0, 0, 0, 0, 0, 2.9, 5.7, 67.7, 128.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208.5, 0, 0, 
10, eco4, 0, 89511, -47.9, 3577.4, 12649.7, 326.1, 44.5, 180.9, 235.5, 4.81, 305.7, 12.2, 172.7, 31.4, 5775.4, 685.7, 974.5, 140.3, 627.2, 126.1, 75.1, 15.2, 54.3, 47.8, 2032.5, 1442.8, 4.7, 0.7, 22.4, 7.8, 4.5, 1.7, 3.1, 4.3, 0.4, 0.6, 1.7, 5.4, 73, 170.5, 0, -0.6, 0, -0.2, 3.4, 4.3, -2.1, 0, 33.69, 0.09, 0.24, 0, 0, 4.5, 3.3, 263.8, 3.1, 0, 
10, eco3, 1, 212017, -120.3, 2488.9, 10210.9, 333.4, 46.8, 157.7, 190, 3.67, 218, 9.6, 170.7, 31.3, 4627.9, 575.8, 763.8, 114.8, 600, 110.1, 69.9, 14.7, 43.8, 37.5, 1445.3, 962.3, 4.8, 0.7, 20.3, 6.3, 3.9, 1.3, 3, 3.7, 0.3, 0.6, 1.5, 4, 50.1, 113.7, 0, -0.6, 0, -0.1, 3, 3, -1.5, 0, 33.69, 0.07, 0.13, 0, 0, 4.5, 3, 180.6, 2.36, 0, 
10, eco2, 2, 118969, -129.6, 2223.6, 9831.8, 321.9, 46.5, 135.6, 179, 3.44, 196.6, 8.6, 174.9, 32.4, 4444.9, 575.1, 740, 113.9, 576.2, 97.6, 66.2, 14.4, 40.5, 33.5, 1301.8, 847.8, 5, 0.7, 20, 6.1, 3.7, 1.3, 2.9, 3.2, 0.3, 0.6, 1.3, 3.5, 44.3, 100.1, 0, -0.5, 0, -0.1, 2.7, 2.7, -1.4, 0, 33.71, 0.07, 0.16, 0, 0, 4.1, 2.6, 159.7, 2.24, 0, 
10, eco1, 3, 34085, -68.7, 2688.3, 9426.6, 282.5, 45.3, 165.1, 168.8, 4.19, 235.3, 10.2, 187.3, 36.1, 4243.4, 519.4, 651.1, 95.7, 521.9, 103.7, 62.1, 13.8, 38.7, 39.4, 1515.8, 1094.3, 4.9, 0.8, 17, 5.9, 3.1, 1.1, 2.6, 3.5, 0.3, 0.6, 1.4, 4.4, 56.2, 129.3, 0, -0.6, 0, -0.2, 2.9, 3.4, -1.6, 0, 33.44, 0.02, 0.05, 0, 0, 4.2, 2.9, 202.4, 2.84, 0, 
20, eco4, 0, 89511, -139.3, 3817.2, 12639, 523.1, 67.2, 228.9, 238.3, 4.21, 303.3, 16.2, 211.5, 36.1, 5731.2, 674.5, 1017.4, 145.5, 1145.6, 138.1, 139.5, 16.6, 59.2, 53.2, 2257.1, 1447.8, 6.2, 0.9, 20.9, 7.4, 4.3, 1.8, 5.7, 4.7, 0.7, 0.7, 1.9, 5.9, 66.7, 171.3, 0.1, -0.8, 0, -0.1, 4.6, 5.9, -3.7, 0, 33.86, 0.28, 0.25, 0, 0, 6.8, 4.2, 261.8, 2.25, 0, 
20, eco3, 1, 212017, -182.1, 2821.6, 10902.7, 492.3, 65.1, 205, 203.4, 3.46, 223.4, 13.1, 202.9, 35.3, 4922.2, 605.7, 860.7, 127.5, 1113.4, 123.4, 132.2, 16.4, 51, 45.6, 1758.5, 966.5, 6, 0.8, 20.3, 6.5, 4, 1.5, 5.6, 4.2, 0.7, 0.7, 1.7, 4.8, 48.9, 114.3, 0.1, -0.8, 0, -0.1, 4, 4.4, -2.9, 0, 33.85, 0.22, 0.19, 0, 0, 6, 3.9, 184.2, 1.89, 0, 
