Time, Species, ClimateRegion, NumberSitesChecked, AvgTempMult, AvgMinJanTempMult, AvgSoilMoistureMult, AvgProbEst
20,PrunSero,eco2,333,0.973,1.000,0.971,0.947
20,PrunSero,eco1,228,0.514,1.000,0.864,0.483
20,PrunPenn,eco4,1,0.000,1.000,1.000,0.000
20,PrunPenn,eco3,62,0.000,1.000,0.799,0.000
20,PrunPenn,eco2,40,0.000,1.000,0.820,0.000
20,PrunPenn,eco1,78,0.000,1.000,0.578,0.000
20,PlanOcid,eco4,13,0.733,1.000,0.996,0.733
20,PlanOcid,eco3,502,0.775,1.000,0.945,0.742
20,PlanOcid,eco2,308,0.855,1.000,0.933,0.803
20,PlanOcid,eco1,241,0.080,1.000,0.734,0.064
20,QuerAlba,eco4,95,0.729,1.000,0.997,0.729
20,QuerAlba,eco3,1382,0.769,1.000,0.975,0.757
20,QuerAlba,eco2,857,0.844,1.000,0.979,0.833
20,QuerAlba,eco1,471,0.130,1.000,0.898,0.127
20,QuerCocc,eco4,24,0.000,1.000,0.999,0.000
20,QuerCocc,eco3,488,0.038,1.000,0.965,0.037
20,QuerCocc,eco2,340,0.276,1.000,0.970,0.273
20,QuerCocc,eco1,248,0.000,1.000,0.880,0.000
20,QuerFalc,eco4,91,0.968,1.000,0.997,0.966
20,QuerFalc,eco3,1451,0.982,1.000,0.990,0.975
20,QuerFalc,eco2,845,0.999,1.000,0.990,0.989
20,QuerFalc,eco1,471,0.578,1.000,0.960,0.578
20,QuerRubr,eco4,83,0.000,1.000,0.985,0.000
20,QuerRubr,eco3,1407,0.027,1.000,0.971,0.027
20,QuerRubr,eco2,842,0.206,1.000,0.962,0.204
20,QuerRubr,eco1,492,0.000,1.000,0.852,0.000
20,QuerPrin,eco4,83,0.000,1.000,0.982,0.000
20,QuerPrin,eco3,1422,0.000,1.000,0.972,0.000
20,QuerPrin,eco2,809,0.000,1.000,0.968,0.000
20,QuerPrin,eco1,495,0.000,1.000,0.890,0.000
20,QuerVelu,eco4,28,0.478,1.000,0.999,0.478
20,QuerVelu,eco3,512,0.543,1.000,0.966,0.533
20,QuerVelu,eco2,324,0.669,1.000,0.961,0.655
20,QuerVelu,eco1,245,0.000,1.000,0.862,0.000
20,QuerStel,eco4,17,0.968,1.000,0.990,0.961
20,QuerStel,eco3,512,0.982,1.000,0.961,0.946
20,QuerStel,eco2,343,0.999,1.000,0.961,0.960
20,QuerStel,eco1,246,0.578,1.000,0.873,0.545
20,RobiPseu,eco4,2,0.994,1.000,1.000,0.994
20,RobiPseu,eco3,54,0.998,1.000,0.805,0.803
20,RobiPseu,eco2,39,1.000,1.000,0.863,0.862
20,RobiPseu,eco1,75,0.851,1.000,0.771,0.690
20,SassAlid,eco4,13,0.994,1.000,0.998,0.993
20,SassAlid,eco3,490,0.998,1.000,0.963,0.962
20,SassAlid,eco2,301,1.000,1.000,0.967,0.966
20,SassAlid,eco1,239,0.851,1.000,0.880,0.781
20,TiliAmer,eco4,89508,0.000,1.000,0.974,0.000
20,TiliAmer,eco3,211883,0.000,1.000,0.975,0.000
20,TiliAmer,eco2,118871,0.000,1.000,0.962,0.000
