Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
20, eco2, 2, 118969, -33, 2498.9, 9700.3, 260.7, 42.9, 119.8, 177, 3.28, 197.2, 8.9, 190.7, 37.1, 4367.1, 578.1, 840.4, 130.1, 936.4, 90.2, 113.7, 15.1, 45.6, 39.8, 1562.1, 851.3, 5.2, 0.8, 18.4, 6, 3.8, 1.4, 4.7, 3, 0.6, 0.6, 1.2, 4.3, 43.3, 100.7, 0.1, -0.5, 0, -0.2, 2.5, 3.2, -2.3, 0, 33.71, 0.17, 0.26, 0, 0, 3.6, 2, 161.6, 2.34, 0, 
20, eco1, 3, 34085, -116.3, 2838.6, 9184.4, 339.7, 49.7, 137.1, 172, 3.41, 232.6, 9.6, 232.7, 42.8, 4083.2, 509.3, 724.7, 106.6, 843, 91, 106.1, 13.5, 41.3, 43.3, 1655.6, 1098.3, 6.3, 1, 15.4, 5.7, 3.1, 1.2, 4.2, 3, 0.5, 0.5, 1.2, 4.8, 52.2, 130, 0.1, -0.5, 0, -0.2, 2.6, 3.5, -2.3, 0, 33.37, 0.13, 0.09, 0, 0, 4.5, 2.2, 199.8, 2.74, 0, 
30, eco4, 0, 89511, 104.1, 3908.4, 11078.3, 244.4, 38.9, 124.1, 201.8, 4.8, 293.8, 12.8, 193.1, 36.9, 5017, 605.8, 973.1, 139.8, 1259.9, 87.7, 160.8, 12.7, 53.1, 54.2, 2348.4, 1452.8, 4.9, 0.9, 17.7, 6.6, 3.8, 1.7, 6.3, 2.9, 0.8, 0.5, 1.2, 6.1, 63.5, 172.1, 0.1, -0.5, 0, -0.2, 2.9, 5.5, -4.1, 0, 33.6, 0, 0, 0, 0, 3.3, 1.9, 258.3, 3.45, 0, 
30, eco3, 1, 212017, 63.9, 3033.8, 9993.8, 243.9, 39, 132.5, 184.6, 4.06, 221.3, 11.1, 191.7, 36.9, 4507.8, 573.3, 870.9, 130, 1268.1, 85, 158.4, 13.4, 48, 49.7, 1965, 971.1, 5, 0.9, 17.8, 6.1, 3.8, 1.5, 6.3, 2.8, 0.8, 0.5, 1.2, 5.5, 50.1, 115.1, 0.1, -0.5, 0, -0.2, 2.8, 4.5, -3.7, 0, 33.62, 0.01, 0.01, 0, 0, 3.3, 2.1, 186.4, 2.8, 0, 
30, eco2, 2, 118969, 8.6, 2811.6, 9929.1, 285.8, 45.2, 130.9, 183.9, 3.64, 202.8, 10.5, 209.1, 39.6, 4460, 597.2, 886.9, 137.4, 1218.6, 77.5, 151.7, 13.4, 46, 46, 1863.8, 855.8, 5.9, 0.9, 17.9, 6.1, 3.8, 1.4, 6.1, 2.5, 0.8, 0.5, 1.1, 5.1, 45.7, 101.4, 0.1, -0.5, 0, -0.2, 2.6, 4.4, -3.6, 0, 33.63, 0.01, 0.02, 0, 0, 3.6, 2.2, 166.8, 2.66, 0, 
30, eco1, 3, 34085, 84.9, 3051.8, 9051.7, 149.9, 28.3, 101.6, 167, 4.63, 234.3, 8.7, 194.1, 38.7, 4063.2, 515, 787.7, 115.4, 1130.8, 84.6, 145.5, 14, 45.4, 48.3, 1855.1, 1103, 4.6, 0.9, 14.7, 5.8, 3.1, 1.3, 5.7, 2.8, 0.7, 0.5, 1.1, 5.4, 52.4, 130.7, 0.1, -0.4, 0, -0.2, 2.2, 3.5, -2.7, 0, 33.31, 0.01, 0, 0, 0, 1.9, 1.3, 203.9, 3.39, 0, 
40, eco4, 0, 89511, -60.8, 4071, 10997.4, 415.8, 58.9, 156, 217.3, 3.44, 294.3, 13.8, 198.3, 37.9, 4971.1, 600.4, 980.5, 139.6, 1497, 105.4, 191.9, 13.8, 56.9, 57.5, 2498.2, 1458.5, 5, 0.9, 16.9, 6.4, 3.7, 1.6, 7.5, 3.5, 1, 0.6, 1.4, 6.5, 62.9, 173, 0.1, -0.6, 0, -0.2, 3.3, 6, -4.7, 0, 33.69, 0.02, 0.05, 0, 0, 6.9, 2.6, 259.8, 2.63, 0, 
40, eco3, 1, 212017, -103.9, 3301.8, 10335.5, 425.1, 61.6, 158.1, 202.7, 2.84, 226.8, 12.5, 196.3, 37.9, 4659.6, 588.1, 915.4, 135.3, 1514.5, 101.6, 189, 14.4, 53.3, 55.6, 2216.2, 976.6, 5.2, 0.9, 17.9, 6.2, 3.8, 1.5, 7.6, 3.3, 0.9, 0.6, 1.4, 6.1, 52.7, 115.9, 0.1, -0.6, 0, -0.1, 3.2, 5.2, -4.2, 0, 33.73, 0.04, 0.05, 0, 0, 6.8, 2.9, 191.4, 2.09, 0, 
40, eco2, 2, 118969, -108.1, 3097.5, 10198.4, 414.7, 62, 153.8, 199.4, 2.7, 208.1, 11.7, 189.7, 37.2, 4605.3, 611.1, 941.2, 144.8, 1454.6, 94.7, 180.9, 14.7, 52, 52.1, 2132.4, 861, 5.1, 0.8, 18.2, 6.2, 3.8, 1.5, 7.3, 3.1, 0.9, 0.6, 1.3, 5.7, 48.7, 102.2, 0.1, -0.6, 0, -0.2, 2.9, 5, -4.1, 0, 33.73, 0.04, 0.06, 0, 0, 6.4, 3, 172.4, 2.02, 0, 
40, eco1, 3, 34085, -21.1, 3252.2, 9184.8, 311.2, 49.5, 111.7, 179.4, 3.79, 239.9, 11.1, 254.7, 48.4, 4052.3, 521.9, 819.3, 119.7, 1295.8, 84, 169.9, 13.8, 46.6, 52.9, 2044.5, 1108.2, 6.6, 1.1, 14.3, 5.8, 3.1, 1.4, 6.5, 2.7, 0.9, 0.5, 1.1, 5.9, 54.6, 131.6, 0.1, -0.5, 0, -0.2, 2.7, 4.6, -3.7, 0, 33.43, 0.02, 0.01, 0, 0, 4, 1.4, 207.6, 2.85, 0, 
50, eco4, 0, 89511, -14.7, 4227.5, 10846.2, 367.9, 52.6, 171.9, 218.4, 3.41, 297.5, 13.7, 200.9, 38.2, 4895.8, 593.2, 1011.9, 143.1, 1663.1, 116.4, 214.3, 15.4, 59.8, 60.9, 2642.3, 1464.5, 5.1, 0.9, 16.3, 6.2, 3.6, 1.7, 8.3, 3.9, 1.1, 0.6, 1.6, 6.9, 64, 174, 0.1, -0.6, 0, -0.2, 3.3, 6, -4.7, 0, 33.75, 0.15, 0.18, 0, 0, 5.7, 2.9, 263.7, 2.29, 0, 
50, eco3, 1, 212017, -32.5, 3542.3, 10332.7, 363.6, 53.4, 172, 210, 2.99, 233.5, 12.7, 196.4, 37.7, 4659.7, 586.9, 975.2, 142.8, 1660.7, 109.3, 208.7, 15.8, 57, 61.1, 2441.6, 982.6, 5.1, 0.9, 17.7, 6.1, 3.9, 1.6, 8.3, 3.6, 1, 0.6, 1.5, 6.8, 56.6, 116.9, 0.2, -0.6, 0, -0.1, 3.1, 5.5, -4.5, 0, 33.75, 0.16, 0.15, 0, 0, 5.7, 3.1, 198.3, 1.93, 0, 
50, eco2, 2, 118969, -18.8, 3350.2, 10271.4, 337.3, 50.4, 161.2, 206.7, 2.99, 215.4, 11.8, 193.2, 37.3, 4635.8, 611.1, 1010.7, 154.1, 1588, 101.4, 198.8, 16, 56, 57.6, 2369.9, 866.7, 5.2, 0.8, 18.2, 6.1, 4, 1.6, 7.9, 3.3, 1, 0.6, 1.4, 6.3, 52.7, 103.1, 0.1, -0.6, 0, -0.1, 2.8, 5.2, -4.3, 0, 33.76, 0.14, 0.14, 0, 0, 4.9, 3, 179.4, 1.93, 0, 
50, eco1, 3, 34085, -101.9, 3440.2, 9268.7, 416.5, 60.9, 173.8, 189.4, 3.1, 245.5, 12.7, 260.7, 48.8, 4095.9, 530.1, 831, 120.9, 1455.8, 103.7, 191.8, 15.2, 48.5, 57.1, 2220.7, 1113.9, 6.9, 1.1, 14.3, 5.8, 3, 1.4, 7.3, 3.4, 1, 0.6, 1.3, 6.4, 57.4, 132.5, 0.1, -0.6, 0, -0.2, 3.2, 5.3, -4.1, 0, 33.46, 0.19, 0.15, 0, 0, 6.1, 2.8, 213, 2.24, 0, 
60, eco4, 0, 89511, -100.4, 4356.6, 10760.8, 500.1, 69.4, 218.7, 230.8, 3.07, 300.8, 16.4, 224.7, 43.6, 4834.9, 590.7, 1001.1, 141.4, 1767.2, 129.8, 229.1, 16.8, 61.3, 63.5, 2760.9, 1470.9, 5.5, 1, 15.8, 6.1, 3.5, 1.6, 8.8, 4.3, 1.1, 0.7, 1.7, 7.1, 65.3, 175, 0.2, -0.8, 0, -0.1, 3.9, 7.3, -5.5, 0, 33.8, 0.24, 0.09, 0, 0, 7, 3.8, 267.2, 1.71, 0, 
60, eco3, 1, 212017, -109.4, 3738.8, 10298.3, 482.9, 69.1, 210.9, 222.8, 2.71, 239.6, 15.1, 220, 43.3, 4621.2, 584.3, 983.8, 143.7, 1747.6, 120.7, 221.3, 17.2, 59.1, 65.3, 2625.2, 989.2, 5.6, 1, 17.4, 6.1, 3.8, 1.6, 8.7, 4, 1.1, 0.7, 1.6, 7.2, 60.2, 117.9, 0.2, -0.7, 0, -0.1, 3.6, 6.7, -5.2, 0, 33.79, 0.32, 0.1, 0, 0, 6.3, 3.9, 204.1, 1.56, 0, 
60, eco2, 2, 118969, -110.9, 3555.4, 10248.7, 466.5, 69.3, 190.2, 219.6, 2.53, 221.5, 14, 217.1, 42.6, 4600.9, 605.2, 1016.9, 154.2, 1659.9, 106.2, 209.1, 16.4, 57, 61.6, 2563.7, 873, 5.7, 1, 18.1, 6, 4, 1.6, 8.3, 3.5, 1, 0.6, 1.4, 6.8, 56.8, 104.1, 0.2, -0.6, 0, -0.1, 3.1, 6.5, -5.1, 0, 33.8, 0.25, 0.08, 0, 0, 6.2, 3.6, 185.1, 1.58, 0, 
60, eco1, 3, 34085, -23.3, 3615.1, 9271.6, 380, 56.2, 170.3, 200, 3.17, 250.3, 14.2, 258.3, 49.4, 4098.5, 533.5, 851.9, 123.2, 1566.1, 105.3, 207.2, 15.6, 51.2, 60.8, 2382.9, 1120.1, 6.6, 1.1, 14.1, 5.8, 3, 1.4, 7.8, 3.5, 1, 0.6, 1.4, 6.8, 60.4, 133.5, 0.2, -0.7, 0, -0.1, 3.4, 6.1, -4.8, 0, 33.54, 0.53, 0.13, 0, 0, 5.4, 2.6, 218.2, 1.89, 0, 
70, eco4, 0, 89511, 5, 4461.1, 10417.6, 376.5, 54.6, 206, 225, 3.58, 305.2, 14.9, 240.9, 44.9, 4654.2, 574.8, 1035.4, 146, 1823.2, 125.6, 238.9, 17.2, 62.5, 65.8, 2855.5, 1477.3, 6.1, 1, 15.2, 5.9, 3.6, 1.7, 9.1, 4.2, 1.2, 0.7, 1.7, 7.5, 67.7, 176.1, 0.2, -0.7, 0, -0.2, 3.5, 6.6, -5.3, 0, 33.68, 0.2, 0.25, 0, 0, 5.1, 3.5, 271.7, 2.17, 0, 
70, eco3, 1, 212017, -7.9, 3903.2, 10160.2, 378.3, 55.9, 212.9, 223.4, 3.36, 247.3, 14.5, 235, 44.4, 4540.2, 576.7, 1028.5, 149.9, 1827.9, 124.6, 233.5, 18.3, 61.7, 69.2, 2776.2, 996.1, 6.1, 1, 17.3, 5.9, 4, 1.6, 9.1, 4.1, 1.2, 0.7, 1.6, 7.8, 64.3, 119, 0.2, -0.7, 0, -0.1, 3.4, 6.4, -5.2, 0, 33.69, 0.18, 0.2, 0, 0, 5, 3.9, 211.3, 1.94, 0, 
70, eco2, 2, 118969, -25.5, 3726.2, 10114.1, 378.2, 57.1, 185.6, 222.5, 3.1, 228.5, 13.5, 222.1, 42.8, 4532.9, 596.8, 1069.5, 161.9, 1736.7, 109.8, 220.3, 17.7, 60, 65.6, 2720.9, 879.7, 5.8, 1, 18.1, 5.9, 4.2, 1.7, 8.7, 3.6, 1.1, 0.7, 1.5, 7.3, 60.8, 105.2, 0.2, -0.6, 0, -0.1, 3, 6.2, -5.1, 0, 33.71, 0.18, 0.21, 0, 0, 4.9, 3.5, 191.9, 1.89, 0, 
70, eco1, 3, 34085, -20.9, 3750.1, 9003.1, 375.9, 54.2, 259.2, 203.4, 3.43, 256.3, 14.4, 240.7, 46.8, 3993.3, 524.6, 877.5, 126.8, 1636.3, 129.4, 218.2, 18.3, 54.8, 64.2, 2504.6, 1126.6, 5.9, 1.1, 13.8, 5.6, 3.1, 1.4, 8.2, 4.3, 1.1, 0.7, 1.6, 7.2, 64.2, 134.6, 0.2, -0.7, 0, -0.2, 3.4, 6.1, -4.6, 0, 33.37, 0.17, 0.1, 0, 0, 5.4, 4.7, 225.3, 1.93, 0, 
80, eco4, 0, 89511, 94.3, 4556.6, 10185.2, 295.4, 47.1, 147.7, 223.7, 3.86, 308.4, 14.9, 230.7, 44.1, 4556.8, 566.6, 1052.1, 147.6, 1892.8, 124, 248.8, 16.7, 63.5, 67.7, 2941.2, 1484.1, 5.7, 1, 14.8, 5.7, 3.6, 1.7, 9.5, 4.1, 1.2, 0.7, 1.7, 7.7, 69.9, 177.2, 0.2, -0.7, 0, -0.2, 3.7, 6.4, -5.3, 0, 33.82, 0.08, 0.17, 0, 0, 4.1, 2.2, 275.9, 2.78, 0, 
80, eco3, 1, 212017, 83.1, 4044.4, 9913.7, 299, 49.2, 143.3, 222.4, 3.54, 252.4, 14.4, 231.2, 44.7, 4428.2, 566, 1054.8, 153.1, 1890.7, 116.9, 242.6, 17.4, 62.5, 72.3, 2906.2, 1003.4, 5.8, 1, 16.9, 5.8, 4.1, 1.7, 9.5, 3.9, 1.2, 0.7, 1.6, 8.1, 68.5, 120.2, 0.2, -0.7, 0, -0.2, 3.6, 6.1, -5.3, 0, 33.82, 0.1, 0.12, 0, 0, 4.2, 2.2, 217.2, 2.54, 0, 
80, eco2, 2, 118969, 54.9, 3867.7, 9769.5, 310.3, 51.2, 136.2, 220.2, 3.36, 233.7, 13.5, 224.3, 43.4, 4367.3, 578.6, 1095.6, 165.9, 1783.6, 103.5, 228, 17.2, 60.7, 68.5, 2851.7, 886.7, 5.7, 1, 17.6, 5.6, 4.2, 1.7, 8.9, 3.4, 1.1, 0.7, 1.4, 7.7, 64.9, 106.4, 0.2, -0.6, 0, -0.2, 3.1, 6.1, -5.3, 0, 33.82, 0.13, 0.14, 0, 0, 4.1, 2.2, 197.8, 2.43, 0, 
80, eco1, 3, 34085, 24.6, 3875.7, 9107.4, 321.6, 52.1, 168.6, 211.7, 3.44, 261.8, 13.7, 256.2, 49.1, 4027.1, 528, 912.3, 130.4, 1708.6, 117.2, 227.1, 16.6, 55.6, 66.7, 2619.9, 1133.5, 6.5, 1.1, 14.1, 5.6, 3.2, 1.5, 8.6, 3.9, 1.1, 0.7, 1.5, 7.6, 67.3, 135.7, 0.2, -0.7, 0, -0.2, 3.4, 5.6, -4.7, 0, 33.56, 0.08, 0.02, 0, 0, 4.4, 2.7, 229.7, 2.51, 0, 
90, eco4, 0, 89511, -130.9, 4620.5, 9848.1, 490.5, 64.3, 217.1, 219.6, 3.04, 309.7, 14.8, 232.5, 42.7, 4390.9, 548.4, 1030.6, 144.2, 1906.4, 129.9, 251.8, 17.3, 62.4, 68.6, 2998.4, 1491, 6, 1, 14.1, 5.5, 3.4, 1.6, 9.5, 4.3, 1.3, 0.7, 1.7, 7.8, 71.4, 178.3, 0.2, -0.6, 0, -0.1, 3.2, 6.9, -5.2, 0, 33.69, 0.35, 0.27, 0, 0, 6.6, 3.8, 278, 1.86, 0, 
90, eco3, 1, 212017, -126.3, 4150.8, 9620.2, 481.6, 64.7, 226.3, 223.4, 2.84, 255.6, 14.6, 227.5, 42.8, 4289.5, 550.1, 1043.7, 151.2, 1926.5, 128.4, 248, 18.6, 62.6, 74.2, 3002.9, 1011, 5.9, 1, 16.2, 5.5, 4, 1.6, 9.6, 4.2, 1.2, 0.7, 1.6, 8.3, 71.3, 121.5, 0.2, -0.6, 0, -0.1, 3.1, 6.8, -5.1, 0, 33.71, 0.39, 0.23, 0, 0, 6.3, 4.2, 221.4, 1.76, 0, 
90, eco2, 2, 118969, -73.3, 3973.5, 9335.5, 417.3, 58.2, 213.2, 219.6, 2.84, 236.6, 13.6, 220.7, 42.4, 4165.2, 555.2, 1084.3, 164.6, 1822, 114.6, 233.7, 18.5, 60.8, 70.4, 2948.3, 894, 5.7, 1, 16.5, 5.3, 4.1, 1.6, 9.1, 3.7, 1.2, 0.7, 1.5, 7.9, 67.9, 107.5, 0.2, -0.6, 0, -0.1, 2.7, 6.6, -5.1, 0, 33.71, 0.34, 0.21, 0, 0, 6, 4.1, 202.4, 1.78, 0, 
90, eco1, 3, 34085, -164.4, 3967.3, 8648.5, 512.3, 67.1, 198.3, 203.4, 2.93, 265, 14.3, 276.2, 49.7, 3784.8, 502.4, 921.3, 132.2, 1687.8, 109.4, 227.7, 16.2, 53.3, 68.4, 2705.1, 1140.5, 7.6, 1.2, 13.2, 5.3, 3.2, 1.5, 8.4, 3.6, 1.1, 0.6, 1.4, 7.7, 70.2, 136.8, 0.2, -0.6, 0, -0.2, 3, 6.5, -4.9, 0, 33.52, 0.35, 0.15, 0, 0, 5.8, 3.4, 232.9, 1.88, 0, 
