"","Time","ClimateRegionName","ClimateRegionIndex","NumSites","NEEC","SOMTC","AGB","AG_NPPC","BG_NPPC","Litterfall","AgeMortality","MineralN","TotalN","GrossMineralization","C_LiveLeaf","C_LiveFRoot","C_LiveWood","C_LiveCRoot","C_DeadWood","C_DeadCRoot","C_DeadLeaf_Struc","C_DeadLeaf_Meta","C_DeadFRoot_Struc","C_DeadFRoot_Meta","C_SOM1surf","C_SOM1soil","C_SOM2","C_SOM3","N_Leaf","N_FRoot","N_Wood","N_CRoot","N_DeadWood","N_DeadCRoot","N_DeadLeaf_Struc","N_DeadLeaf_Meta","N_DeadFRoot_Struc","N_DeadFRoot_Meta","N_SOM1surf","N_SOM1soil","N_SOM2","N_SOM3","SurfStrucNetMin","SurfMetaNetMin","SoilStrucNetMin","SoilMetaNetMin","SOM1surfNetMin","SOM1soilNetMin","SOM2NetMin","SOM3NetMin","TotalNdep","StreamC","StreamN","FireCEfflux","FireNEfflux","Nuptake","Nresorbed","TotalSoilN","Nvol","FrassC","X"
"139",138," eco1",0,1,17.3,4503.4,3644,192.5,38.5,103.7,112.5,5.17,321.7,9.3,192.3,38.5,1520.6,304.1,703.5,104.8,1474.7,84.2,210.7,17.3,61.7,191.9,3033,1216.7,9.2,0.9,3.8,3.6,1.8,1.3,7.4,2.9,1.1,0.6,1.7,21.3,113.6,147.4,0.1,-0.3,0,-0.2,1.8,3.3,-2.4,0,3.44,0.02,0.05,0,0,2.2,3.1,301.1,3.36,0,NA
"140",139," eco1",0,1,6.2,4503.9,3692,234.8,47,100.3,112.1,4.91,322.1,10.8,204.7,40.9,1530.6,306.1,690.7,102.4,1465.3,78.1,209.2,15.8,60.1,191.7,3034.5,1217.6,9.8,1,3.8,3.6,1.7,1.2,7.3,2.7,1,0.6,1.6,21.2,113.8,147.6,0.1,-0.4,0,-0.3,2.2,3.9,-2.9,0,3.43,0.02,0.08,0,0,3,3,300.8,3.52,0,NA
"141",140," eco1",0,1,40.7,4506,3540,141.2,28.2,101.1,111.3,4.79,320.7,7.9,171.5,34.3,1492.8,298.6,710.3,106.3,1473.7,85.6,210.5,17.7,61.1,191.7,3034.9,1218.3,8.2,0.8,3.8,3.6,1.8,1.3,7.4,3,1.1,0.7,1.6,21.2,113.9,147.7,0.1,-0.3,0,-0.2,1.5,2.8,-2.1,0,3.43,0,0.03,0,0,2.5,3,301.3,3.13,0,NA
"142",141," eco1",0,1,-27.4,4507.5,3662,268.1,53.6,99.3,111.7,4.9,322.4,11,200.9,40.2,1520.5,304.1,693.7,103,1462.6,77.6,208.8,15.7,60,191.7,3036.5,1219.3,9.7,0.9,3.8,3.6,1.8,1.2,7.3,2.7,1,0.6,1.6,21.3,114.1,147.9,0.1,-0.4,0,-0.3,2.2,3.9,-2.9,0,3.42,0.04,0.09,0,0,2.9,3,301.4,3.27,0,NA
"143",142," eco1",0,1,-13.8,4507.8,3688,231.8,46.4,107,112.7,4.54,322.6,9.9,205.2,41,1528.3,305.7,691.3,102.7,1461.9,79.5,208.7,16.3,59.8,191.4,3036.5,1220.2,9.9,1,3.8,3.6,1.7,1.2,7.3,2.8,1,0.6,1.6,21.2,114.2,148,0.1,-0.3,0,-0.2,1.9,3.6,-2.6,0,3.43,0.03,0.07,0,0,3.6,3.2,301.3,2.8,0,NA
"144",143," eco1",0,1,14.8,4509.6,3642,193,38.6,102.6,111.8,5,322.9,9.3,195.2,39,1516.8,303.4,696,103.7,1463.1,81.3,208.9,16.7,60.5,191.5,3036.6,1221,9.4,0.9,3.8,3.6,1.8,1.2,7.3,2.8,1,0.6,1.6,21.2,114.4,148.1,0.1,-0.3,0,-0.2,1.8,3.3,-2.4,0,3.36,0.02,0.04,0,0,2.2,3.1,302.2,3.18,0,NA
"145",144," eco1",0,1,33.5,4511.9,3550,167.6,33.5,100,111,4.97,322.1,8.8,175.7,35.1,1492.9,298.6,704.8,105.4,1465.7,83.5,209.3,17.2,61.2,191.7,3037.2,1221.7,8.4,0.8,3.8,3.6,1.8,1.3,7.3,2.9,1,0.6,1.6,21.3,114.5,148.3,0.1,-0.3,0,-0.2,1.7,3.2,-2.3,0,3.4,0,0,0,0,2.6,3,302.5,3.18,0,NA
"146",145," eco1",0,1,41.9,4514.8,3430,142.1,28.4,89.6,108.7,5.34,321.6,8,154.3,30.9,1458.1,291.6,720.1,108.4,1467.8,84.9,209.6,17.5,62,192,3038.4,1222.4,7.4,0.7,3.7,3.5,1.8,1.3,7.3,2.9,1,0.6,1.7,21.3,114.6,148.4,0.1,-0.3,0,-0.2,1.6,2.8,-2.1,0,3.43,0,0.04,0,0,1.4,2.7,303.3,3.73,0,NA
"147",146," eco1",0,1,-24.6,4516.4,3538,252,50.4,92.5,109.1,5.06,322.8,10.4,182.8,36.6,1480.1,296,706.7,105.6,1457.1,77.7,208,15.7,60.8,192,3040.3,1223.3,8.8,0.9,3.7,3.5,1.8,1.3,7.3,2.7,1,0.6,1.6,21.3,114.8,148.5,0.1,-0.4,0,-0.3,2,3.7,-2.7,0,3.38,0,0,0,0,3.1,2.8,302.8,3.37,0,NA
"148",147," eco1",0,1,19.3,4516.2,3546,209.8,42,96.7,109,5,322.9,10.1,186.9,37.4,1480.2,296,696.3,103.6,1449.6,75.2,206.8,15.2,59.7,191.6,3040.7,1224.2,9,0.9,3.7,3.5,1.8,1.2,7.3,2.6,1,0.6,1.5,21.2,114.9,148.7,0.1,-0.3,0,-0.2,1.9,3.7,-2.7,0,3.36,0,0,0,0,3,2.9,302.8,3.22,0,NA
"149",148," eco1",0,1,-33.8,4515.7,3616,248.1,49.6,104.9,110.6,4.37,323.4,9.9,201.1,40.2,1498.6,299.7,691.3,102.6,1448.1,77.4,206.6,15.9,59.1,191.3,3040.2,1225.1,9.7,0.9,3.8,3.6,1.7,1.2,7.2,2.7,1,0.6,1.5,21.2,115,148.8,0.1,-0.3,0,-0.2,1.9,3.6,-2.6,0,3.38,0,0,0,0,4,3.1,302.5,2.63,0,NA
"150",149," eco1",0,1,30.6,4517.2,3522,168.1,33.6,102.4,109.8,4.76,323.1,8.7,179.4,35.9,1476.2,295.2,699.6,104.4,1452.6,82,207.3,17,60.3,191.5,3039.7,1225.8,8.6,0.8,3.7,3.5,1.8,1.2,7.3,2.9,1,0.6,1.6,21.2,115.1,149,0.1,-0.3,0,-0.2,1.6,3.1,-2.3,0,3.4,0,0,0,0,2.4,3.1,303.4,2.97,0,NA
"151",150," eco1",0,1,-8.5,4518.6,3540,215.1,43,97.6,109.2,4.98,323.8,9.4,185,37,1478.8,295.8,699.9,104.4,1450.8,81.2,207,16.7,60.5,191.6,3039.8,1226.6,8.9,0.9,3.7,3.5,1.8,1.2,7.3,2.8,1,0.6,1.6,21.2,115.2,149.1,0.1,-0.3,0,-0.2,1.8,3.4,-2.4,0,3.38,0,0.03,0,0,2.4,2.9,303.8,3.3,0,NA
"152",151," eco1",0,1,4.9,4520.5,3517,194.2,38.8,96.4,108.6,5.11,324.1,9,181.8,36.4,1471.2,294.2,704.3,105.3,1451.2,81.5,207.1,16.7,61,191.8,3040.3,1227.4,8.7,0.8,3.7,3.5,1.8,1.3,7.3,2.8,1,0.6,1.6,21.3,115.3,149.2,0.1,-0.3,0,-0.2,1.7,3.2,-2.3,0,3.38,0,0,0,0,2.4,2.9,304.2,3.29,0,NA
"153",152," eco1",0,1,31.4,4522.4,3449,171.4,34.3,95.3,108,5.01,323.4,8.9,168.8,33.8,1452.4,290.5,708.1,106,1451.2,81.9,207.1,16.8,61.5,191.9,3040.8,1228.2,8.1,0.8,3.6,3.5,1.8,1.3,7.3,2.8,1,0.6,1.6,21.3,115.4,149.3,0.1,-0.3,0,-0.2,1.7,3.2,-2.3,0,3.43,0.02,0.09,0,0,2.6,2.9,304.4,3.29,0,NA
"154",153," eco1",0,1,-56.9,4522.9,3592,273.7,54.7,97.8,108.8,4.38,324.7,10.2,202.3,40.5,1485.9,297.2,697.9,104,1445,78.1,206.1,15.9,60.2,191.9,3041.7,1229.1,9.7,0.9,3.7,3.5,1.8,1.2,7.2,2.7,1,0.6,1.6,21.3,115.5,149.5,0.1,-0.4,0,-0.2,2,3.6,-2.6,0,3.43,0.02,0.11,0,0,3.7,2.9,303.8,3.06,0,NA
"155",154," eco1",0,1,30,4522.8,3552,191.2,38.2,101.2,108.7,4.81,324.8,9.8,192.9,38.6,1476.6,295.3,693.3,103.1,1442.9,78.4,205.8,16,59.8,191.6,3041.5,1229.9,9.3,0.9,3.7,3.5,1.7,1.2,7.2,2.7,1,0.6,1.6,21.2,115.6,149.6,0.1,-0.3,0,-0.2,1.9,3.5,-2.5,0,3.37,0,0,0,0,2.6,3,304.4,3,0,NA
"156",155," eco1",0,1,-44.7,4523.6,3605,241.4,48.3,106.1,110.1,4.4,325.4,9.2,202.7,40.5,1492.1,298.4,696.6,103.8,1447,82.3,206.4,17,60.1,191.7,3041.2,1230.7,9.7,0.9,3.7,3.6,1.8,1.2,7.2,2.9,1,0.6,1.6,21.3,115.7,149.8,0.1,-0.3,0,-0.2,1.8,3.3,-2.4,0,3.39,0,0,0,0,3.7,3.2,304.4,2.63,0,NA
"157",156," eco1",0,1,13.4,4524,3608,214.7,42.9,103.6,109.7,4.87,326,10.3,202.2,40.4,1494,298.8,688.9,102.3,1443.8,80.2,205.9,16.4,59.7,191.6,3041,1231.6,9.7,0.9,3.8,3.6,1.7,1.2,7.2,2.8,1,0.6,1.6,21.3,115.7,149.9,0.1,-0.4,0,-0.3,2,3.7,-2.6,0,3.35,0,0,0,0,2.5,3.1,305,3.12,0,NA
"158",157," eco1",0,1,-25.6,4524.1,3660,241.7,48.3,106.7,110.8,4.64,326.5,10,211.5,42.3,1509,301.8,685.4,101.7,1443.8,80.7,205.9,16.5,59.6,191.6,3040.5,1232.5,10.2,1,3.8,3.6,1.7,1.2,7.2,2.8,1,0.6,1.6,21.3,115.8,150.1,0.1,-0.4,0,-0.2,1.9,3.6,-2.6,0,3.38,0,0,0,0,3.5,3.2,305.1,2.91,0,NA
"159",158," eco1",0,1,-70.9,4525.7,3685,238.2,47.6,114,112.5,3.91,326.8,8.2,211.8,42.4,1520.3,304.1,705.3,105.8,1459,91.7,208.3,19.2,60.4,191.8,3040.3,1233.2,10.2,1,3.8,3.6,1.8,1.3,7.3,3.2,1,0.7,1.7,21.3,115.9,150.2,0.1,-0.3,0,-0.2,1.6,2.9,-2.1,0,3.37,0.03,0.04,0,0,4,3.4,305.1,2.3,0,NA
"160",159," eco1",0,1,-6.9,4530.9,3661,214.7,42.9,112.9,112.9,4.36,327.2,9.5,201.9,40.4,1519.1,303.8,710.1,106.6,1466.4,92.7,209.4,19.3,62.6,192.6,3041.7,1233.9,9.7,0.9,3.8,3.6,1.8,1.3,7.3,3.2,1,0.7,1.8,21.4,116,150.3,0.1,-0.4,0,-0.3,1.9,3.3,-2.4,0,3.39,0,0,0,0,3,3.4,306.1,2.53,0,NA
"161",160," eco1",0,1,-8.9,4534.1,3703,240.9,48.2,108.4,112.9,4.98,328.3,10.7,209.2,41.8,1531.5,306.3,702.5,105,1464.8,87.3,209.1,17.8,62.1,193,3044.1,1234.8,10.1,1,3.8,3.6,1.8,1.3,7.3,3,1,0.7,1.7,21.4,116.1,150.5,0.1,-0.4,0,-0.3,2.2,3.7,-2.6,0,3.42,0.03,0.12,0,0,2.5,3.2,306.8,3.18,0,NA
"162",161," eco1",0,1,-53.3,4535.3,3821,284.7,56.9,114.7,114.8,4.37,329.1,11,231.1,46.2,1564.8,313,693.4,103.2,1464.1,85,209,17.3,61,192.9,3045.7,1235.8,11.1,1.1,3.9,3.7,1.7,1.2,7.3,3,1,0.6,1.7,21.4,116.2,150.6,0.1,-0.4,0,-0.3,2.2,3.9,-2.7,0,3.4,0.03,0.04,0,0,4.3,3.4,306.3,2.8,0,NA
"163",162," eco1",0,1,14.5,4538.5,3733,188.7,37.7,115.1,114.8,4.74,328.8,9.2,206.6,41.3,1548.1,309.6,704.7,105.4,1474.2,90.4,210.5,18.7,62.3,193.1,3046.6,1236.6,9.9,1,3.9,3.7,1.8,1.3,7.4,3.1,1.1,0.7,1.7,21.4,116.3,150.7,0.1,-0.3,0,-0.2,1.8,3.2,-2.3,0,3.39,0,0,0,0,2.8,3.4,307.2,2.84,0,NA
"164",163," eco1",0,1,-33.5,4542.4,3759,238.6,47.7,111.2,115.1,4.83,329.5,9.6,209.9,42,1557,311.4,711.1,106.6,1479.8,91.1,211.4,18.8,62.7,193.5,3048.8,1237.4,10.1,1,3.9,3.7,1.8,1.3,7.4,3.2,1.1,0.7,1.8,21.5,116.5,150.9,0.1,-0.4,0,-0.3,2,3.3,-2.4,0,3.39,0,0,0,0,2.9,3.3,307.7,3.04,0,NA
"165",164," eco1",0,1,42.6,4544.9,3735,205.8,41.2,103.4,113.7,5.4,329.6,11,205.3,41.1,1550.3,310.1,700.1,104.4,1472.8,83,210.3,16.7,61.6,193.5,3051.5,1238.3,9.9,1,3.9,3.7,1.8,1.2,7.4,2.9,1.1,0.6,1.7,21.5,116.6,151,0.1,-0.4,0,-0.3,2.3,3.8,-2.7,0,3.37,0.03,0.05,0,0,2.1,3.1,308.1,3.79,0,NA
"166",165," eco1",0,1,-45.4,4547.2,3749,232.5,46.5,110.4,115.2,4.51,329.4,8.9,206.4,41.3,1556,311.2,714.1,107.1,1481.7,89.2,211.6,18.4,61.8,193.5,3052.8,1239,9.9,1,3.9,3.7,1.8,1.3,7.4,3.1,1.1,0.7,1.7,21.5,116.7,151.2,0.1,-0.3,0,-0.2,1.8,3.1,-2.2,0,3.46,0.07,0.16,0,0,3.8,3.3,307.8,2.86,0,NA
"167",166," eco1",0,1,-11.5,4550.6,3784,244.1,48.8,112.1,115.9,4.64,330,10.7,211.5,42.3,1567,313.4,708.1,105.9,1481,86.6,211.5,17.7,61.9,193.7,3055,1239.9,10.2,1,3.9,3.7,1.8,1.3,7.4,3,1.1,0.7,1.7,21.5,116.8,151.3,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.38,0,0,0,0,3.4,3.4,308.1,2.82,0,NA
"168",167," eco1",0,1,19.8,4554.3,3715,188.7,37.7,106.3,114.8,5.18,330,9.3,195.8,39.2,1550.4,310.1,716,107.4,1485,87.9,212.1,18,62.8,193.9,3056.9,1240.7,9.4,0.9,3.9,3.7,1.8,1.3,7.4,3.1,1.1,0.7,1.7,21.5,116.9,151.4,0.1,-0.3,0,-0.2,1.9,3.3,-2.3,0,3.37,0,0,0,0,2.1,3.2,309,3.36,0,NA
"169",168," eco1",0,1,-14.8,4556.8,3764,246.9,49.4,108.3,115.6,4.9,330.3,10.7,206,41.2,1563.2,312.6,709.3,106,1482.1,84.7,211.7,17.3,62,193.9,3059.3,1241.6,9.9,1,3.9,3.7,1.8,1.3,7.4,2.9,1.1,0.6,1.7,21.5,117,151.6,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.38,0,0,0,0,3.5,3.2,308.7,3.11,0,NA
"170",169," eco1",0,1,-0.5,4559,3770,227.5,45.5,108.7,115.7,5.02,330.6,10.3,206.4,41.3,1565.8,313.2,706.7,105.4,1481.3,83.7,211.5,17.1,61.6,193.8,3061,1242.5,9.9,1,3.9,3.7,1.8,1.3,7.4,2.9,1.1,0.6,1.7,21.5,117.1,151.7,0.1,-0.4,0,-0.3,2,3.6,-2.6,0,3.42,0.01,0.08,0,0,2.9,3.3,309,3.17,0,NA
"171",170," eco1",0,1,35.3,4561.9,3678,176,35.2,104.6,114.6,5.16,329.9,9.3,186.3,37.3,1542.7,308.5,713.9,106.8,1483.8,85.3,211.9,17.5,62.3,193.9,3062.3,1243.3,9,0.9,3.9,3.7,1.8,1.3,7.4,3,1.1,0.6,1.7,21.5,117.2,151.9,0.1,-0.3,0,-0.2,1.8,3.3,-2.3,0,3.38,0,0,0,0,2.5,3.1,309.5,3.3,0,NA
"172",171," eco1",0,1,-9.7,4565.2,3658,205.7,41.1,101,114,5.12,330.1,9,184.1,36.8,1535.6,307.1,724.1,108.8,1486.8,86.9,212.4,17.9,62.8,194.1,3064.2,1244.1,8.9,0.9,3.9,3.7,1.8,1.3,7.4,3,1.1,0.7,1.7,21.5,117.3,152,0.1,-0.3,0,-0.2,1.8,3.2,-2.2,0,3.38,0.02,0.05,0,0,2.4,3,309.8,3.45,0,NA
"173",172," eco1",0,1,35.4,4567.6,3645,202.1,40.4,95.9,112.7,5.57,330.4,10.5,185.2,37,1528,305.6,714.8,106.8,1478,80.1,211,16.2,61.9,194.1,3066.6,1245,8.9,0.9,3.8,3.6,1.8,1.3,7.4,2.8,1.1,0.6,1.6,21.5,117.4,152.2,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.36,0,0,0,0,2.1,2.9,310.1,3.77,0,NA
"174",173," eco1",0,1,-37.2,4568.3,3741,265.4,53.1,105.6,114.4,4.72,330.8,10.6,207,41.4,1551.6,310.3,705.6,105,1473.2,78.8,210.3,16,60.9,193.8,3067.8,1245.9,10,1,3.9,3.7,1.8,1.3,7.4,2.7,1.1,0.6,1.6,21.5,117.5,152.3,0.1,-0.4,0,-0.2,2,3.8,-2.7,0,3.47,0.02,0.11,0,0,4.2,3.2,309.3,2.94,0,NA
"175",174," eco1",0,1,-31.1,4569.5,3782,248.6,49.7,113.8,115.9,4.31,331.2,10.1,212.6,42.5,1565,313,704.8,104.9,1475.9,82.7,210.7,17,60.9,193.6,3068.2,1246.8,10.2,1,3.9,3.7,1.8,1.3,7.4,2.9,1.1,0.6,1.6,21.4,117.5,152.4,0.1,-0.4,0,-0.2,1.9,3.6,-2.5,0,3.42,0,0,0,0,4.1,3.4,309.3,2.48,0,NA
"176",175," eco1",0,1,-3.7,4571.7,3767,219.6,43.9,110.9,115.7,4.79,331.7,9.8,207,41.4,1563.5,312.7,707.6,105.5,1479.1,85,211.2,17.5,61.5,193.8,3068.8,1247.6,10,1,3.9,3.7,1.8,1.3,7.4,3,1.1,0.6,1.6,21.5,117.6,152.6,0.1,-0.4,0,-0.2,1.9,3.5,-2.5,0,3.43,0.03,0.11,0,0,2.6,3.3,310.1,2.98,0,NA
"177",176," eco1",0,1,-30.8,4574.1,3814,250.5,50.1,111.9,116.4,4.74,332.5,10.2,215.4,43.1,1577.3,315.5,707.1,105.4,1480.7,85.4,211.4,17.6,61.7,194,3069.9,1248.5,10.4,1,4,3.8,1.8,1.3,7.4,3,1.1,0.6,1.7,21.5,117.6,152.7,0.1,-0.4,0,-0.3,2,3.6,-2.5,0,3.39,0,0,0,0,3.4,3.3,310.4,2.9,0,NA
"178",177," eco1",0,1,-27.2,4577.2,3824,233.7,46.7,112,116.7,4.83,333.1,9.6,215.5,43.1,1582.1,316.4,714.2,106.8,1486.3,88.1,212.3,18.2,62.2,194.4,3071.3,1249.3,10.4,1,4,3.8,1.8,1.3,7.4,3.1,1.1,0.7,1.7,21.5,117.7,152.9,0.1,-0.4,0,-0.2,1.9,3.4,-2.4,0,3.48,0.07,0.11,0,0,3,3.3,310.9,2.95,0,NA
"179",178," eco1",0,1,41.7,4580.2,3754,188.9,37.8,106.3,115.5,5.24,332.7,10.2,199.9,40,1564.8,313,713.2,106.6,1485.3,85.7,212.1,17.5,62.4,194.6,3073.1,1250.1,9.6,0.9,3.9,3.7,1.8,1.3,7.4,3,1.1,0.6,1.7,21.6,117.8,153,0.1,-0.4,0,-0.3,2,3.6,-2.5,0,3.37,0,0,0,0,2.4,3.2,311.4,3.4,0,NA
"180",179," eco1",0,1,-10.2,4583.3,3749,218.6,43.7,105.7,115.6,5.13,332.8,9.6,199.2,39.8,1562.9,312.6,719,107.7,1487.6,86.5,212.4,17.7,62.7,194.7,3074.8,1251,9.6,0.9,3.9,3.7,1.8,1.3,7.4,3,1.1,0.7,1.7,21.6,117.9,153.1,0.1,-0.3,0,-0.2,1.9,3.4,-2.4,0,3.38,0,0,0,0,2.9,3.2,311.6,3.3,0,NA
"181",180," eco1",0,1,-18.7,4584.9,3830,265,53,110,116.7,4.88,333.5,11.3,216.4,43.3,1584,316.8,705.6,105,1481.8,81.6,211.5,16.5,61.3,194.7,3077,1251.9,10.4,1,4,3.8,1.8,1.3,7.4,2.8,1.1,0.6,1.7,21.6,118,153.3,0.1,-0.4,0,-0.3,2.3,4,-2.8,0,3.42,0.04,0.09,0,0,3.8,3.3,311.3,2.99,0,NA
"182",181," eco1",0,1,-5.6,4587.4,3789,212.3,42.5,114.4,117.4,4.52,333,9.4,203.8,40.8,1577,315.4,714.5,106.8,1489.1,87.3,212.7,18,62.2,194.7,3077.8,1252.7,9.8,0.9,4,3.8,1.8,1.3,7.5,3,1.1,0.7,1.7,21.6,118,153.4,0.1,-0.3,0,-0.2,1.8,3.3,-2.3,0,3.39,0,0,0,0,3.7,3.4,311.5,2.71,0,NA
"183",182," eco1",0,1,-21.4,4590.3,3830,248.5,49.7,111.7,117.6,4.8,334,10.5,211.4,42.3,1588.7,317.7,712.1,106.3,1489.2,86,212.7,17.6,62.1,194.9,3079.6,1253.6,10.2,1,4,3.8,1.8,1.3,7.5,3,1.1,0.7,1.7,21.6,118.1,153.6,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.37,0.02,0.08,0,0,2.9,3.3,312,3,0,NA
"184",183," eco1",0,1,0.8,4593.9,3767,197.5,39.5,109.6,117,4.91,333.8,9,196.6,39.3,1574.3,314.9,725.7,108.9,1496.8,90.3,213.8,18.7,63.2,195.2,3081.2,1254.4,9.5,0.9,4,3.7,1.8,1.3,7.5,3.1,1.1,0.7,1.7,21.6,118.2,153.7,0.1,-0.3,0,-0.2,1.8,3.2,-2.2,0,3.42,0.05,0.06,0,0,2.6,3.3,312.6,3.14,0,NA
"185",184," eco1",0,1,-40.8,4597.7,3858,268.3,53.7,108.4,117.5,4.81,334.9,10.6,217.1,43.4,1596.4,319.3,720.7,107.8,1494.5,86.2,213.4,17.6,62.8,195.5,3084.1,1255.3,10.4,1,4,3.8,1.8,1.3,7.5,3,1.1,0.7,1.7,21.7,118.3,153.9,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.43,0.02,0.11,0,0,3.2,3.2,312.5,3.18,0,NA
"186",185," eco1",0,1,26.5,4600.1,3826,210.9,42.2,108.9,117.1,5.05,334.8,10.6,209.4,41.9,1589,317.8,716,106.9,1492.3,84.1,213.1,17.1,62.2,195.5,3086.2,1256.2,10.1,1,4,3.8,1.8,1.3,7.5,2.9,1.1,0.6,1.7,21.7,118.4,154,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.35,0,0,0,0,2.9,3.3,312.9,3.24,0,NA
"187",186," eco1",0,1,67.5,4603.3,3660,145.7,29.1,107.3,116.3,5.05,333.1,9.2,172,34.4,1548.4,309.7,726.3,108.9,1497.4,87.8,213.9,18.1,63.3,195.6,3087.5,1257,8.3,0.8,3.9,3.7,1.8,1.3,7.5,3.1,1.1,0.7,1.7,21.7,118.4,154.2,0.1,-0.3,0,-0.2,1.8,3.2,-2.3,0,3.42,0,0,0,0,2.7,3.2,313.3,3.24,0,NA
"188",187," eco1",0,1,49.1,4607.1,3533,140.8,28.2,87.9,112.5,5.95,332.9,8.2,151.7,30.3,1509.1,301.8,742.6,112,1497.6,87,213.9,17.9,63.9,195.9,3089.7,1257.7,7.3,0.7,3.8,3.6,1.9,1.3,7.5,3,1.1,0.7,1.7,21.7,118.5,154.3,0.1,-0.3,0,-0.2,1.6,2.9,-2,0,3.43,0.01,0.08,0,0,0.4,2.6,314.4,4.31,0,NA
"189",188," eco1",0,1,-19.5,4608.8,3668,267.3,53.5,91.3,112.8,5.24,333.8,11.3,188.7,37.7,1535.3,307.1,721.7,107.7,1481.2,75.8,211.4,15.1,61.6,195.7,3092.9,1258.6,9.1,0.9,3.9,3.7,1.8,1.3,7.4,2.6,1.1,0.6,1.6,21.6,118.6,154.4,0.1,-0.4,0,-0.3,2.2,4,-2.8,0,3.42,0.04,0.1,0,0,3.4,2.7,313.2,3.77,0,NA
"190",189," eco1",0,1,-41.2,4608.7,3767,266,53.2,104.6,114.5,4.41,334.3,10.4,211.8,42.4,1559.1,311.8,712.8,105.9,1476.5,76.4,210.7,15.5,60.6,195.1,3093.5,1259.5,10.2,1,3.9,3.7,1.8,1.3,7.4,2.7,1.1,0.6,1.5,21.6,118.6,154.6,0.1,-0.3,0,-0.2,2,3.8,-2.7,0,3.4,0.02,0.04,0,0,4.3,3.1,312.5,2.81,0,NA
"191",190," eco1",0,1,-11.4,4609.6,3782,231.1,46.2,109,115,4.56,334.9,10,213.7,42.7,1564.3,312.9,710.6,105.6,1477,79.6,210.8,16.3,60.8,195,3093.4,1260.4,10.3,1,3.9,3.7,1.8,1.3,7.4,2.8,1.1,0.6,1.6,21.6,118.7,154.7,0.1,-0.3,0,-0.2,1.9,3.6,-2.5,0,3.4,0.04,0.08,0,0,3.2,3.3,312.9,2.72,0,NA
"192",191," eco1",0,1,43.3,4610.5,3709,185.6,37.1,105.8,114.3,5.01,334.6,10,197,39.4,1546.5,309.3,708.4,105.3,1475.8,80.4,210.6,16.5,61.1,194.9,3093.2,1261.3,9.5,0.9,3.9,3.7,1.8,1.3,7.4,2.8,1.1,0.6,1.6,21.6,118.7,154.9,0.1,-0.3,0,-0.2,1.9,3.6,-2.5,0,3.46,0.05,0.15,0,0,2.5,3.2,313.6,3.15,0,NA
"193",192," eco1",0,1,-52.8,4610.8,3816,275.3,55.1,109.4,115.7,4.47,335.6,10.5,219.8,44,1574,314.8,703.2,104.3,1474.1,80.6,210.3,16.5,60.6,194.8,3093.2,1262.2,10.6,1,4,3.7,1.8,1.2,7.4,2.8,1.1,0.6,1.6,21.6,118.7,155,0.1,-0.4,0,-0.3,2,3.7,-2.6,0,3.41,0.02,0.04,0,0,3.9,3.3,313.3,2.85,0,NA
"194",193," eco1",0,1,-43.6,4611.4,3888,269.1,53.8,117.7,117.5,4.35,336.5,10.6,231.3,46.3,1596.5,319.3,699.8,103.8,1476.7,83.3,210.7,17.1,60.7,194.9,3092.8,1263.1,11.1,1.1,4,3.8,1.8,1.2,7.4,2.9,1.1,0.6,1.6,21.6,118.7,155.2,0.1,-0.4,0,-0.2,2,3.8,-2.7,0,3.4,0.02,0.04,0,0,4,3.5,313.4,2.45,0,NA
"195",194," eco1",0,1,-27.4,4612.8,3906,247.3,49.5,120.4,118.6,4.35,336.9,10.2,229.6,45.9,1606.5,321.3,702.7,104.5,1483.1,87.4,211.7,18.1,61.1,195.1,3092.7,1264,11,1.1,4,3.8,1.8,1.3,7.4,3,1.1,0.7,1.7,21.7,118.8,155.3,0.1,-0.4,0,-0.3,2,3.6,-2.5,0,3.38,0,0,0,0,3.7,3.6,313.9,2.5,0,NA
"196",195," eco1",0,1,7.6,4615.1,3877,222.3,44.5,117.3,118.6,4.84,337.2,10.5,218.9,43.8,1603.4,320.7,703.8,104.8,1486.8,88.1,212.2,18.1,61.9,195.4,3093,1264.9,10.5,1,4,3.8,1.8,1.3,7.4,3.1,1.1,0.7,1.7,21.7,118.8,155.5,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.42,0.01,0.07,0,0,2.8,3.5,314.8,2.94,0,NA
"197",196," eco1",0,1,-42.2,4617.6,3932,263.5,52.7,117.8,119.6,4.83,338.1,10.5,227.7,45.5,1620.8,324.2,706.2,105.3,1491,88.8,212.9,18.2,62.4,195.7,3093.9,1265.8,10.9,1.1,4.1,3.9,1.8,1.3,7.5,3.1,1.1,0.7,1.7,21.7,118.9,155.6,0.1,-0.4,0,-0.3,2.1,3.7,-2.6,0,3.41,0,0,0,0,3.4,3.5,315.1,2.91,0,NA
