Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
5, AcerPens, 0, 0, 51, 9437, 
5, AmelArbo, 0, 0, 252, 6781, 
5, AescBuck, 0, 0, 46, 250, 
5, AcerRubr, 0, 0, 1599, 279583, 
5, AcerSacc, 0, 0, 111, 90920, 
5, BetuAlle, 0, 0, 4, 0, 
5, BetuNigr, 0, 0, 2, 0, 
5, BetuLent, 0, 0, 432, 0, 
5, CaryOvat, 0, 0, 35, 1759, 
5, CaryAlba, 0, 0, 1084, 9942, 
5, CaryGlab, 0, 0, 1195, 8825, 
5, CaryCodi, 0, 0, 4, 120, 
5, CornFlor, 0, 0, 2026, 23417, 
5, FraxPenn, 0, 0, 118, 735, 
5, FraxAmer, 0, 0, 59, 7212, 
5, FaguGran, 0, 0, 454, 14949, 
5, JuglNigr, 0, 0, 6, 178, 
5, HaleDipt, 0, 0, 148, 2630, 
5, IlexOpac, 0, 0, 499, 789, 
5, LiriTuli, 0, 0, 1823, 0, 
5, LiquStyr, 0, 0, 826, 865, 
5, MagnAcum, 0, 0, 125, 531, 
5, MagnMacr, 0, 0, 456, 1429, 
5, NyssSylv, 0, 0, 2226, 29567, 
5, OxydArbo, 0, 0, 4951, 26676, 
5, PrunSero, 0, 0, 792, 8755, 
5, PrunPenn, 0, 0, 2, 0, 
5, PlanOcid, 0, 0, 35, 1154, 
5, QuerAlba, 0, 0, 3182, 21928, 
5, QuerCocc, 0, 0, 1776, 11410, 
5, QuerFalc, 0, 0, 420, 0, 
5, QuerRubr, 0, 0, 747, 13760, 
5, QuerPrin, 0, 0, 2839, 19693, 
5, QuerVelu, 0, 0, 994, 8009, 
5, QuerStel, 0, 0, 787, 421, 
5, RobiPseu, 0, 0, 760, 1455, 
5, SassAlid, 0, 0, 296, 3980, 
5, TiliAmer, 0, 0, 70, 43203, 
5, TiliAmhe, 0, 0, 6, 3622, 
5, TsugCana, 0, 0, 0, 126916, 
5, PinuVirg, 0, 0, 0, 2173, 
5, PinuTaed, 0, 0, 0, 0, 
5, PinuStro, 0, 0, 0, 15273, 
5, PinuRigi, 0, 0, 207, 937, 
5, PinuPung, 0, 0, 2, 55, 
5, FrasFirr, 0, 0, 0, 0, 
5, PiceRube, 0, 0, 0, 0, 
5, PinuEnch, 0, 0, 2016, 717, 
10, AcerPens, 0, 0, 80, 6211, 
10, AmelArbo, 0, 0, 233, 6678, 
10, AescBuck, 0, 0, 54, 129, 
10, AcerRubr, 0, 0, 1969, 254093, 
10, AcerSacc, 0, 0, 153, 90457, 
10, BetuAlle, 0, 0, 4, 0, 
10, BetuNigr, 0, 0, 0, 0, 
10, BetuLent, 0, 0, 544, 0, 
10, CaryOvat, 0, 0, 42, 1060, 
10, CaryAlba, 0, 0, 848, 6849, 
10, CaryGlab, 0, 0, 1130, 6679, 
10, CaryCodi, 0, 0, 1, 35, 
10, CornFlor, 0, 0, 1623, 18009, 
10, FraxPenn, 0, 0, 93, 531, 
10, FraxAmer, 0, 0, 105, 4928, 
10, FaguGran, 0, 0, 422, 11406, 
10, JuglNigr, 0, 0, 9, 263, 
10, HaleDipt, 0, 0, 140, 3663, 
10, IlexOpac, 0, 0, 429, 6638, 
10, LiriTuli, 0, 0, 1650, 795, 
10, LiquStyr, 0, 0, 583, 1068, 
10, MagnAcum, 0, 0, 128, 401, 
10, MagnMacr, 0, 0, 487, 1499, 
10, NyssSylv, 0, 0, 2371, 29486, 
10, OxydArbo, 0, 0, 4575, 34224, 
10, PrunSero, 0, 0, 642, 5394, 
10, PrunPenn, 0, 0, 3, 0, 
10, PlanOcid, 0, 0, 25, 478, 
10, QuerAlba, 0, 0, 2541, 17430, 
10, QuerCocc, 0, 0, 1578, 6476, 
10, QuerFalc, 0, 0, 352, 0, 
10, QuerRubr, 0, 0, 735, 8543, 
10, QuerPrin, 0, 0, 2707, 13257, 
10, QuerVelu, 0, 0, 631, 4140, 
10, QuerStel, 0, 0, 609, 803, 
10, RobiPseu, 0, 0, 779, 545, 
10, SassAlid, 0, 0, 254, 2317, 
10, TiliAmer, 0, 0, 95, 10638, 
10, TiliAmhe, 0, 0, 9, 940, 
10, TsugCana, 0, 0, 0, 91133, 
10, PinuVirg, 0, 0, 0, 1705, 
10, PinuTaed, 0, 0, 0, 0, 
10, PinuStro, 0, 0, 0, 3949, 
10, PinuRigi, 0, 0, 186, 94, 
10, PinuPung, 0, 0, 5, 8, 
10, FrasFirr, 0, 0, 0, 0, 
10, PiceRube, 0, 0, 0, 0, 
10, PinuEnch, 0, 0, 1540, 872, 
15, AcerPens, 0, 0, 90, 6505, 
15, AmelArbo, 0, 0, 230, 5626, 
15, AescBuck, 0, 0, 50, 70, 
15, AcerRubr, 0, 0, 1943, 289688, 
15, AcerSacc, 0, 0, 188, 91714, 
15, BetuAlle, 0, 0, 8, 0, 
15, BetuNigr, 0, 0, 0, 0, 
15, BetuLent, 0, 0, 522, 0, 
15, CaryOvat, 0, 0, 53, 617, 
15, CaryAlba, 0, 0, 811, 4438, 
15, CaryGlab, 0, 0, 1011, 4608, 
15, CaryCodi, 0, 0, 4, 31, 
15, CornFlor, 0, 0, 1295, 15629, 
15, FraxPenn, 0, 0, 52, 288, 
15, FraxAmer, 0, 0, 120, 4077, 
15, FaguGran, 0, 0, 446, 9260, 
15, JuglNigr, 0, 0, 12, 84, 
15, HaleDipt, 0, 0, 162, 3249, 
15, IlexOpac, 0, 0, 350, 4863, 
15, LiriTuli, 0, 0, 1631, 1139, 
15, LiquStyr, 0, 0, 381, 998, 
15, MagnAcum, 0, 0, 132, 235, 
15, MagnMacr, 0, 0, 472, 932, 
15, NyssSylv, 0, 0, 2534, 24451, 
15, OxydArbo, 0, 0, 4036, 29199, 
15, PrunSero, 0, 0, 501, 3037, 
15, PrunPenn, 0, 0, 1, 0, 
15, PlanOcid, 0, 0, 18, 190, 
15, QuerAlba, 0, 0, 2718, 11574, 
15, QuerCocc, 0, 0, 1588, 3988, 
15, QuerFalc, 0, 0, 173, 3642, 
15, QuerRubr, 0, 0, 1083, 5204, 
15, QuerPrin, 0, 0, 3275, 7794, 
15, QuerVelu, 0, 0, 702, 2498, 
