"","Time","ClimateRegionName","ClimateRegionIndex","NumSites","NEEC","SOMTC","AGB","AG_NPPC","BG_NPPC","Litterfall","AgeMortality","MineralN","TotalN","GrossMineralization","C_LiveLeaf","C_LiveFRoot","C_LiveWood","C_LiveCRoot","C_DeadWood","C_DeadCRoot","C_DeadLeaf_Struc","C_DeadLeaf_Meta","C_DeadFRoot_Struc","C_DeadFRoot_Meta","C_SOM1surf","C_SOM1soil","C_SOM2","C_SOM3","N_Leaf","N_FRoot","N_Wood","N_CRoot","N_DeadWood","N_DeadCRoot","N_DeadLeaf_Struc","N_DeadLeaf_Meta","N_DeadFRoot_Struc","N_DeadFRoot_Meta","N_SOM1surf","N_SOM1soil","N_SOM2","N_SOM3","SurfStrucNetMin","SurfMetaNetMin","SoilStrucNetMin","SoilMetaNetMin","SOM1surfNetMin","SOM1soilNetMin","SOM2NetMin","SOM3NetMin","TotalNdep","StreamC","StreamN","FireCEfflux","FireNEfflux","Nuptake","Nresorbed","TotalSoilN","Nvol","FrassC","X"
"1",0," eco1",0,1,0,2923,119,0,0,0,0,2,180.3,0,0,0,55.9,11.2,51.7,33.8,4.4,0.8,0,0,15,30,1750,1128,0,0,0.1,0.1,0.3,0.2,0,0.1,0,0,1.5,3,40,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.6,0,0,NA
"2",1," eco1",0,1,11.7,2862.4,196,42.7,8.5,2,4.4,1.93,182.1,3,18.5,3.7,73.8,14.8,55.2,34.5,4.8,1.1,0.2,0.2,3.7,51.6,1678.7,1128.3,0.5,0.1,0.2,0.2,0.3,0.2,0,0.1,0,0,0.3,6,39.3,133.1,0,0,0,0,1,0.9,-3,0,3.39,0,0,0,0,0.7,0,180.7,1.59,0,NA
"3",2," eco1",0,1,-4,2814.7,268,47.4,9.5,7.7,5.7,1.98,183.9,2.6,33.6,6.7,92.7,18.5,58.6,35.2,8.5,3.3,0.8,0.7,2.1,62.9,1621,1128.7,0.8,0.2,0.2,0.2,0.3,0.2,0,0.1,0,0,0.1,7.6,39,133.1,0,0,0,0,0.2,1.3,-2.5,0,3.39,0.01,0.04,0,0,0.7,0,182,1.55,0,NA
"4",3," eco1",0,1,-21.9,2769,362,64.5,12.9,13,7.3,2.03,185.7,2.8,51.5,10.3,118.9,23.8,61.6,35.6,14.9,6.3,1.8,1.4,2.5,69.7,1567.7,1129,1.3,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0,0.1,0.1,8.5,38.9,133.2,0,0,0,0,0.1,1.6,-2.4,0,3.38,0,0,0,0,1,0.1,183.1,1.61,0,NA
"5",4," eco1",0,1,-18.3,2732.4,426,56.6,11.3,17.6,9,2.38,187.2,2.6,61.1,12.2,139.3,27.9,65.5,36.1,23.7,9.9,3.2,2.2,3.5,73.3,1526.2,1129.4,1.5,0.3,0.3,0.3,0.3,0.2,0.1,0.3,0,0.1,0.1,9,39,133.2,0,0,0,0,0.1,1.5,-2,0,3.42,0,0.04,0,0,0.8,0.1,184.3,1.81,0,NA
"6",5," eco1",0,1,-61,2694,568,98.8,19.8,21.4,10.7,2.08,188.6,3.1,87.1,17.4,180,36,68.9,36.2,34.2,13,4.8,2.9,4.7,75.6,1484,1129.7,2.1,0.4,0.5,0.4,0.3,0.2,0.2,0.5,0,0.1,0.2,9.3,39.1,133.3,0,0,0,0,0.2,1.7,-2.1,0,3.43,0.01,0.07,0,0,1.5,0.1,184.7,1.94,0,NA
"7",6," eco1",0,1,-29.8,2657.6,639,76.2,15.2,29,13.6,2.47,190.1,3.3,94.6,18.9,206,41.2,73.4,36.2,48.3,17.1,7,3.8,5.9,76.9,1444.7,1130.1,2.3,0.4,0.5,0.5,0.3,0.2,0.2,0.6,0,0.1,0.3,9.4,39.3,133.3,0,-0.1,0,-0.1,0.3,1.8,-2,0,3.38,0,0.02,0,0,1.1,0.2,185.8,1.88,0,NA
"8",7," eco1",0,1,-139.3,2629,875,162.7,32.5,35.5,16.5,1.77,191.7,3,137.2,27.4,274.1,54.8,80.8,36.6,65.7,23,9.6,5.1,7.3,77.6,1413.8,1130.4,3.4,0.6,0.7,0.7,0.3,0.3,0.3,0.8,0,0.2,0.3,9.4,39.5,133.4,0,-0.1,0,-0.1,0.3,1.6,-1.6,0,3.44,0.02,0.03,0,0,2.5,0.2,185.8,1.8,0,NA
"9",8," eco1",0,1,-85.9,2601.2,998,126.8,25.4,47.5,21.2,2.15,193.5,3.6,150.6,30.1,318.8,63.8,90.1,37,88.6,29.5,13.1,6.5,9.2,78.2,1383,1130.8,3.7,0.7,0.8,0.8,0.3,0.3,0.4,1,0.1,0.2,0.5,9.4,39.7,133.5,0,-0.1,0,-0.1,0.5,1.8,-1.7,0,3.4,0,0.02,0,0,1.8,0.3,187,1.61,0,NA
"10",9," eco1",0,1,-128.5,2574,1197,171.2,34.2,53,24.8,1.92,195.2,4.1,179.8,36,383,76.6,99.9,37,113.4,34.1,16.9,7.4,10.9,78.7,1353.2,1131.1,4.4,0.8,1,0.9,0.3,0.3,0.6,1.2,0.1,0.3,0.6,9.4,39.9,133.5,0,-0.1,0,-0.1,0.6,1.9,-1.8,0,3.41,0.01,0.02,0,0,2.5,0.3,187.4,1.69,0,NA
