Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_BetuAlle,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,BiomassHarvestedMg_AcerPens,BiomassHarvestedMg_AmelArbo,BiomassHarvestedMg_AescBuck,BiomassHarvestedMg_AcerRubr,BiomassHarvestedMg_AcerSacc,BiomassHarvestedMg_BetuAlle,BiomassHarvestedMg_BetuNigr,BiomassHarvestedMg_BetuLent,BiomassHarvestedMg_CaryOvat,BiomassHarvestedMg_CaryAlba,BiomassHarvestedMg_CaryGlab,BiomassHarvestedMg_CaryCodi,BiomassHarvestedMg_CornFlor,BiomassHarvestedMg_FraxPenn,BiomassHarvestedMg_FraxAmer,BiomassHarvestedMg_FaguGran,BiomassHarvestedMg_JuglNigr,BiomassHarvestedMg_HaleDipt,BiomassHarvestedMg_IlexOpac,BiomassHarvestedMg_LiriTuli,BiomassHarvestedMg_LiquStyr,BiomassHarvestedMg_MagnAcum,BiomassHarvestedMg_MagnMacr,BiomassHarvestedMg_NyssSylv,BiomassHarvestedMg_OxydArbo,BiomassHarvestedMg_PrunSero,BiomassHarvestedMg_PrunPenn,BiomassHarvestedMg_PlanOcid,BiomassHarvestedMg_QuerAlba,BiomassHarvestedMg_QuerCocc,BiomassHarvestedMg_QuerFalc,BiomassHarvestedMg_QuerRubr,BiomassHarvestedMg_QuerPrin,BiomassHarvestedMg_QuerVelu,BiomassHarvestedMg_QuerStel,BiomassHarvestedMg_RobiPseu,BiomassHarvestedMg_SassAlid,BiomassHarvestedMg_TiliAmer,BiomassHarvestedMg_TiliAmhe,BiomassHarvestedMg_TsugCana,BiomassHarvestedMg_PinuVirg,BiomassHarvestedMg_PinuTaed,BiomassHarvestedMg_PinuStro,BiomassHarvestedMg_PinuRigi,BiomassHarvestedMg_PinuPung,BiomassHarvestedMg_FrasFirr,BiomassHarvestedMg_PiceRube,BiomassHarvestedMg_PinuEnch,
20, 6, SelectiveOakHarvest, 90, 25, 488, 12788.9375, 0, 0, 0, 6, 28, 0, 0, 1, 0, 5, 26, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 6, 5, 1, 0, 0, 29, 44, 0, 89, 207, 10, 1, 3, 1, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 4, 0, 0, 0, 5.125, 393.1875, 0, 0, 0.3125, 0, 4.8125, 126.4375, 6.6875, 0.3125, 0, 0.625, 0, 24.5, 0, 0, 0, 0, 0, 0, 2.5, 2.125, 0.3125, 0, 0, 743.4375, 1723.75, 0, 2688.0625, 6581.375, 183.3125, 7.125, 1.875, 1.4375, 0, 0, 0, 0, 0, 267.875, 0, 0, 0, 0, 9.125, 
20, 6, PineShelterwood, 85, 36, 249, 7177.0625, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 0, 0, 12, 3, 0, 1, 95, 2, 0, 0, 2, 0, 0, 0, 0, 11, 101, 0, 0, 0, 0, 42, 0, 0, 0, 5.1875, 0, 0, 0, 2.0625, 0, 0.625, 0, 0, 0.5625, 0, 0, 1.375, 0, 0, 0, 6.625, 0, 0, 0, 1.125, 0.4375, 1.6875, 0, 0, 27.1875, 7.1875, 0, 1.875, 5501.125, 1.875, 0, 0, 3.625, 0, 0, 0, 0, 179.0625, 1100.625, 0, 0, 0, 0, 273.375, 
20, 7, SelectiveOakHarvest, 6, 9, 46, 993.25, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 10, 10, 1, 2, 11, 4, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0.8125, 0, 3.3125, 5.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0.5625, 0.9375, 0, 0, 0, 315, 221.0625, 13.5, 62.75, 282.5625, 50.0625, 0, 1.75, 0, 0, 0, 0, 0, 0, 24.375, 0, 0, 0, 0, 0, 
20, 7, PineShelterwood, 6, 22, 22, 1427.75, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 3, 1, 0, 0, 2, 0, 0, 2, 8, 2, 0, 1, 1, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0, 120.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4375, 0, 0, 0, 69, 0, 0, 0, 0, 26.25, 1.6875, 0, 0, 182.75, 0, 0, 2.8125, 316.9375, 3.3125, 0, 4.25, 1, 0, 0, 0, 1, 0, 260.5, 0, 0, 0, 0, 22.6875, 
25, 1, SelectiveOakHarvest, 2, 3, 20, 200.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13.5, 0, 0, 30.75, 119.625, 0, 0, 0, 1.4375, 0, 0, 0, 0, 0, 31.75, 0, 0, 0, 0, 0, 
25, 1, PineShelterwood, 2, 19, 8, 904.625, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 115.4375, 0, 0, 0, 0, 0, 2.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36.6875, 0, 0, 0, 0, 2.9375, 0, 0, 104.375, 0, 20.125, 0, 0, 5.6875, 14.4375, 0, 0, 0, 0, 0, 38.125, 174.3125, 9.125, 0, 0, 0, 0, 40.0625, 
25, 2, SelectiveOakHarvest, 21, 18, 154, 3493.8125, 0, 2, 0, 2, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 3, 5, 1, 0, 0, 24, 16, 13, 14, 50, 16, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0.9375, 0, 0.6875, 0, 0, 0, 0, 0, 4.4375, 29.8125, 0, 0, 0, 0, 0.3125, 0.5, 0, 1.3125, 1.75, 0, 0, 0.25, 1.1875, 2.0625, 0.5625, 0, 0, 680, 465.6875, 134.9375, 260.625, 1681.8125, 146.375, 0, 0, 1.5625, 0, 0, 0, 0, 0, 68.375, 0, 0, 0, 0, 0, 
25, 2, PineShelterwood, 21, 46, 69, 1395.3125, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 5, 7, 3, 0, 0, 4, 4, 2, 2, 6, 1, 2, 1, 2, 0, 0, 0, 4, 23, 27, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0.625, 0.8125, 0, 1.0625, 0, 0, 0, 0, 0.5, 0, 5.4375, 0, 0, 0, 2.0625, 2.8125, 1.1875, 0, 0, 10.1875, 6.4375, 3.75, 2.6875, 323, 1.6875, 3.1875, 0.5, 3.75, 0, 0, 0, 6.9375, 306.25, 590.6875, 0, 0, 0, 0, 67.125, 
25, 3, SelectiveOakHarvest, 5, 0, 28, 700.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.875, 4.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3125, 110.5, 5.0625, 94.1875, 441.625, 35.1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 3, PineShelterwood, 1, 3, 2, 69.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0, 1.125, 0, 0, 0, 0, 0, 0, 0, 0, 65.75, 0, 0, 0, 0, 0, 
25, 4, SelectiveOakHarvest, 2183, 1293, 13834, 412343, 0, 47, 7, 285, 264, 6, 0, 65, 16, 485, 1200, 1, 64, 0, 17, 23, 14, 14, 21, 121, 1, 9, 24, 164, 301, 33, 1, 0, 1552, 1915, 140, 1296, 4348, 776, 32, 31, 27, 0, 0, 0, 32, 78, 1575, 0, 0, 0, 0, 142, 0, 120.5, 5.4375, 4284.5, 2930.9375, 72.0625, 0, 610.125, 106.5, 1027.875, 5562.75, 5, 32.0625, 0, 8.125, 9.375, 138.75, 5.1875, 72.5625, 4747.9375, 1.625, 5.875, 13.1875, 255.75, 1317.1875, 29.375, 1.625, 0, 62367.375, 71940.1875, 2527.875, 33663.5625, 177146.4375, 8706.1875, 1913.1875, 129.875, 123.375, 0, 0, 0, 732.9375, 880.125, 17614.5, 0, 0, 0, 0, 654.375, 
25, 4, PineShelterwood, 2302, 6503, 7308, 527683.0625, 0, 28, 4, 542, 3, 1, 0, 35, 3, 180, 228, 1, 286, 17, 4, 37, 2, 14, 127, 539, 437, 10, 70, 240, 639, 361, 0, 0, 661, 319, 434, 151, 948, 191, 269, 28, 48, 0, 0, 0, 594, 2840, 2252, 0, 0, 0, 0, 1268, 0, 31, 1.75, 19410.3125, 16.0625, 0.3125, 0, 43.3125, 4.125, 1498.5, 2891.4375, 3.3125, 573.6875, 147.5, 3.375, 36.9375, 0.9375, 11.3125, 1179.875, 20252.6875, 9227.375, 14.25, 193.5, 735.5625, 5644.375, 2082, 0, 0, 24131.8125, 15364.6875, 8439.3125, 1259.125, 69641.1875, 1026.0625, 3143.1875, 43.5625, 216.0625, 0, 0, 0, 22222.4375, 102481, 63363.3125, 0, 0, 0, 0, 12498.0625, 
25, 5, SelectiveOakHarvest, 1049, 5693, 7313, 528165.1875, 0, 11, 20, 1564, 115, 4, 0, 133, 6, 366, 783, 2, 241, 2, 10, 140, 4, 34, 82, 685, 39, 5, 10, 581, 1190, 95, 0, 8, 983, 977, 42, 505, 2037, 402, 146, 190, 138, 0, 0, 0, 511, 72, 728, 0, 0, 0, 0, 145, 0, 5.5625, 31.4375, 37506.875, 1279.4375, 1.25, 0, 2303, 86.375, 3239.25, 11711.6875, 24.625, 671.625, 5.4375, 10.5625, 2793.25, 160.9375, 27.6875, 648.9375, 50431.25, 1950.5625, 2.1875, 58.9375, 5646.75, 15858.6875, 1389.0625, 0, 44.4375, 50795.0625, 42758.75, 586.625, 12486, 88804.4375, 6677.4375, 5278.0625, 612, 1885.875, 0, 0, 0, 17522.75, 6035.8125, 16145.5, 0, 0, 0, 0, 3278.9375, 
25, 5, PineShelterwood, 740, 1338, 2466, 98270.625, 0, 2, 0, 84, 0, 0, 0, 7, 2, 53, 53, 0, 64, 2, 1, 6, 1, 4, 26, 96, 70, 7, 8, 57, 121, 98, 0, 2, 138, 67, 104, 17, 378, 52, 68, 7, 18, 0, 0, 0, 103, 937, 572, 0, 0, 0, 0, 579, 0, 0.9375, 0, 2015.0625, 0, 0, 0, 6.125, 2.375, 338.25, 510.1875, 0, 110, 4, 0.3125, 14.125, 0.3125, 1.25, 206.9375, 1397.125, 564.625, 7.25, 8.5, 82.1875, 861.25, 201.5, 0, 3.75, 4348, 2211.5625, 1520.125, 30.375, 24313.1875, 331.125, 646.375, 11.75, 41.5, 0, 0, 0, 1475.0625, 19247.3125, 16217.3125, 0, 0, 0, 0, 4588.9375, 
25, 6, SelectiveOakHarvest, 113, 842, 755, 83471.6875, 9, 17, 17, 271, 34, 5, 0, 51, 0, 10, 69, 4, 10, 1, 2, 20, 1, 10, 2, 100, 1, 18, 21, 65, 138, 15, 0, 0, 58, 48, 2, 154, 288, 30, 0, 44, 7, 0, 0, 0, 18, 1, 51, 0, 0, 0, 0, 5, 88.3125, 81.125, 37.9375, 12315.6875, 487.375, 275.375, 0, 1477, 0, 77.8125, 1293.5625, 140.125, 28.3125, 12.125, 6.5, 507.375, 15.875, 103.8125, 32.8125, 8315.125, 24.625, 628.0625, 236.125, 521.625, 2096.5, 189.125, 0, 0, 3161.4375, 2391.0625, 69.4375, 5956.3125, 13348.875, 337.9375, 0, 300.875, 76.125, 0, 0, 0, 285.9375, 21.5625, 875.5, 0, 0, 0, 0, 13.8125, 
25, 6, PineShelterwood, 152, 2013, 538, 201234.75, 0, 24, 0, 501, 14, 0, 0, 97, 0, 22, 70, 0, 2, 0, 0, 2, 0, 0, 0, 181, 2, 4, 27, 157, 243, 13, 0, 0, 133, 199, 17, 151, 282, 23, 1, 89, 31, 0, 0, 0, 10, 3, 218, 0, 0, 0, 0, 35, 0, 79.625, 0, 17190.8125, 179.4375, 0, 0, 2745.625, 0, 576.25, 1706.75, 0, 4.125, 0, 0, 1.6875, 0, 0, 0, 14717.4375, 15.625, 8.1875, 256.25, 1018.9375, 3849.9375, 240.875, 0, 0, 7613.5625, 26239.125, 290.4375, 8274.8125, 18011.4375, 581.625, 83.9375, 674.6875, 169.6875, 0, 0, 0, 235.3125, 65.5, 9049.625, 0, 0, 0, 0, 598.6875, 
25, 7, SelectiveOakHarvest, 6, 8, 46, 919.6875, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 10, 9, 1, 2, 11, 3, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0.3125, 0, 6.0625, 0, 0, 0, 0, 0, 2.0625, 5.5625, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0.5625, 0, 0, 0, 315.4375, 151.75, 8.875, 46, 247.3125, 27, 0, 0, 1.5625, 0, 0, 0, 1.6875, 0, 92.3125, 0, 0, 0, 0, 0, 
25, 7, PineShelterwood, 6, 15, 22, 518.25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.6875, 0.3125, 0.5, 0, 0, 0, 0, 0.3125, 0, 0, 0, 10.1875, 0, 0, 0, 0.3125, 1.1875, 0, 0, 0, 5.9375, 1.5625, 0, 0, 306.5625, 0.5, 0, 1.125, 0, 0, 0, 0, 0, 0, 158.5, 0, 0, 0, 0, 7.9375, 
30, 1, SelectiveOakHarvest, 2, 8, 21, 188.1875, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0.75, 0, 0, 0, 2.875, 0, 0, 0, 0, 0.75, 0, 0, 0, 13.4375, 0, 0, 25.1875, 97.625, 0, 0, 0, 0, 0, 0, 0, 1.1875, 0, 28.625, 0, 0, 0, 0, 10.4375, 
30, 1, PineShelterwood, 2, 1, 6, 56.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41.625, 7.9375, 0, 0, 0, 0, 5.625, 
30, 2, SelectiveOakHarvest, 22, 17, 159, 2908.4375, 0, 2, 0, 2, 0, 1, 0, 0, 0, 3, 7, 0, 0, 0, 1, 3, 1, 0, 1, 1, 0, 0, 1, 2, 1, 0, 0, 0, 26, 16, 13, 17, 50, 16, 0, 1, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 1.125, 0, 0.625, 0, 0.3125, 0, 0, 0, 2.1875, 24.6875, 0, 0, 0, 0.5625, 1.1875, 0.4375, 0, 0.75, 1.8125, 0, 0, 0.25, 0.625, 0.3125, 0, 0, 0, 635.75, 423.5625, 97.3125, 265.75, 1272.25, 104.1875, 0, 5.75, 0, 0, 0, 0, 0.9375, 0, 53.8125, 0, 0, 0, 0, 0, 
30, 2, PineShelterwood, 29, 200, 100, 13493.0625, 0, 1, 0, 25, 0, 0, 0, 0, 0, 0, 2, 0, 16, 0, 0, 1, 0, 1, 6, 21, 3, 3, 7, 10, 26, 13, 0, 0, 17, 12, 10, 3, 6, 6, 2, 1, 1, 0, 0, 0, 13, 42, 27, 0, 0, 0, 0, 25, 0, 0.5, 0, 683.4375, 0, 0, 0, 0, 0, 0, 115.4375, 0, 43.25, 0, 0, 0.3125, 0, 0.3125, 82.125, 1606, 8.6875, 7.125, 12.1875, 11.75, 289.0625, 109.3125, 0, 0, 767, 857.6875, 54.6875, 5.5625, 258.125, 57, 3, 1.1875, 2.5625, 0, 0, 0, 259, 2710.375, 216, 0, 0, 0, 0, 354.1875, 
30, 3, SelectiveOakHarvest, 5, 0, 28, 547.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25, 3.5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.125, 97.1875, 2.625, 74.0625, 340.25, 23.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 3, PineShelterwood, 1, 5, 2, 30.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2.5, 0, 0.375, 0, 0, 0, 0, 1.1875, 0, 0, 0, 0, 0, 0, 16.625, 0, 0, 0, 0, 0, 
30, 4, SelectiveOakHarvest, 2194, 896, 13887, 319117.8125, 0, 25, 3, 185, 273, 1, 0, 33, 16, 483, 1197, 1, 40, 1, 11, 30, 14, 22, 31, 62, 4, 5, 25, 148, 189, 27, 0, 0, 1564, 1919, 141, 1301, 4343, 781, 32, 11, 22, 0, 0, 0, 21, 78, 1579, 0, 0, 0, 0, 165, 0, 11.4375, 1.625, 823.8125, 2617, 0.375, 0, 13.3125, 93.9375, 603.25, 4987.1875, 4.6875, 16, 1.8125, 5.375, 11.4375, 96.1875, 119.75, 64.8125, 950.3125, 5.875, 1.875, 22.25, 66.3125, 217.3125, 13.25, 0, 0, 56052.8125, 62734.125, 1906, 26143.75, 137919.4375, 5981.5, 1505.5, 7.25, 138.5625, 0, 0, 0, 35.6875, 787, 11826.875, 0, 0, 0, 0, 801.6875, 
30, 4, PineShelterwood, 2277, 3289, 7669, 259481.5, 0, 26, 2, 260, 0, 1, 0, 35, 4, 94, 116, 3, 157, 7, 2, 28, 1, 12, 51, 252, 144, 9, 33, 137, 273, 246, 0, 2, 349, 180, 227, 80, 1047, 121, 154, 33, 34, 0, 0, 0, 216, 2697, 2299, 0, 0, 0, 0, 1626, 0, 57.6875, 2.5625, 3793, 0, 0.3125, 0, 95.125, 3.375, 258.6875, 623.375, 26.3125, 138.5625, 12.8125, 1.125, 14.375, 0.3125, 5.9375, 222.4375, 6128.625, 1031.0625, 3.75, 17.375, 238.1875, 1299.3125, 498.6875, 0, 2.625, 5112.5625, 3602.5625, 971, 412.6875, 69893.25, 550.5625, 1149, 171.0625, 147.5, 0, 0, 0, 2040.3125, 80125.5, 24286.9375, 0, 0, 0, 0, 27910.0625, 
30, 5, SelectiveOakHarvest, 982, 529, 6819, 176153.4375, 1, 12, 2, 122, 107, 2, 0, 10, 6, 348, 730, 2, 57, 1, 3, 16, 4, 14, 10, 24, 2, 3, 5, 72, 133, 16, 0, 0, 899, 894, 42, 481, 1896, 362, 146, 6, 13, 0, 0, 0, 5, 64, 695, 0, 0, 0, 0, 143, 0.3125, 5.8125, 0.9375, 185.3125, 977.25, 0.5625, 0, 4.1875, 77.625, 917.625, 4838.75, 21.8125, 24.625, 1.1875, 1.5625, 7.1875, 130.1875, 4.4375, 16.5625, 65.8125, 3.0625, 1, 1.1875, 35.625, 64.375, 7.3125, 0, 0, 38297.6875, 34318, 370.4375, 9158.5, 64867.8125, 3976.1875, 3446.625, 5.875, 18.6875, 0, 0, 0, 6.125, 3362.875, 9145.5, 0, 0, 0, 0, 1323.0625, 
30, 5, PineShelterwood, 796, 1326, 2847, 88444.875, 0, 16, 0, 60, 0, 0, 0, 5, 0, 54, 58, 0, 83, 10, 1, 7, 0, 3, 21, 86, 78, 4, 11, 74, 96, 102, 0, 2, 160, 68, 102, 21, 391, 58, 71, 2, 10, 0, 0, 0, 63, 1039, 568, 0, 0, 0, 0, 849, 0, 9.8125, 0, 205.75, 0, 0, 0, 4.5625, 0, 62.5, 135.4375, 0, 53.5, 217.6875, 0.3125, 4.3125, 0, 0.9375, 54.25, 863.4375, 500.8125, 1.5, 3.4375, 40.3125, 81, 225.1875, 0, 17.6875, 1026.25, 683.875, 431.5, 99.3125, 23173.5625, 299.375, 610.3125, 3.875, 19.625, 0, 0, 0, 288.75, 30438.1875, 6995, 0, 0, 0, 0, 15947.5, 
30, 6, SelectiveOakHarvest, 112, 77, 688, 17905.625, 0, 2, 1, 16, 34, 0, 0, 4, 0, 10, 69, 4, 2, 0, 0, 2, 1, 1, 1, 7, 0, 4, 4, 13, 18, 2, 0, 0, 53, 46, 2, 131, 266, 16, 0, 0, 0, 0, 0, 0, 0, 1, 50, 0, 0, 0, 0, 5, 0, 0.875, 0.6875, 31.625, 393.9375, 0, 0, 2.5625, 0, 23.375, 602.0625, 42.875, 0.875, 0, 0, 0.9375, 10.1875, 0.3125, 1.6875, 26.3125, 0, 1.625, 1, 6.0625, 9, 0.625, 0, 0, 2221.25, 1834.875, 53.1875, 3054.0625, 8881.375, 146.5625, 0, 0, 0, 0, 0, 0, 0, 11.5625, 449.625, 0, 0, 0, 0, 12.3125, 
30, 6, PineShelterwood, 116, 1578, 301, 154715.25, 0, 46, 0, 277, 7, 0, 0, 11, 0, 36, 40, 0, 48, 0, 0, 14, 0, 0, 48, 118, 7, 20, 8, 76, 186, 23, 0, 2, 216, 96, 52, 39, 80, 12, 6, 4, 55, 0, 0, 0, 131, 24, 152, 0, 0, 0, 0, 45, 0, 50.0625, 0, 11180.25, 51.375, 0, 0, 217.125, 0, 763.375, 895.875, 0, 69.9375, 0, 0, 186.0625, 0, 0, 506.6875, 7867.125, 145.3125, 22.25, 23.8125, 491.875, 1843.0625, 101.75, 0, 104.4375, 28136.5, 8344.75, 1952.0625, 378.875, 4994.9375, 258.125, 105.625, 5.125, 850.8125, 0, 0, 0, 5770.125, 1941.375, 5945.9375, 0, 0, 0, 0, 1188.25, 
30, 7, SelectiveOakHarvest, 6, 8, 46, 813.3125, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 0, 10, 9, 1, 2, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0.625, 0, 0, 0, 0, 0, 0, 0, 2.0625, 5.5625, 0, 0, 0, 0, 0, 0, 0, 2.0625, 2.0625, 0, 0, 0.5625, 0.3125, 0.875, 0, 0, 0, 329.1875, 147.5, 5.125, 35, 209.75, 18.875, 0, 0, 0, 0, 0, 0, 0, 0, 47.25, 0, 0, 0, 0, 0, 
30, 7, PineShelterwood, 6, 8, 25, 462.3125, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 0, 0, 0, 1.875, 0, 0, 0, 0, 0, 0.625, 0, 0, 1.125, 0, 0, 0, 0, 0, 0, 1.75, 0, 0, 0.3125, 0.75, 0, 0, 0, 0, 3.3125, 0, 0, 0, 328.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103.9375, 0, 0, 0, 0, 10.0625, 
