Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_BetuAlle,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,BiomassHarvestedMg_AcerPens,BiomassHarvestedMg_AmelArbo,BiomassHarvestedMg_AescBuck,BiomassHarvestedMg_AcerRubr,BiomassHarvestedMg_AcerSacc,BiomassHarvestedMg_BetuAlle,BiomassHarvestedMg_BetuNigr,BiomassHarvestedMg_BetuLent,BiomassHarvestedMg_CaryOvat,BiomassHarvestedMg_CaryAlba,BiomassHarvestedMg_CaryGlab,BiomassHarvestedMg_CaryCodi,BiomassHarvestedMg_CornFlor,BiomassHarvestedMg_FraxPenn,BiomassHarvestedMg_FraxAmer,BiomassHarvestedMg_FaguGran,BiomassHarvestedMg_JuglNigr,BiomassHarvestedMg_HaleDipt,BiomassHarvestedMg_IlexOpac,BiomassHarvestedMg_LiriTuli,BiomassHarvestedMg_LiquStyr,BiomassHarvestedMg_MagnAcum,BiomassHarvestedMg_MagnMacr,BiomassHarvestedMg_NyssSylv,BiomassHarvestedMg_OxydArbo,BiomassHarvestedMg_PrunSero,BiomassHarvestedMg_PrunPenn,BiomassHarvestedMg_PlanOcid,BiomassHarvestedMg_QuerAlba,BiomassHarvestedMg_QuerCocc,BiomassHarvestedMg_QuerFalc,BiomassHarvestedMg_QuerRubr,BiomassHarvestedMg_QuerPrin,BiomassHarvestedMg_QuerVelu,BiomassHarvestedMg_QuerStel,BiomassHarvestedMg_RobiPseu,BiomassHarvestedMg_SassAlid,BiomassHarvestedMg_TiliAmer,BiomassHarvestedMg_TiliAmhe,BiomassHarvestedMg_TsugCana,BiomassHarvestedMg_PinuVirg,BiomassHarvestedMg_PinuTaed,BiomassHarvestedMg_PinuStro,BiomassHarvestedMg_PinuRigi,BiomassHarvestedMg_PinuPung,BiomassHarvestedMg_FrasFirr,BiomassHarvestedMg_PiceRube,BiomassHarvestedMg_PinuEnch,
10, 4, SelectiveOakHarvest, 2200, 2345, 10853, 383304.0625, 22, 56, 15, 485, 229, 5, 0, 140, 16, 418, 1116, 3, 98, 6, 35, 31, 6, 19, 17, 215, 8, 19, 81, 300, 546, 50, 5, 2, 1340, 1383, 111, 1120, 3015, 647, 12, 105, 41, 0, 0, 0, 44, 79, 1090, 0, 0, 0, 0, 268, 41.375, 126.4375, 200.375, 8924.75, 2803.5625, 15, 0, 1639, 262.8125, 5731.75, 15815.0625, 33.125, 57.6875, 23.0625, 891, 20.4375, 54.75, 65.1875, 41.8125, 8310.4375, 25.125, 256, 463.625, 1148.75, 2500.3125, 288.125, 17.8125, 1.75, 51980.375, 46351.0625, 2042.375, 44575.125, 124875.4375, 13596.3125, 203.375, 350.5, 127.8125, 0, 0, 0, 453.3125, 1881.3125, 18324.625, 0, 0, 0, 0, 2793.625, 
10, 4, PineShelterwood, 2223, 8044, 5808, 506586.375, 3, 31, 4, 944, 10, 5, 0, 129, 8, 171, 267, 2, 245, 21, 7, 81, 11, 11, 68, 915, 307, 18, 79, 371, 904, 362, 4, 13, 893, 595, 222, 148, 732, 226, 215, 127, 119, 0, 0, 0, 508, 1636, 2191, 0, 0, 0, 0, 1249, 1.3125, 215.75, 26.3125, 27240.5625, 205.1875, 33.375, 0, 1776, 161.375, 2795.5, 5622.1875, 4, 923.125, 110.75, 22.8125, 577, 44.625, 33.3125, 551.25, 23431.5, 5842.25, 197.25, 235.6875, 1812.9375, 11494.0625, 2224.375, 2.4375, 525.4375, 32413.75, 26071.4375, 5973.1875, 2615.25, 36934.0625, 3920.375, 2142.5, 721.375, 535.875, 0, 0, 0, 12121.875, 60722.6875, 43830.625, 0, 0, 0, 0, 19847, 
10, 5, SelectiveOakHarvest, 741, 614, 3696, 119489.9375, 9, 7, 0, 100, 95, 2, 0, 28, 11, 122, 440, 3, 29, 4, 9, 10, 4, 5, 3, 51, 5, 5, 21, 90, 169, 19, 0, 1, 508, 441, 49, 421, 991, 193, 5, 25, 13, 0, 0, 0, 9, 25, 295, 0, 0, 0, 0, 93, 2.875, 4.6875, 0, 583.0625, 1348.9375, 0.625, 0, 16.125, 134.6875, 1139.5625, 6881.9375, 59.3125, 11.625, 63.5625, 3.875, 5.75, 75.125, 57.875, 6.4375, 420.0625, 10.5625, 1.875, 6.125, 46.8125, 97.1875, 19.375, 0, 2.3125, 20868.9375, 15298.0625, 756.8125, 16344.5, 42472.875, 4336.75, 111.5625, 231.8125, 23.5625, 0, 0, 0, 16.75, 668.6875, 4722, 0, 0, 0, 0, 1004.3125, 
10, 5, PineShelterwood, 820, 3110, 2580, 171204, 0, 24, 0, 251, 0, 0, 0, 12, 2, 94, 111, 0, 122, 19, 6, 11, 2, 7, 28, 266, 182, 16, 30, 114, 303, 218, 0, 6, 315, 217, 189, 33, 183, 144, 172, 28, 10, 0, 0, 0, 178, 1016, 564, 0, 0, 0, 0, 817, 0, 109.125, 0, 5754.125, 0, 0, 0, 54.75, 2.0625, 862.375, 2109.125, 0, 452.125, 76.625, 16.0625, 16.375, 0.625, 11.0625, 200.1875, 6690.25, 2119.25, 12.3125, 37.3125, 435.3125, 3965.25, 1150.1875, 0, 337.3125, 6368.1875, 8320.25, 6715.0625, 107.4375, 9915.1875, 1278.1875, 1902.875, 51.5, 32.5, 0, 0, 0, 3422.875, 34538.0625, 10494.25, 0, 0, 0, 0, 11035.125, 
10, 6, SelectiveOakHarvest, 97, 81, 442, 16177.5625, 2, 3, 0, 12, 22, 0, 0, 12, 0, 5, 25, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 1, 9, 9, 18, 1, 0, 0, 25, 39, 0, 91, 197, 6, 1, 8, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0, 6, 1.1875, 1.625, 0, 21.1875, 381.75, 0, 0, 4.1875, 0, 48.625, 460.875, 12.5625, 1, 0, 0.5625, 0.4375, 25.1875, 0, 0, 11.875, 0, 1.75, 2.5, 3.9375, 8.125, 0.3125, 0, 0, 971.625, 1584.25, 0, 3863.1875, 8144.9375, 166.5625, 9.25, 8.8125, 0, 0, 0, 0, 1.25, 0, 300.875, 0, 0, 0, 0, 70.375, 
10, 6, PineShelterwood, 115, 609, 239, 45460.5625, 0, 1, 1, 105, 0, 0, 0, 4, 0, 11, 20, 0, 17, 0, 0, 5, 0, 1, 11, 56, 7, 0, 4, 36, 94, 14, 0, 0, 83, 49, 9, 10, 95, 24, 1, 10, 5, 0, 0, 0, 31, 13, 81, 0, 0, 0, 0, 50, 0, 7.1875, 1.9375, 3430.3125, 0, 0, 0, 58.5, 0, 619.75, 784.4375, 0, 72.6875, 0, 0, 61.8125, 0, 2.6875, 71.4375, 2893, 41.875, 0, 20.9375, 380.5625, 1036.4375, 256.1875, 0, 0, 4157.125, 2417.375, 378.1875, 509.25, 4830.125, 379, 5.125, 50.625, 27.375, 0, 0, 0, 1035.4375, 396.3125, 2103, 0, 0, 0, 0, 732.625, 
10, 7, SelectiveOakHarvest, 6, 8, 43, 1045.75, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 2, 1, 0, 0, 11, 7, 1, 1, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 28, 11.875, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0.3125, 0.3125, 1.1875, 0.3125, 0, 0, 364.9375, 214.3125, 20.8125, 36.4375, 213.3125, 98, 0, 0, 0, 0, 0, 0, 0, 0, 20.8125, 0, 0, 0, 0, 18.375, 
10, 7, PineShelterwood, 6, 10, 17, 390.5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 0, 2.9375, 0, 0, 0, 0, 0, 0.6875, 0, 0, 0.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.125, 0.4375, 0, 0, 0, 1.375, 0, 1.375, 280.1875, 6.0625, 0, 0, 0, 0, 0, 0, 0, 0, 45.3125, 0, 0, 0, 0, 36.125, 
15, 1, SelectiveOakHarvest, 2, 6, 24, 433.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 6, 8, 0, 0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 90.75, 0, 0, 78.1875, 212.75, 0, 0, 0, 1.8125, 0, 0, 0, 1.3125, 0, 42.9375, 0, 0, 0, 0, 0, 
15, 1, PineShelterwood, 2, 2, 5, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.125, 0, 0, 0, 0, 0, 0, 0, 38.25, 0, 0, 0, 0, 0, 
15, 2, SelectiveOakHarvest, 26, 66, 180, 8294.0625, 0, 1, 0, 16, 6, 1, 0, 10, 0, 3, 7, 0, 1, 0, 2, 0, 1, 0, 1, 12, 0, 0, 0, 4, 18, 0, 0, 0, 29, 24, 10, 23, 51, 14, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0.5625, 0, 610.25, 39.75, 0.25, 0, 258.875, 0, 8.375, 48, 0, 0.3125, 0, 0.8125, 0, 1.1875, 0, 9.625, 411.8125, 0, 0, 0, 61.0625, 357.375, 0, 0, 0, 938.3125, 804.5625, 91.8125, 777.75, 1744.0625, 256.25, 0, 0, 0, 0, 0, 0, 0, 0, 162.125, 0, 0, 0, 0, 0, 
15, 2, PineShelterwood, 21, 56, 78, 4460.9375, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 3, 8, 1, 0, 0, 9, 5, 1, 1, 5, 1, 2, 0, 1, 0, 0, 0, 5, 27, 29, 0, 0, 0, 0, 17, 0, 0, 0, 110, 0, 0, 0, 0, 0, 2.4375, 135.25, 0, 0, 0, 0, 0.3125, 0, 0, 0, 214.625, 0, 0, 0, 33.5, 79.5, 1.8125, 0, 0, 296.875, 357, 0.5, 1.25, 228.375, 8.375, 3.6875, 0, 1.6875, 0, 0, 0, 122.25, 538.5625, 859.8125, 0, 0, 0, 0, 96.0625, 
15, 3, SelectiveOakHarvest, 5, 0, 27, 805.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 4, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5, 9.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61.4375, 108.0625, 11.125, 196.4375, 408.9375, 6.0625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
15, 3, PineShelterwood, 1, 2, 2, 74.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48.1875, 0, 0, 0, 0, 0, 
15, 4, SelectiveOakHarvest, 2203, 1902, 12698, 443498.0625, 10, 34, 4, 514, 198, 9, 0, 148, 15, 450, 1193, 1, 43, 1, 10, 23, 15, 14, 30, 200, 2, 21, 30, 225, 398, 30, 1, 1, 1397, 1921, 132, 1176, 3712, 725, 19, 70, 27, 0, 0, 0, 57, 84, 1471, 0, 0, 0, 0, 189, 31.6875, 360.875, 26.5625, 18474.125, 2213.5, 173.1875, 0, 2689.0625, 157, 2673.5625, 9718.3125, 6.375, 66.625, 0.875, 4.125, 118, 409.9375, 76.8125, 232.5625, 13321.5, 3.1875, 170, 161.375, 850.9375, 4490.375, 116.6875, 0.5, 0.3125, 47324.6875, 70828.125, 2547.5625, 37817, 141488.25, 11882.125, 598.0625, 464, 135.0625, 0, 0, 0, 1196.375, 1363.3125, 26927.0625, 0, 0, 0, 0, 1213.5625, 
15, 4, PineShelterwood, 2231, 7858, 6901, 618652.625, 4, 15, 5, 921, 4, 4, 0, 81, 7, 194, 254, 5, 302, 31, 2, 44, 2, 24, 96, 644, 396, 6, 74, 286, 785, 405, 4, 6, 738, 486, 429, 160, 779, 239, 379, 58, 56, 0, 0, 0, 712, 2268, 2587, 0, 0, 0, 0, 1267, 9.4375, 75.3125, 1.5625, 37193.8125, 39.375, 21.75, 0, 826.75, 132.6875, 2331.4375, 5272.375, 55.0625, 1065.125, 341.125, 1.0625, 337.25, 2.3125, 37.875, 1041.6875, 22291.9375, 7788.4375, 18.9375, 218.875, 1296.125, 9868.875, 3320.25, 58.1875, 310.25, 31299.5, 26925.375, 10075.5625, 1644.625, 44670.125, 2694.375, 6694.3125, 322.5625, 275.1875, 0, 0, 0, 20809.375, 95466.125, 72721.75, 0, 0, 0, 0, 16397.125, 
15, 5, SelectiveOakHarvest, 735, 986, 4196, 180774.125, 7, 7, 11, 258, 116, 2, 2, 67, 7, 128, 512, 6, 20, 3, 7, 14, 6, 6, 9, 150, 0, 16, 11, 110, 179, 11, 0, 0, 441, 585, 29, 516, 1183, 240, 7, 47, 11, 0, 0, 0, 38, 19, 356, 0, 0, 0, 0, 45, 7.375, 20.625, 29.0625, 9709.0625, 1529.8125, 0.5625, 23.6875, 1273.1875, 46.6875, 575.4375, 4908.25, 181.5625, 82.5625, 5.8125, 6.1875, 122.1875, 154, 51.375, 68.4375, 11178.125, 0, 663.4375, 168.0625, 626.3125, 1965.1875, 61.3125, 0, 0, 15435.1875, 22309.5, 544.6875, 17435.9375, 49606.3125, 4944, 131.1875, 308, 59.375, 0, 0, 0, 1234.1875, 246.6875, 7060.4375, 0, 0, 0, 0, 336.1875, 
15, 5, PineShelterwood, 773, 1411, 2626, 107323.375, 0, 5, 0, 70, 0, 0, 0, 15, 2, 31, 39, 0, 35, 0, 1, 4, 2, 1, 11, 96, 38, 0, 6, 37, 76, 92, 2, 0, 279, 161, 103, 35, 323, 77, 55, 5, 11, 0, 0, 0, 122, 947, 690, 0, 0, 0, 0, 666, 0, 5.5625, 0, 2017.6875, 0, 0, 0, 124.0625, 2.875, 38, 177.875, 0, 63.125, 0, 0.3125, 2.4375, 0.875, 0.3125, 33.8125, 1280.5625, 314.625, 0, 2.8125, 62.5625, 554.1875, 73.375, 0.625, 0, 10756.9375, 5237.875, 2269.875, 265.3125, 15054.5, 608.3125, 329.9375, 15.375, 34.6875, 0, 0, 0, 516, 22884, 14805.4375, 0, 0, 0, 0, 4999.4375, 
15, 6, SelectiveOakHarvest, 90, 35, 489, 15652.875, 1, 1, 0, 6, 28, 0, 0, 3, 0, 5, 26, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 6, 9, 1, 0, 0, 29, 44, 0, 89, 208, 10, 1, 3, 1, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 4, 0.3125, 0.5625, 0, 97, 406.125, 0, 0, 0.9375, 0, 13.1875, 179.3125, 6.3125, 0, 0, 0, 0, 27.3125, 23.6875, 0, 0, 0, 0, 20.25, 3.6875, 89.5, 0.3125, 0, 0, 867.9375, 1924, 0, 3135, 7866.0625, 310.625, 7.625, 3.0625, 1.6875, 0, 0, 0, 0, 0, 415.5, 0, 0, 0, 0, 11.875, 
15, 6, PineShelterwood, 86, 182, 252, 21721.875, 0, 4, 0, 34, 0, 0, 0, 3, 0, 1, 7, 0, 1, 0, 0, 3, 1, 0, 1, 16, 1, 0, 0, 9, 26, 1, 0, 0, 15, 23, 2, 3, 95, 5, 1, 7, 5, 0, 0, 0, 13, 11, 104, 0, 0, 0, 0, 42, 0, 38.9375, 0, 1627.5, 0, 0, 0, 12.3125, 0, 0.3125, 95.75, 0, 0.5, 0, 0, 4, 11.125, 0, 9.8125, 588.125, 12.5, 0, 0, 45.5, 294.125, 0.4375, 0, 0, 878.5, 1666.125, 7.125, 65.0625, 5635.25, 32, 11.875, 43.0625, 27.125, 0, 0, 0, 579.0625, 228.75, 3323.9375, 0, 0, 0, 0, 432.1875, 
15, 7, SelectiveOakHarvest, 6, 6, 46, 1120.25, 0, 0, 0, 2, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 10, 10, 1, 2, 11, 4, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0.3125, 0, 9.0625, 5.375, 0, 0, 0, 0, 0, 0, 0, 0, 2.0625, 0, 0, 0.3125, 0, 0, 0, 0, 0, 303.75, 239.0625, 17.5625, 89.125, 330.25, 68.0625, 0, 0, 0, 0, 0, 0, 1.125, 0, 47.375, 0, 0, 0, 0, 0, 
15, 7, PineShelterwood, 6, 7, 19, 388.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.625, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4375, 0, 0, 7.4375, 0, 0, 0, 240.1875, 1.3125, 0, 0, 0, 0, 0, 0, 1.1875, 0, 112.3125, 0, 0, 0, 0, 13.75, 
20, 1, SelectiveOakHarvest, 2, 9, 24, 373.6875, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 0, 4, 0, 0, 6, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.375, 0, 0, 0, 0.8125, 1.25, 0, 0, 0, 83.25, 0, 0, 62.5, 177.5625, 0, 0, 0.5625, 0, 0, 0, 0, 0, 0, 33.625, 0, 0, 0, 0, 0, 
20, 1, PineShelterwood, 2, 0, 6, 44.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44.5, 0, 0, 0, 0, 0, 
20, 2, SelectiveOakHarvest, 26, 22, 178, 4039.375, 0, 1, 1, 5, 6, 1, 0, 1, 0, 3, 7, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 1, 2, 2, 3, 0, 0, 0, 27, 24, 10, 23, 51, 14, 0, 1, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0.3125, 0.625, 12.5, 33.9375, 0.375, 0, 0.375, 0, 3.125, 35.125, 0, 0.75, 0, 0, 0.3125, 0.6875, 0, 1.875, 0, 0, 0.3125, 0.5625, 1.0625, 1.9375, 0, 0, 0, 774, 734.3125, 80.5625, 600.75, 1447.25, 185.375, 0, 0.6875, 0, 0, 0, 0, 0, 0, 100.875, 0, 0, 0, 0, 0, 
20, 2, PineShelterwood, 21, 20, 78, 1020.75, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 4, 2, 0, 0, 5, 3, 1, 1, 0, 0, 0, 0, 3, 27, 29, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1.0625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25, 0.5625, 0, 0, 0.3125, 1.4375, 0, 0, 0, 7.4375, 4.875, 0, 0, 191.4375, 2.8125, 2.1875, 0.375, 0, 0, 0, 0, 4.8125, 396.25, 280.3125, 0, 0, 0, 0, 94.5, 
20, 3, SelectiveOakHarvest, 5, 0, 27, 686.0625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 4, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.375, 5.8125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54.375, 88.125, 7.875, 155.0625, 366.0625, 5.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20, 3, PineShelterwood, 1, 2, 2, 26.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5625, 0, 0, 0, 0, 0, 0, 21.3125, 0, 0, 0, 0, 0, 
20, 4, SelectiveOakHarvest, 2200, 714, 12646, 296744.4375, 3, 13, 1, 142, 198, 2, 0, 18, 15, 448, 1190, 1, 26, 0, 9, 13, 15, 9, 9, 55, 2, 5, 16, 139, 175, 25, 0, 0, 1393, 1920, 131, 1162, 3698, 724, 19, 17, 16, 0, 0, 0, 19, 83, 1463, 0, 0, 0, 0, 186, 0.9375, 5.875, 1.1875, 246.0625, 2099.4375, 0.625, 0, 6.875, 121.1875, 1099, 6284.125, 5.125, 10.1875, 0, 4.3125, 5.375, 263.4375, 2.875, 14.0625, 146.3125, 2.5, 1.75, 4.3125, 60.75, 77.375, 12.3125, 0, 0, 44164.1875, 64823, 2015.4375, 29651.9375, 119117.3125, 8303.5625, 526.375, 15.9375, 23.625, 0, 0, 0, 31.1875, 1120.9375, 14913.9375, 0, 0, 0, 0, 886.5625, 
20, 4, PineShelterwood, 2352, 6582, 7265, 537951.125, 0, 31, 5, 670, 6, 1, 0, 46, 3, 235, 289, 4, 304, 36, 14, 36, 2, 26, 68, 564, 320, 5, 21, 300, 615, 391, 0, 18, 676, 311, 370, 75, 787, 199, 396, 44, 52, 0, 0, 0, 449, 2532, 2563, 0, 0, 0, 0, 1383, 0, 88.25, 4.625, 24499.125, 115.8125, 0.3125, 0, 119.9375, 3.5625, 2342.25, 7024.0625, 7.75, 1223, 466.0625, 38.375, 195.4375, 83.1875, 35.875, 769.875, 25744.8125, 5643.5625, 11.75, 32.0625, 1432.125, 7230.9375, 2890.625, 0, 1226.8125, 41973.9375, 17143.125, 13073.1875, 855.3125, 44291.25, 1905, 6351.5625, 288.125, 238.9375, 0, 0, 0, 12977.125, 96757.6875, 29296.4375, 0, 0, 0, 0, 15532.75, 
20, 5, SelectiveOakHarvest, 750, 469, 4249, 121980.125, 0, 6, 5, 104, 123, 4, 0, 34, 7, 134, 531, 6, 23, 5, 6, 4, 6, 0, 6, 80, 3, 7, 6, 50, 76, 11, 0, 0, 439, 595, 29, 506, 1199, 250, 7, 13, 21, 0, 0, 0, 5, 20, 354, 0, 0, 0, 0, 43, 0, 2.75, 8.1875, 2161.5625, 1415, 1.3125, 0, 397.5, 35.6875, 526.4375, 3365.875, 82.8125, 65.5, 32.3125, 16.75, 1.3125, 193.75, 0, 51.3125, 4707.25, 21.875, 3, 1.4375, 210.4375, 465.25, 98.8125, 0, 0, 13929.3125, 20779, 400.25, 13238.6875, 42476.1875, 3689.0625, 124.6875, 130.8125, 127.625, 0, 0, 0, 108.4375, 203.9375, 4061.125, 0, 0, 0, 0, 231.4375, 
20, 5, PineShelterwood, 763, 862, 2575, 45634.1875, 0, 4, 1, 30, 0, 0, 0, 4, 1, 37, 31, 0, 36, 3, 0, 5, 2, 1, 8, 76, 57, 0, 4, 23, 42, 64, 0, 1, 104, 61, 27, 16, 309, 49, 66, 5, 10, 0, 0, 0, 94, 940, 668, 0, 0, 0, 0, 658, 0, 2.25, 0.3125, 52.9375, 0, 0, 0, 4, 0.6875, 42.75, 38, 0, 14.8125, 5.5, 0, 1.875, 2.875, 0.375, 15.25, 273.1875, 93.4375, 0, 1.6875, 12.9375, 20.375, 52.3125, 0, 0.4375, 464.1875, 434.5625, 55.9375, 26.1875, 14181.875, 63.9375, 107.4375, 7.125, 24.3125, 0, 0, 0, 194.875, 16901.3125, 6016.25, 0, 0, 0, 0, 4505.625, 
