"","Time","ClimateRegionName","ClimateRegionIndex","NumSites","NEEC","SOMTC","AGB","AG_NPPC","BG_NPPC","Litterfall","AgeMortality","MineralN","TotalN","GrossMineralization","C_LiveLeaf","C_LiveFRoot","C_LiveWood","C_LiveCRoot","C_DeadWood","C_DeadCRoot","C_DeadLeaf_Struc","C_DeadLeaf_Meta","C_DeadFRoot_Struc","C_DeadFRoot_Meta","C_SOM1surf","C_SOM1soil","C_SOM2","C_SOM3","N_Leaf","N_FRoot","N_Wood","N_CRoot","N_DeadWood","N_DeadCRoot","N_DeadLeaf_Struc","N_DeadLeaf_Meta","N_DeadFRoot_Struc","N_DeadFRoot_Meta","N_SOM1surf","N_SOM1soil","N_SOM2","N_SOM3","SurfStrucNetMin","SurfMetaNetMin","SoilStrucNetMin","SoilMetaNetMin","SOM1surfNetMin","SOM1soilNetMin","SOM2NetMin","SOM3NetMin","TotalNdep","StreamC","StreamN","FireCEfflux","FireNEfflux","Nuptake","Nresorbed","TotalSoilN","Nvol","FrassC","X"
"43",42," eco1",0,1,-73,3747.3,4919,274.6,54.9,143.1,142.5,2.79,255.3,6.6,407.7,81.5,1904.6,380.9,917.2,183.6,1311.9,72,196,21.5,74.3,157.4,2367.4,1148.1,15.6,1.5,2.7,2.2,1.3,1.1,6.6,1.6,1,0.7,1.2,16.3,64.8,136,0.2,-0.5,0,-0.3,1.4,2.7,-2.9,0,3.38,0,0,0,0,2.6,4.1,230.9,1.64,0,NA
"44",43," eco1",0,1,-60.3,3789.4,4924,285.2,57,140.2,142.8,2.86,257,7.1,404.3,80.9,1910.2,382,923.1,184.8,1319.6,71.5,197.6,21.2,75.2,159.8,2405.5,1148.8,15.5,1.5,2.7,2.2,1.3,1.1,6.6,1.6,1,0.6,1.3,16.7,66,136.1,0.2,-0.6,0,-0.4,1.5,2.8,-3.2,0,3.38,0,0.02,0,0,2.1,4,232.7,1.75,0,NA
"45",44," eco1",0,1,-102.6,3830.4,4997,322.3,64.5,143.3,144.8,2.71,258.8,7.5,415.8,83.2,1933,386.6,930.1,186.2,1328.9,72.2,199.3,21.4,75.4,162.1,2443.3,1149.6,15.9,1.6,2.7,2.3,1.3,1.1,6.7,1.6,1,0.6,1.3,16.9,67,136.2,0.2,-0.6,0,-0.3,1.5,3.1,-3.1,0,3.4,0.04,0.05,0,0,2.9,4.1,233.9,1.63,0,NA
"46",45," eco1",0,1,-98.4,3871.5,5057,321.1,64.2,146.5,146.5,2.68,260.4,7.6,423.4,84.7,1953.5,390.7,937.8,187.7,1339.8,73.3,201.3,21.8,76,164.4,2480.8,1150.3,16.2,1.6,2.7,2.3,1.3,1.1,6.7,1.6,1,0.7,1.3,17.1,67.8,136.3,0.2,-0.6,0,-0.3,1.6,3.2,-3.2,0,3.4,0.04,0.05,0,0,2.8,4.1,235.2,1.6,0,NA
"47",46," eco1",0,1,-104.5,3914.6,5172,347.9,69.6,145.9,147.7,2.71,263.2,8,444.5,88.9,1986.7,397.3,934.8,187.1,1342.3,70.7,202.3,20.8,75.6,166.7,2521.1,1151.1,17,1.7,2.8,2.3,1.3,1.1,6.7,1.6,1,0.6,1.3,17.5,69.1,136.4,0.2,-0.6,0,-0.4,1.7,3.2,-3.6,0,3.36,0,0,0,0,2.3,4.1,237,1.71,0,NA
"48",47," eco1",0,1,-42.3,3954,5117,272.2,54.4,149.8,148.4,2.81,263.8,7.7,425.4,85.1,1979.9,396,946.3,189.3,1356.5,73.5,204.6,21.8,76.8,168.9,2556.5,1151.8,16.3,1.6,2.8,2.3,1.3,1.1,6.8,1.6,1,0.7,1.3,17.6,69.9,136.6,0.2,-0.6,0,-0.3,1.5,3.3,-3.2,0,3.39,0,0,0,0,2.8,4.2,238.3,1.61,0,NA
"49",48," eco1",0,1,-70.4,3993,5130,297.2,59.4,143.2,147.9,3.03,266.1,7.1,424.8,85,1986.5,397.3,956.7,191.4,1365.8,73.9,206.3,21.9,77.5,171.1,2591.9,1152.5,16.3,1.6,2.8,2.3,1.3,1.1,6.8,1.6,1,0.7,1.3,18,71.4,136.7,0.2,-0.6,0,-0.4,1.5,2.7,-3.3,0,3.41,0.01,0.04,0,0,1.5,4.1,240.6,1.94,0,NA
"50",49," eco1",0,1,-101,4033.9,5217,339.9,68,148.6,150.6,2.74,267.7,8.4,439.4,87.9,2012.6,402.5,960,192.1,1372.7,73.2,207.7,21.6,77.7,173.3,2629.5,1153.3,16.8,1.6,2.8,2.4,1.3,1.1,6.9,1.6,1,0.7,1.3,18.2,72.3,136.8,0.2,-0.6,0,-0.3,1.7,3.6,-3.5,0,3.41,0.01,0.02,0,0,3.3,4.2,241.5,1.59,0,NA
"51",50," eco1",0,1,-15.8,4070.2,5089,237.1,47.4,147.5,149.5,2.81,268,7.1,405.7,81.1,1986.4,397.3,980.4,196.1,1390.9,77.6,210.5,23.2,79.1,175.4,2661.6,1154,15.5,1.5,2.8,2.3,1.4,1.2,7,1.7,1.1,0.7,1.3,18.4,73.3,136.9,0.2,-0.5,0,-0.3,1.4,2.9,-3.1,0,3.4,0.03,0.05,0,0,2.3,4.2,243.3,1.68,0,NA
"52",51," eco1",0,1,-30.8,4109,5037,263.1,52.6,139.3,148.3,3.22,269.8,7.2,392.7,78.5,1974.9,395,991.5,198.4,1398.8,76.7,212,22.7,80.5,177.7,2696,1154.8,15,1.5,2.8,2.3,1.4,1.2,7,1.7,1.1,0.7,1.4,18.8,74.8,137,0.2,-0.6,0,-0.4,1.5,2.7,-3.3,0,3.39,0,0,0,0,1.2,3.9,245.6,2.08,0,NA
"53",52," eco1",0,1,-34.2,4146.5,4993,264.4,52.9,137.3,147.9,3.03,270.9,7.2,382.3,76.5,1964.5,392.9,1002.8,200.6,1406.1,76.3,213.4,22.6,81.3,179.8,2730,1155.5,14.6,1.4,2.7,2.3,1.4,1.2,7,1.7,1.1,0.7,1.4,19.1,76.1,137.2,0.2,-0.6,0,-0.4,1.5,2.8,-3.3,0,3.39,0,0,0,0,2.1,3.9,247.2,1.94,0,NA
"54",53," eco1",0,1,-62.1,4185.4,5042,308.3,61.7,136.9,148.5,2.99,272.9,8.1,393.5,78.7,1976.3,395.3,1002.5,200.5,1405.5,73.4,213.8,21.6,80.9,181.8,2766.5,1156.3,15.1,1.5,2.8,2.3,1.4,1.2,7,1.6,1.1,0.7,1.3,19.3,77.4,137.3,0.2,-0.6,0,-0.4,1.6,3.3,-3.6,0,3.42,0,0,0,0,2.3,3.9,248.7,1.86,0,NA
"55",54," eco1",0,1,19.7,4220.9,4915,218.5,43.7,132.3,145.9,3.24,273.7,7.2,366.1,73.2,1944,388.8,1011.8,202.4,1409.8,73.4,214.7,21.6,81.5,183.5,2798.8,1157,14,1.4,2.7,2.3,1.4,1.2,7.1,1.6,1.1,0.7,1.3,19.5,78.8,137.4,0.2,-0.5,0,-0.4,1.5,2.8,-3.3,0,3.38,0,0,0,0,1.5,3.7,250.7,2.05,0,NA
"56",55," eco1",0,1,-23.6,4256.6,4899,265,53,127.3,144.9,3.41,275.6,7.5,366,73.2,1936.9,387.4,1013.7,202.8,1407.1,71,214.8,20.8,81.4,185.3,2832.1,1157.8,14,1.4,2.7,2.3,1.4,1.2,7,1.6,1.1,0.6,1.3,19.7,80.2,137.5,0.2,-0.5,0,-0.4,1.5,3,-3.5,0,3.4,0,0.03,0,0,1.3,3.6,252.6,2.31,0,NA
"57",56," eco1",0,1,-25.5,4288.3,4839,241.2,48.2,126,143.8,3.21,276.6,6.8,355.8,71.2,1918.6,383.7,1028.9,205.8,1413.2,72.8,216,21.6,81.8,186.8,2861.1,1158.5,13.6,1.3,2.7,2.3,1.4,1.2,7.1,1.6,1.1,0.7,1.3,19.9,81.5,137.7,0.2,-0.5,0,-0.4,1.3,2.7,-3.1,0,3.42,0.01,0.05,0,0,1.9,3.6,254,2.11,0,NA
