"","Time","ClimateRegionName","ClimateRegionIndex","NumSites","NEEC","SOMTC","AGB","AG_NPPC","BG_NPPC","Litterfall","AgeMortality","MineralN","TotalN","GrossMineralization","C_LiveLeaf","C_LiveFRoot","C_LiveWood","C_LiveCRoot","C_DeadWood","C_DeadCRoot","C_DeadLeaf_Struc","C_DeadLeaf_Meta","C_DeadFRoot_Struc","C_DeadFRoot_Meta","C_SOM1surf","C_SOM1soil","C_SOM2","C_SOM3","N_Leaf","N_FRoot","N_Wood","N_CRoot","N_DeadWood","N_DeadCRoot","N_DeadLeaf_Struc","N_DeadLeaf_Meta","N_DeadFRoot_Struc","N_DeadFRoot_Meta","N_SOM1surf","N_SOM1soil","N_SOM2","N_SOM3","SurfStrucNetMin","SurfMetaNetMin","SoilStrucNetMin","SoilMetaNetMin","SOM1surfNetMin","SOM1soilNetMin","SOM2NetMin","SOM3NetMin","TotalNdep","StreamC","StreamN","FireCEfflux","FireNEfflux","Nuptake","Nresorbed","TotalSoilN","Nvol","FrassC","X"
"1",0," eco1",0,1,0,2923,100,0,0,0,0,2,180.2,0,0,0,47,9.4,51.7,33.8,4.4,0.8,0,0,15,30,1750,1128,0,0,0.1,0.1,0.3,0.2,0,0.1,0,0,1.5,3,40,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.6,0,0,NA
"2",1," eco1",0,1,34.7,2865.1,134,21.1,4.2,1.3,3.6,2.24,181.9,2.9,8.9,1.8,54.4,10.9,54.5,34.4,4.5,0.8,0.1,0.1,3.9,50.8,1682.1,1128.3,0.2,0,0.1,0.1,0.3,0.2,0,0,0,0,0.4,5.9,39.3,133.1,0,0,0,0,0.9,0.8,-2.9,0,3.43,0.01,0.05,0,0,0.3,0,181,1.75,0,NA
"3",2," eco1",0,1,25.7,2808.7,179,29.4,5.9,4.2,4.2,2.27,183.5,3,18.8,3.8,65.5,13.1,56.4,34.7,6.3,1.6,0.4,0.4,1.7,63.8,1614.5,1128.7,0.4,0.1,0.1,0.2,0.3,0.2,0,0,0,0,0.1,7.7,39,133.1,0,0,0,0,0.3,1.5,-2.9,0,3.39,0,0.04,0,0,0.4,0,182.3,1.74,0,NA
"4",3," eco1",0,1,18.5,2757.1,225,33.8,6.8,7.3,5,2.53,185,3.1,27.7,5.5,78,15.6,57.7,34.9,10,2.9,1,0.7,1.9,70.4,1555.7,1129.1,0.5,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0,0,0.1,8.6,38.9,133.2,0,0,0,0,0.1,1.8,-2.7,0,3.43,0.01,0.07,0,0,0.4,0.1,183.5,1.88,0,NA
"5",4," eco1",0,1,22.3,2707.7,259,31.9,6.4,9.9,5.9,2.91,186.2,3.3,33.1,6.6,88.7,17.7,58.4,34.8,15,4.2,1.8,1.1,2.5,73.7,1501.9,1129.5,0.7,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0.1,9.1,39,133.3,0,0,0,0,0.1,2,-2.5,0,3.36,0,0,0,0,0.4,0.1,184.5,2.13,0,NA
"6",5," eco1",0,1,20.6,2662.1,289,32.4,6.5,11.5,6.7,3.26,187.1,3.3,37.1,7.4,98.8,19.8,58.7,34.5,20.5,5.4,2.6,1.4,3.2,75,1454,1129.9,0.7,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0,0.1,0.1,9.2,39.2,133.3,0,0,0,0,0.1,2,-2.3,0,3.36,0,0,0,0,0.3,0.1,185.3,2.42,0,NA
"7",6," eco1",0,1,2,2622.3,340,44.7,8.9,13.2,7.5,3.41,187.9,3.1,45.4,9.1,114.5,22.9,59.2,34.1,26.8,6.7,3.6,1.7,3.8,75.2,1413,1130.3,0.9,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0,0.1,0.1,9.3,39.3,133.4,0,-0.1,0,0,0.1,1.8,-2,0,3.4,0,0.03,0,0,0.5,0.1,185.8,2.65,0,NA
"8",7," eco1",0,1,-32.6,2586.6,440,71.8,14.4,16.1,8.8,3.27,188.6,2.9,63.7,12.7,143.1,28.6,60.5,33.6,34.6,8.5,4.8,2.2,4.5,74.9,1376.5,1130.7,1.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0,0.1,0.1,9.2,39.4,133.4,0,-0.1,0,0,0.1,1.7,-1.8,0,3.41,0,0,0,0,0.9,0.2,185.9,2.71,0,NA
"9",8," eco1",0,1,-13.2,2553.8,491,56,11.2,21,10.7,3.48,189.3,2.9,69.6,13.9,161.6,32.3,62.8,33.2,44.9,11,6.3,2.8,5.4,74.4,1343,1131,1.4,0.3,0.4,0.4,0.2,0.2,0.2,0.2,0,0.1,0.2,9.1,39.6,133.5,0,-0.1,0,0,0.2,1.7,-1.6,0,3.39,0,0,0,0,0.6,0.2,186.4,2.7,0,NA
"10",9," eco1",0,1,-24.6,2524.6,553,64.9,13,23.8,12.2,3.57,189.9,2.8,77,15.4,183.1,36.6,66.1,32.8,56.3,13.4,8,3.5,6.3,73.9,1313,1131.3,1.5,0.4,0.4,0.4,0.2,0.2,0.3,0.3,0,0.1,0.2,9,39.7,133.6,0,-0.1,0,0,0.2,1.6,-1.5,0,3.37,0,0,0,0,0.7,0.2,186.7,2.76,0,NA
"11",10," eco1",0,1,-41.7,2499.4,630,77.6,15.5,27.3,14.1,3.55,190.5,2.7,87,17.4,209.3,41.9,70.9,32.6,69.4,16.4,9.9,4.2,7.3,73.5,1287,1131.6,1.7,0.4,0.5,0.5,0.2,0.2,0.3,0.3,0,0.2,0.2,8.9,39.8,133.6,0,-0.1,0,0,0.2,1.4,-1.3,0,3.42,0,0.06,0,0,0.8,0.3,186.9,2.76,0,NA
"12",11," eco1",0,1,-98.4,2475.1,800,128.9,25.8,32.6,16.6,3.12,191.3,2.8,116.3,23.3,259.8,52,76.6,32.4,84.7,19.5,12.2,5,8.5,73.1,1261.7,1131.9,2.3,0.5,0.6,0.6,0.2,0.3,0.4,0.4,0.1,0.2,0.3,8.8,39.9,133.7,0,-0.1,0,-0.1,0.3,1.5,-1.3,0,3.42,0,0,0,0,1.5,0.3,186.8,2.62,0,NA
